subscription_id,user_id,start_date_key,end_date_key,plan_name,billing_cycle,status,monthly_price_usd,discount_usd,recognized_revenue_usd,cancellation_reason
1165,1106,20240719,,Family,Monthly,Active,14.99,0.0,89.94,
1166,1143,20250511,,Premium,Monthly,Active,9.99,0.0,69.93,
1167,1180,20251027,20251126,Fan,Monthly,Cancelled,5.99,0.0,5.99,Price
1168,1217,20241222,,Family,Annual,Active,14.99,0.0,179.88,
1169,1254,20240929,20241228,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
1170,1291,20250404,,Fan,Monthly,Active,5.99,1.2,4.79,
1171,1328,20231207,20241206,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
1172,1365,20250323,20250621,Premium,Annual,Cancelled,9.99,0.0,29.97,Low Usage
1173,1402,20240413,,Fan,Monthly,Active,5.99,0.0,119.8,
1174,1439,20231007,20251006,Family,Monthly,Cancelled,14.99,0.0,359.76,Low Usage
1175,1476,20230403,,Premium,Monthly,Active,9.99,0.0,239.76,
1176,1513,20250109,,Fan,Annual,Active,5.99,0.0,65.89,
1177,1550,20231027,20251026,Family,Monthly,Cancelled,14.99,0.0,359.76,Low Usage
1178,1587,20231025,20241024,Premium,Monthly,Cancelled,9.99,0.0,119.88,Low Usage
1179,1624,20240715,,Fan,Monthly,Active,5.99,1.2,81.43,
1180,1661,20240224,,Family,Annual,Active,14.99,0.0,329.78,
1181,1698,20231014,20240112,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
1182,1735,20230826,20231124,Fan,Monthly,Cancelled,5.99,0.0,17.97,Price
1183,1772,20241010,20251010,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
1184,1809,20240519,20241115,Premium,Annual,Cancelled,9.99,0.0,59.94,Low Usage
1185,1846,20251101,,Fan,Monthly,Active,5.99,0.0,5.99,
1186,1883,20230311,20250310,Family,Monthly,Cancelled,14.99,0.0,359.76,Low Usage
1187,1920,20240508,,Premium,Monthly,Active,9.99,0.0,199.8,
1188,1957,20241119,20251119,Fan,Annual,Cancelled,5.99,1.2,57.48,Price
1189,1994,20230114,20230713,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
1190,2031,20230307,,Premium,Monthly,Active,9.99,0.0,9.99,
1191,2068,20230925,20231025,Fan,Monthly,Cancelled,5.99,0.0,5.99,Price
1192,2105,20230913,20231013,Family,Annual,Cancelled,14.99,0.0,14.99,Low Usage
1193,2142,20230215,20230516,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
1194,2179,20250306,,Fan,Monthly,Active,5.99,0.0,59.9,
1195,2216,20230416,,Family,Monthly,Active,14.99,0.0,44.97,
1196,2253,20230109,20240109,Premium,Annual,Cancelled,9.99,0.0,119.88,Low Usage
1197,2290,20250501,20251028,Fan,Monthly,Cancelled,5.99,1.2,28.74,Price
1198,2327,20231214,20240611,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
1199,2364,20230916,20240915,Premium,Monthly,Cancelled,9.99,0.0,119.88,Low Usage
1200,2401,20241123,,Fan,Annual,Active,5.99,0.0,17.97,
1201,2438,20240112,20250111,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
1202,2475,20230308,20250307,Premium,Monthly,Cancelled,9.99,0.0,239.76,Low Usage
1203,2512,20240319,,Fan,Monthly,Active,5.99,0.0,125.79,
1204,2549,20230629,20230927,Family,Annual,Cancelled,14.99,0.0,44.97,Low Usage
1205,2586,20231013,,Premium,Monthly,Active,9.99,0.0,9.99,
1206,2623,20250628,,Fan,Monthly,Active,5.99,1.2,28.74,
1207,2660,20230816,20231114,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
1208,2697,20230826,20230925,Premium,Annual,Cancelled,9.99,0.0,9.99,Low Usage
1209,2734,20250919,,Fan,Monthly,Active,5.99,0.0,17.97,
1210,2771,20240420,,Family,Monthly,Active,14.99,0.0,89.94,
1211,2808,20250525,,Premium,Monthly,Active,9.99,0.0,69.93,
1212,2845,20250620,20250720,Fan,Annual,Cancelled,5.99,0.0,5.99,Price
1213,2882,20231120,20240218,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
1214,2919,20241214,20250314,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
1215,2956,20240422,,Fan,Monthly,Active,5.99,1.2,28.74,
1216,2993,20240717,20240816,Family,Annual,Cancelled,14.99,0.0,14.99,Low Usage
1217,3030,20230425,20250424,Premium,Monthly,Cancelled,9.99,0.0,239.76,Low Usage
1218,3067,20230329,20230627,Fan,Monthly,Cancelled,5.99,0.0,17.97,Price
1219,3104,20250602,20251129,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
1220,3141,20250205,,Premium,Annual,Active,9.99,0.0,109.89,
1221,3178,20240115,20240713,Fan,Monthly,Cancelled,5.99,0.0,35.94,Price
1222,3215,20230703,20250702,Family,Monthly,Cancelled,14.99,0.0,359.76,Low Usage
1223,3252,20250127,,Premium,Monthly,Active,9.99,0.0,109.89,
1224,3289,20240203,20240304,Fan,Annual,Cancelled,5.99,1.2,4.79,Price
1225,3326,20240228,,Family,Monthly,Active,14.99,0.0,14.99,
1226,3363,20251012,,Premium,Monthly,Active,9.99,0.0,19.98,
1227,3400,20251029,,Fan,Monthly,Active,5.99,0.0,11.98,
1228,3437,20230312,20230610,Family,Annual,Cancelled,14.99,0.0,44.97,Low Usage
1229,3474,20230412,20230711,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
1230,3511,20230115,,Fan,Monthly,Active,5.99,0.0,5.99,
1231,3548,20241030,20250128,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
1232,3585,20250725,,Premium,Annual,Active,9.99,0.0,49.95,
1233,3622,20240226,,Fan,Monthly,Active,5.99,1.2,105.38,
1234,3659,20250416,,Family,Monthly,Active,14.99,0.0,119.92,
1235,3696,20251030,,Premium,Monthly,Active,9.99,0.0,19.98,
1236,3733,20230123,20230222,Fan,Annual,Cancelled,5.99,0.0,5.99,Price
1237,3770,20250528,,Family,Monthly,Active,14.99,0.0,104.93,
1238,3807,20240825,20240924,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
1239,3844,20250123,20250423,Fan,Monthly,Cancelled,5.99,0.0,17.97,Price
1240,3881,20240819,,Family,Annual,Active,14.99,0.0,179.88,
1241,3918,20231201,20240529,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
1242,3955,20251019,,Fan,Monthly,Active,5.99,1.2,9.58,
1243,3992,20250919,20251218,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
1244,4029,20250901,,Premium,Annual,Active,9.99,0.0,39.96,
1245,4066,20251012,,Fan,Monthly,Active,5.99,0.0,11.98,
1246,4103,20240129,20240228,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
1247,4140,20240213,20240811,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
1248,4177,20230909,20250908,Fan,Annual,Cancelled,5.99,0.0,143.76,Price
1249,4214,20230301,20230828,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
1250,4251,20240801,,Premium,Monthly,Active,9.99,0.0,119.88,
1251,4288,20250804,20251102,Fan,Monthly,Cancelled,5.99,1.2,14.37,Price
1252,4325,20231107,20231207,Family,Annual,Cancelled,14.99,0.0,14.99,Low Usage
1253,4362,20230212,20230314,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
1254,4399,20241005,20250103,Fan,Monthly,Cancelled,5.99,0.0,17.97,Price
1255,4436,20240611,,Family,Monthly,Active,14.99,0.0,269.82,
1256,4473,20240402,20250402,Premium,Annual,Cancelled,9.99,0.0,119.88,Low Usage
1257,4510,20231216,20240613,Fan,Monthly,Cancelled,5.99,0.0,35.94,Price
1258,4547,20251020,,Family,Monthly,Active,14.99,0.0,29.98,
1259,4584,20240816,20250212,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
1260,4621,20230311,,Fan,Annual,Active,5.99,1.2,57.48,
1261,4658,20250409,20250509,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
1262,4695,20230712,20230811,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
1263,4732,20240125,20240224,Fan,Monthly,Cancelled,5.99,0.0,5.99,Price
1264,4769,20250716,,Family,Annual,Active,14.99,0.0,74.95,
1265,4806,20230516,,Premium,Monthly,Active,9.99,0.0,239.76,
1266,4843,20241209,20250108,Fan,Monthly,Cancelled,5.99,0.0,5.99,Price
1267,4880,20231218,20251217,Family,Monthly,Cancelled,14.99,0.0,359.76,Low Usage
1268,4917,20240219,20240817,Premium,Annual,Cancelled,9.99,0.0,59.94,Low Usage
1269,4954,20230328,20230626,Fan,Monthly,Cancelled,5.99,1.2,14.37,Price
1270,4991,20231223,,Family,Monthly,Active,14.99,0.0,89.94,
1271,5028,20230314,20240313,Premium,Monthly,Cancelled,9.99,0.0,119.88,Low Usage
1272,5065,20241217,20250615,Fan,Annual,Cancelled,5.99,0.0,35.94,Price
1273,5102,20230322,20230918,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
1274,5139,20231023,20231122,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
1275,5176,20250521,,Fan,Monthly,Active,5.99,0.0,41.93,
1276,5213,20250401,20250928,Family,Annual,Cancelled,14.99,0.0,89.94,Low Usage
1277,5250,20250313,,Premium,Monthly,Active,9.99,0.0,89.91,
1278,5287,20240107,20240705,Fan,Monthly,Cancelled,5.99,1.2,28.74,Price
1279,5324,20250127,20250726,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
1280,5361,20240216,,Premium,Annual,Active,9.99,0.0,119.88,
1281,5398,20230106,20250105,Fan,Monthly,Cancelled,5.99,0.0,143.76,Price
1282,5435,20230328,20230427,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
1283,5472,20230412,20231009,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
1284,5509,20230331,20230927,Fan,Annual,Cancelled,5.99,0.0,35.94,Price
1285,5546,20241027,,Family,Monthly,Active,14.99,0.0,14.99,
1286,5583,20240727,20240826,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
1287,5620,20250428,20250528,Fan,Monthly,Cancelled,5.99,1.2,4.79,Price
1288,5657,20230816,20231114,Family,Annual,Cancelled,14.99,0.0,44.97,Low Usage
1289,5694,20240125,20240723,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
1290,5731,20230102,,Fan,Monthly,Active,5.99,0.0,71.88,
1291,5768,20240525,,Family,Monthly,Active,14.99,0.0,284.81,
1292,5805,20230420,20230520,Premium,Annual,Cancelled,9.99,0.0,9.99,Low Usage
1293,5842,20240701,20250701,Fan,Monthly,Cancelled,5.99,0.0,71.88,Price
1294,5879,20250322,20250918,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
1295,5916,20250129,,Premium,Monthly,Active,9.99,0.0,109.89,
1296,5953,20231012,20231111,Fan,Annual,Cancelled,5.99,1.2,4.79,Price
1297,5990,20230526,20231122,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
1298,27,20250715,,Premium,Monthly,Active,9.99,0.0,49.95,
1299,64,20250428,,Fan,Monthly,Active,5.99,0.0,47.92,
1300,101,20250509,,Family,Annual,Active,14.99,0.0,44.97,
1301,138,20231221,20251220,Premium,Monthly,Cancelled,9.99,0.0,239.76,Low Usage
1302,175,20240315,20250315,Fan,Monthly,Cancelled,5.99,0.0,71.88,Price
1303,212,20230919,20250918,Family,Monthly,Cancelled,14.99,0.0,359.76,Low Usage
1304,249,20231024,20251023,Premium,Annual,Cancelled,9.99,0.0,239.76,Low Usage
1305,286,20240318,,Fan,Monthly,Active,5.99,1.2,28.74,
1306,323,20240728,20241026,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
1307,360,20240223,,Premium,Monthly,Active,9.99,0.0,219.78,
1308,397,20240106,,Fan,Annual,Active,5.99,0.0,143.76,
1309,434,20230818,20231116,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
1310,471,20240228,,Premium,Monthly,Active,9.99,0.0,219.78,
1311,508,20230105,20230204,Fan,Monthly,Cancelled,5.99,0.0,5.99,Price
1312,545,20240410,20241007,Family,Annual,Cancelled,14.99,0.0,89.94,Low Usage
1313,582,20250426,20251023,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
1314,619,20240205,20240803,Fan,Monthly,Cancelled,5.99,1.2,28.74,Price
1315,656,20250218,,Family,Monthly,Active,14.99,0.0,149.9,
1316,693,20240819,20241117,Premium,Annual,Cancelled,9.99,0.0,29.97,Low Usage
1317,730,20250817,,Fan,Monthly,Active,5.99,0.0,23.96,
1318,767,20241023,20241122,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
1319,804,20230206,20240206,Premium,Monthly,Cancelled,9.99,0.0,119.88,Low Usage
1320,841,20250402,,Fan,Annual,Active,5.99,0.0,17.97,
1321,878,20240911,20241210,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
1322,915,20230630,20230730,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
1323,952,20230620,20230918,Fan,Monthly,Cancelled,5.99,1.2,14.37,Price
1324,989,20250316,,Family,Annual,Active,14.99,0.0,134.91,
1325,1026,20240807,,Premium,Monthly,Active,9.99,0.0,169.83,
1326,1063,20250627,20250727,Fan,Monthly,Cancelled,5.99,0.0,5.99,Price
1327,1100,20231106,20231206,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
1328,1137,20230917,20250916,Premium,Annual,Cancelled,9.99,0.0,239.76,Low Usage
1329,1174,20230727,20230826,Fan,Monthly,Cancelled,5.99,0.0,5.99,Price
1330,1211,20240129,,Family,Monthly,Active,14.99,0.0,44.97,
1331,1248,20240421,,Premium,Monthly,Active,9.99,0.0,199.8,
1332,1285,20241013,20250111,Fan,Annual,Cancelled,5.99,1.2,14.37,Price
1333,1322,20230227,20230528,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
1334,1359,20230324,20240323,Premium,Monthly,Cancelled,9.99,0.0,119.88,Low Usage
1335,1396,20230421,,Fan,Monthly,Active,5.99,0.0,71.88,
1336,1433,20240603,20241130,Family,Annual,Cancelled,14.99,0.0,89.94,Low Usage
1337,1470,20240123,20240721,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
1338,1507,20230128,20230227,Fan,Monthly,Cancelled,5.99,0.0,5.99,Price
1339,1544,20240917,20241017,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
1340,1581,20250503,,Premium,Annual,Active,9.99,0.0,29.97,
1341,1618,20230825,20240824,Fan,Monthly,Cancelled,5.99,1.2,57.48,Price
1342,1655,20230718,20230817,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
1343,1692,20230715,20230814,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
1344,1729,20230424,20240423,Fan,Annual,Cancelled,5.99,0.0,71.88,Price
1345,1766,20230205,,Family,Monthly,Active,14.99,0.0,359.76,
1346,1803,20250116,20250715,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
1347,1840,20240424,,Fan,Monthly,Active,5.99,0.0,119.8,
1348,1877,20250331,20250430,Family,Annual,Cancelled,14.99,0.0,14.99,Low Usage
1349,1914,20240528,20250528,Premium,Monthly,Cancelled,9.99,0.0,119.88,Low Usage
1350,1951,20230805,,Fan,Monthly,Active,5.99,1.2,28.74,
1351,1988,20241204,,Family,Monthly,Active,14.99,0.0,194.87,
1352,2025,20250917,,Premium,Annual,Active,9.99,0.0,29.97,
1353,2062,20230811,20230910,Fan,Monthly,Cancelled,5.99,0.0,5.99,Price
1354,2099,20230203,20250202,Family,Monthly,Cancelled,14.99,0.0,359.76,Low Usage
1355,2136,20250513,,Premium,Monthly,Active,9.99,0.0,59.94,
1356,2173,20250729,,Fan,Annual,Active,5.99,0.0,29.95,
1357,2210,20230310,20230906,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
1358,2247,20230729,20230828,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
1359,2284,20240316,20240912,Fan,Monthly,Cancelled,5.99,1.2,28.74,Price
1360,2321,20231124,,Family,Annual,Active,14.99,0.0,359.76,
1361,2358,20240218,,Premium,Monthly,Active,9.99,0.0,219.78,
1362,2395,20241214,20250612,Fan,Monthly,Cancelled,5.99,0.0,35.94,Price
1363,2432,20241226,20250326,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
1364,2469,20250614,,Premium,Annual,Active,9.99,0.0,59.94,
1365,2506,20240805,,Fan,Monthly,Active,5.99,0.0,71.88,
1366,2543,20250107,,Family,Monthly,Active,14.99,0.0,164.89,
1367,2580,20231013,20241012,Premium,Monthly,Cancelled,9.99,0.0,119.88,Low Usage
1368,2617,20240714,20250714,Fan,Annual,Cancelled,5.99,1.2,57.48,Price
1369,2654,20240531,20241127,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
1370,2691,20240524,,Premium,Monthly,Active,9.99,0.0,119.88,
1371,2728,20231106,20241105,Fan,Monthly,Cancelled,5.99,0.0,71.88,Price
1372,2765,20230406,20250405,Family,Annual,Cancelled,14.99,0.0,359.76,Low Usage
1373,2802,20241230,,Premium,Monthly,Active,9.99,0.0,119.88,
1374,2839,20230202,20250201,Fan,Monthly,Cancelled,5.99,0.0,143.76,Price
1375,2876,20230111,,Family,Monthly,Active,14.99,0.0,14.99,
1376,2913,20230813,20240209,Premium,Annual,Cancelled,9.99,0.0,59.94,Low Usage
1377,2950,20250729,,Fan,Monthly,Active,5.99,1.2,23.95,
1378,2987,20230721,20240720,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
1379,3024,20231008,20241007,Premium,Monthly,Cancelled,9.99,0.0,119.88,Low Usage
1380,3061,20230517,,Fan,Annual,Active,5.99,0.0,35.94,
1381,3098,20241101,20250130,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
1382,3135,20230115,20230415,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
1383,3172,20230210,20230312,Fan,Monthly,Cancelled,5.99,0.0,5.99,Price
1384,3209,20240331,20240927,Family,Annual,Cancelled,14.99,0.0,89.94,Low Usage
1385,3246,20240720,,Premium,Monthly,Active,9.99,0.0,59.94,
1386,3283,20240429,20240529,Fan,Monthly,Cancelled,5.99,1.2,4.79,Price
1387,3320,20230305,20240304,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
1388,3357,20230219,20230818,Premium,Annual,Cancelled,9.99,0.0,59.94,Low Usage
1389,3394,20230823,20250822,Fan,Monthly,Cancelled,5.99,0.0,143.76,Price
1390,3431,20230828,,Family,Monthly,Active,14.99,0.0,359.76,
1391,3468,20250226,,Premium,Monthly,Active,9.99,0.0,99.9,
1392,3505,20241009,20251009,Fan,Annual,Cancelled,5.99,0.0,71.88,Price
1393,3542,20250416,,Family,Monthly,Active,14.99,0.0,119.92,
1394,3579,20230816,20230915,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
1395,3616,20241026,,Fan,Monthly,Active,5.99,1.2,28.74,
1396,3653,20230915,20240914,Family,Annual,Cancelled,14.99,0.0,179.88,Low Usage
1397,3690,20240324,,Premium,Monthly,Active,9.99,0.0,209.79,
1398,3727,20240409,,Fan,Monthly,Active,5.99,0.0,125.79,
1399,3764,20251106,,Family,Monthly,Active,14.99,0.0,14.99,
1400,3801,20250120,,Premium,Annual,Active,9.99,0.0,9.99,
1401,3838,20251024,,Fan,Monthly,Active,5.99,0.0,11.98,
1402,3875,20240706,20241004,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
1403,3912,20230213,20250212,Premium,Monthly,Cancelled,9.99,0.0,239.76,Low Usage
1404,3949,20240827,20240926,Fan,Annual,Cancelled,5.99,1.2,4.79,Price
1405,3986,20230416,,Family,Monthly,Active,14.99,0.0,179.88,
1406,4023,20231126,20251125,Premium,Monthly,Cancelled,9.99,0.0,239.76,Low Usage
1407,4060,20230525,20250524,Fan,Monthly,Cancelled,5.99,0.0,143.76,Price
1408,4097,20250226,,Family,Annual,Active,14.99,0.0,149.9,
1409,4134,20240623,,Premium,Monthly,Active,9.99,0.0,179.82,
1410,4171,20230812,,Fan,Monthly,Active,5.99,0.0,17.97,
1411,4208,20241207,20251207,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
1412,4245,20250519,,Premium,Annual,Active,9.99,0.0,69.93,
1413,4282,20230805,20240201,Fan,Monthly,Cancelled,5.99,1.2,28.74,Price
1414,4319,20240310,20240906,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
1415,4356,20251006,,Premium,Monthly,Active,9.99,0.0,19.98,
1416,4393,20241227,20250126,Fan,Annual,Cancelled,5.99,0.0,5.99,Price
1417,4430,20230620,20250619,Family,Monthly,Cancelled,14.99,0.0,359.76,Low Usage
1418,4467,20240924,20241223,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
1419,4504,20240411,,Fan,Monthly,Active,5.99,0.0,125.79,
1420,4541,20240626,,Family,Annual,Active,14.99,0.0,14.99,
1421,4578,20240428,20241025,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
1422,4615,20250708,,Fan,Monthly,Active,5.99,1.2,23.95,
1423,4652,20250921,,Family,Monthly,Active,14.99,0.0,44.97,
1424,4689,20240510,20241106,Premium,Annual,Cancelled,9.99,0.0,59.94,Low Usage
1425,4726,20250920,,Fan,Monthly,Active,5.99,0.0,5.99,
1426,4763,20240507,20250507,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
1427,4800,20240112,20240211,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
1428,4837,20250104,,Fan,Annual,Active,5.99,0.0,71.88,
1429,4874,20241206,20250105,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
1430,4911,20240325,,Premium,Monthly,Active,9.99,0.0,59.94,
1431,4948,20240628,,Fan,Monthly,Active,5.99,1.2,86.22,
1432,4985,20250318,,Family,Annual,Active,14.99,0.0,134.91,
1433,5022,20240728,20240827,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
1434,5059,20241007,20250105,Fan,Monthly,Cancelled,5.99,0.0,17.97,Price
1435,5096,20241116,,Family,Monthly,Active,14.99,0.0,89.94,
1436,5133,20231002,20251001,Premium,Annual,Cancelled,9.99,0.0,239.76,Low Usage
1437,5170,20240505,20240803,Fan,Monthly,Cancelled,5.99,0.0,17.97,Price
1438,5207,20250807,,Family,Monthly,Active,14.99,0.0,59.96,
1439,5244,20240820,20240919,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
1440,5281,20250601,,Fan,Annual,Active,5.99,1.2,14.37,
1441,5318,20240806,20241104,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
1442,5355,20230324,20240323,Premium,Monthly,Cancelled,9.99,0.0,119.88,Low Usage
1443,5392,20250319,20250915,Fan,Monthly,Cancelled,5.99,0.0,35.94,Price
1444,5429,20241019,20250417,Family,Annual,Cancelled,14.99,0.0,89.94,Low Usage
1445,5466,20231110,,Premium,Monthly,Active,9.99,0.0,29.97,
1446,5503,20241020,20251020,Fan,Monthly,Cancelled,5.99,0.0,71.88,Price
1447,5540,20231110,20241109,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
1448,5577,20251011,,Premium,Annual,Active,9.99,0.0,19.98,
1449,5614,20231024,20240122,Fan,Monthly,Cancelled,5.99,1.2,14.37,Price
1450,5651,20251002,,Family,Monthly,Active,14.99,0.0,44.97,
1451,5688,20251013,,Premium,Monthly,Active,9.99,0.0,19.98,
1452,5725,20250708,,Fan,Annual,Active,5.99,0.0,29.95,
1453,5762,20230210,20250209,Family,Monthly,Cancelled,14.99,0.0,359.76,Low Usage
1454,5799,20240829,20250225,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
1455,5836,20250602,,Fan,Monthly,Active,5.99,0.0,41.93,
1456,5873,20240730,20250730,Family,Annual,Cancelled,14.99,0.0,179.88,Low Usage
1457,5910,20250704,,Premium,Monthly,Active,9.99,0.0,59.94,
1458,5947,20250831,20250930,Fan,Monthly,Cancelled,5.99,1.2,4.79,Price
1459,5984,20250911,20251210,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
1460,21,20230323,,Premium,Annual,Active,9.99,0.0,9.99,
1461,58,20231012,20251011,Fan,Monthly,Cancelled,5.99,0.0,143.76,Price
1462,95,20230510,20240509,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
1463,132,20230128,20250127,Premium,Monthly,Cancelled,9.99,0.0,239.76,Low Usage
1464,169,20230613,20240612,Fan,Annual,Cancelled,5.99,0.0,71.88,Price
1465,206,20240711,,Family,Monthly,Active,14.99,0.0,179.88,
1466,243,20231205,20251204,Premium,Monthly,Cancelled,9.99,0.0,239.76,Low Usage
1467,280,20240128,20240427,Fan,Monthly,Cancelled,5.99,1.2,14.37,Price
1468,317,20250206,,Family,Annual,Active,14.99,0.0,149.9,
1469,354,20250412,,Premium,Monthly,Active,9.99,0.0,79.92,
1470,391,20230907,,Fan,Monthly,Active,5.99,0.0,143.76,
1471,428,20250429,,Family,Monthly,Active,14.99,0.0,119.92,
1472,465,20241029,,Premium,Annual,Active,9.99,0.0,139.86,
1473,502,20240212,20240512,Fan,Monthly,Cancelled,5.99,0.0,17.97,Price
1474,539,20230609,20240608,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
1475,576,20240611,,Premium,Monthly,Active,9.99,0.0,9.99,
1476,613,20240102,,Fan,Annual,Active,5.99,1.2,114.96,
1477,650,20250808,,Family,Monthly,Active,14.99,0.0,59.96,
1478,687,20230521,20230819,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
1479,724,20250317,20250615,Fan,Monthly,Cancelled,5.99,0.0,17.97,Price
1480,761,20240707,,Family,Annual,Active,14.99,0.0,269.82,
1481,798,20250723,20251021,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
1482,835,20250415,,Fan,Monthly,Active,5.99,0.0,47.92,
1483,872,20240729,20250729,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
1484,909,20231111,20251110,Premium,Annual,Cancelled,9.99,0.0,239.76,Low Usage
1485,946,20250724,,Fan,Monthly,Active,5.99,1.2,23.95,
1486,983,20231114,20240212,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
1487,1020,20230807,20231105,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
1488,1057,20251023,,Fan,Annual,Active,5.99,0.0,11.98,
1489,1094,20250911,,Family,Monthly,Active,14.99,0.0,44.97,
1490,1131,20241107,,Premium,Monthly,Active,9.99,0.0,139.86,
1491,1168,20241231,20251231,Fan,Monthly,Cancelled,5.99,0.0,71.88,Price
1492,1205,20250412,20251009,Family,Annual,Cancelled,14.99,0.0,89.94,Low Usage
1493,1242,20240809,20241107,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
1494,1279,20240502,20240601,Fan,Monthly,Cancelled,5.99,1.2,4.79,Price
1495,1316,20250722,,Family,Monthly,Active,14.99,0.0,74.95,
1496,1353,20230218,20250217,Premium,Annual,Cancelled,9.99,0.0,239.76,Low Usage
1497,1390,20250530,,Fan,Monthly,Active,5.99,0.0,41.93,
1498,1427,20240407,20241004,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
1499,1464,20230611,20231208,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
1500,1501,20250814,,Fan,Annual,Active,5.99,0.0,23.96,
1501,1538,20230903,20240301,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
1502,1575,20241021,,Premium,Monthly,Active,9.99,0.0,139.86,
