episode_id,anime_id,season_number,episode_number,episode_title,release_date_key,duration_seconds,is_filler
1320,83,1,8,Episode 08: Chapter 30,20240714,1455,0
1321,83,1,9,Episode 09: Chapter 31,20240721,1472,0
1322,83,1,10,Episode 10: Chapter 1,20240728,1489,0
1323,83,1,11,Episode 11: Chapter 2,20240804,1506,0
1324,83,1,12,Episode 12: Chapter 3,20240811,1523,0
1325,83,2,1,Episode 13: Chapter 4,20240818,1540,0
1326,83,2,2,Episode 14: Chapter 5,20240825,1557,0
1327,83,2,3,Episode 15: Chapter 6,20240901,1574,0
1328,83,2,4,Episode 16: Chapter 7,20240908,1591,0
1329,84,1,1,Episode 01: Chapter 24,20240612,1349,1
1330,84,1,2,Episode 02: Chapter 25,20240619,1366,0
1331,84,1,3,Episode 03: Chapter 26,20240626,1383,0
1332,84,1,4,Episode 04: Chapter 27,20240703,1400,0
1333,84,1,5,Episode 05: Chapter 28,20240710,1417,0
1334,84,1,6,Episode 06: Chapter 29,20240717,1434,0
1335,84,1,7,Episode 07: Chapter 30,20240724,1451,0
1336,84,1,8,Episode 08: Chapter 31,20240731,1468,0
1337,84,1,9,Episode 09: Chapter 1,20240807,1485,0
1338,84,1,10,Episode 10: Chapter 2,20240814,1502,0
1339,84,1,11,Episode 11: Chapter 3,20240821,1519,0
1340,84,1,12,Episode 12: Chapter 4,20240828,1536,0
1341,84,2,1,Episode 13: Chapter 5,20240904,1553,0
1342,84,2,2,Episode 14: Chapter 6,20240911,1570,0
1343,84,2,3,Episode 15: Chapter 7,20240918,1587,0
1344,84,2,4,Episode 16: Chapter 8,20240925,1604,0
1345,85,1,1,Episode 01: Chapter 25,20240629,1362,0
1346,85,1,2,Episode 02: Chapter 26,20240706,1379,0
1347,85,1,3,Episode 03: Chapter 27,20240713,1396,0
1348,85,1,4,Episode 04: Chapter 28,20240720,1413,0
1349,85,1,5,Episode 05: Chapter 29,20240727,1430,0
1350,85,1,6,Episode 06: Chapter 30,20240803,1447,0
1351,85,1,7,Episode 07: Chapter 31,20240810,1464,0
1352,85,1,8,Episode 08: Chapter 1,20240817,1481,0
1353,85,1,9,Episode 09: Chapter 2,20240824,1498,0
1354,85,1,10,Episode 10: Chapter 3,20240831,1515,0
1355,85,1,11,Episode 11: Chapter 4,20240907,1532,0
1356,85,1,12,Episode 12: Chapter 5,20240914,1549,0
1357,85,2,1,Episode 13: Chapter 6,20240921,1566,0
1358,85,2,2,Episode 14: Chapter 7,20240928,1583,0
1359,85,2,3,Episode 15: Chapter 8,20241005,1600,0
1360,85,2,4,Episode 16: Chapter 9,20241012,1617,0
1361,86,1,1,Episode 01: Chapter 26,20240716,1375,0
1362,86,1,2,Episode 02: Chapter 27,20240723,1392,0
1363,86,1,3,Episode 03: Chapter 28,20240730,1409,0
1364,86,1,4,Episode 04: Chapter 29,20240806,1426,0
1365,86,1,5,Episode 05: Chapter 30,20240813,1443,0
1366,86,1,6,Episode 06: Chapter 31,20240820,1460,0
1367,86,1,7,Episode 07: Chapter 1,20240827,1477,0
1368,86,1,8,Episode 08: Chapter 2,20240903,1494,0
1369,86,1,9,Episode 09: Chapter 3,20240910,1511,0
1370,86,1,10,Episode 10: Chapter 4,20240917,1528,0
1371,86,1,11,Episode 11: Chapter 5,20240924,1545,0
1372,86,1,12,Episode 12: Chapter 6,20241001,1562,0
1373,86,2,1,Episode 13: Chapter 7,20241008,1579,0
1374,86,2,2,Episode 14: Chapter 8,20241015,1596,0
1375,86,2,3,Episode 15: Chapter 9,20241022,1613,0
1376,86,2,4,Episode 16: Chapter 10,20241029,1630,1
1377,87,1,1,Episode 01: Chapter 27,20240802,1388,0
1378,87,1,2,Episode 02: Chapter 28,20240809,1405,0
1379,87,1,3,Episode 03: Chapter 29,20240816,1422,0
1380,87,1,4,Episode 04: Chapter 30,20240823,1439,0
1381,87,1,5,Episode 05: Chapter 31,20240830,1456,0
1382,87,1,6,Episode 06: Chapter 1,20240906,1473,0
1383,87,1,7,Episode 07: Chapter 2,20240913,1490,0
1384,87,1,8,Episode 08: Chapter 3,20240920,1507,0
1385,87,1,9,Episode 09: Chapter 4,20240927,1524,0
1386,87,1,10,Episode 10: Chapter 5,20241004,1541,0
1387,87,1,11,Episode 11: Chapter 6,20241011,1558,0
1388,87,1,12,Episode 12: Chapter 7,20241018,1575,0
1389,87,2,1,Episode 13: Chapter 8,20241025,1592,0
1390,87,2,2,Episode 14: Chapter 9,20241101,1609,0
1391,87,2,3,Episode 15: Chapter 10,20241108,1626,1
1392,87,2,4,Episode 16: Chapter 11,20241115,1643,0
1393,88,1,1,Episode 01: Chapter 28,20240819,1401,0
1394,88,1,2,Episode 02: Chapter 29,20240826,1418,0
1395,88,1,3,Episode 03: Chapter 30,20240902,1435,0
1396,88,1,4,Episode 04: Chapter 31,20240909,1452,0
1397,88,1,5,Episode 05: Chapter 1,20240916,1469,0
1398,88,1,6,Episode 06: Chapter 2,20240923,1486,0
1399,88,1,7,Episode 07: Chapter 3,20240930,1503,0
1400,88,1,8,Episode 08: Chapter 4,20241007,1520,0
1401,88,1,9,Episode 09: Chapter 5,20241014,1537,0
1402,88,1,10,Episode 10: Chapter 6,20241021,1554,0
1403,88,1,11,Episode 11: Chapter 7,20241028,1571,0
1404,88,1,12,Episode 12: Chapter 8,20241104,1588,0
1405,88,2,1,Episode 13: Chapter 9,20241111,1605,0
1406,88,2,2,Episode 14: Chapter 10,20241118,1622,1
1407,88,2,3,Episode 15: Chapter 11,20241125,1639,0
1408,88,2,4,Episode 16: Chapter 12,20241202,1656,0
1409,89,1,1,Episode 01: Chapter 29,20240905,1414,0
1410,89,1,2,Episode 02: Chapter 30,20240912,1431,0
1411,89,1,3,Episode 03: Chapter 31,20240919,1448,0
1412,89,1,4,Episode 04: Chapter 1,20240926,1465,0
1413,89,1,5,Episode 05: Chapter 2,20241003,1482,0
1414,89,1,6,Episode 06: Chapter 3,20241010,1499,0
1415,89,1,7,Episode 07: Chapter 4,20241017,1516,0
1416,89,1,8,Episode 08: Chapter 5,20241024,1533,0
1417,89,1,9,Episode 09: Chapter 6,20241031,1550,0
1418,89,1,10,Episode 10: Chapter 7,20241107,1567,0
1419,89,1,11,Episode 11: Chapter 8,20241114,1584,0
1420,89,1,12,Episode 12: Chapter 9,20241121,1601,0
1421,89,2,1,Episode 13: Chapter 10,20241128,1618,1
1422,89,2,2,Episode 14: Chapter 11,20241205,1635,0
1423,89,2,3,Episode 15: Chapter 12,20241212,1652,0
1424,89,2,4,Episode 16: Chapter 13,20241219,1669,0
1425,90,1,1,Episode 01: Chapter 30,20240922,1427,0
1426,90,1,2,Episode 02: Chapter 31,20240929,1444,0
1427,90,1,3,Episode 03: Chapter 1,20241006,1461,0
1428,90,1,4,Episode 04: Chapter 2,20241013,1478,0
1429,90,1,5,Episode 05: Chapter 3,20241020,1495,0
1430,90,1,6,Episode 06: Chapter 4,20241027,1512,0
1431,90,1,7,Episode 07: Chapter 5,20241103,1529,0
1432,90,1,8,Episode 08: Chapter 6,20241110,1546,0
1433,90,1,9,Episode 09: Chapter 7,20241117,1563,0
1434,90,1,10,Episode 10: Chapter 8,20241124,1580,0
1435,90,1,11,Episode 11: Chapter 9,20241201,1597,0
1436,90,1,12,Episode 12: Chapter 10,20241208,1614,1
1437,90,2,1,Episode 13: Chapter 11,20241215,1631,0
1438,90,2,2,Episode 14: Chapter 12,20241222,1648,0
1439,90,2,3,Episode 15: Chapter 13,20241229,1665,0
1440,90,2,4,Episode 16: Chapter 14,20250105,1322,0
1441,91,1,1,Episode 01: Chapter 31,20241009,1440,0
1442,91,1,2,Episode 02: Chapter 1,20241016,1457,0
1443,91,1,3,Episode 03: Chapter 2,20241023,1474,0
1444,91,1,4,Episode 04: Chapter 3,20241030,1491,0
1445,91,1,5,Episode 05: Chapter 4,20241106,1508,0
1446,91,1,6,Episode 06: Chapter 5,20241113,1525,0
1447,91,1,7,Episode 07: Chapter 6,20241120,1542,0
1448,91,1,8,Episode 08: Chapter 7,20241127,1559,0
1449,91,1,9,Episode 09: Chapter 8,20241204,1576,0
1450,91,1,10,Episode 10: Chapter 9,20241211,1593,0
1451,91,1,11,Episode 11: Chapter 10,20241218,1610,1
1452,91,1,12,Episode 12: Chapter 11,20241225,1627,0
1453,91,2,1,Episode 13: Chapter 12,20250101,1644,0
1454,91,2,2,Episode 14: Chapter 13,20250108,1661,0
1455,91,2,3,Episode 15: Chapter 14,20250115,1678,0
1456,91,2,4,Episode 16: Chapter 15,20250122,1335,0
1457,92,1,1,Episode 01: Chapter 1,20241026,1453,0
1458,92,1,2,Episode 02: Chapter 2,20241102,1470,0
1459,92,1,3,Episode 03: Chapter 3,20241109,1487,0
1460,92,1,4,Episode 04: Chapter 4,20241116,1504,0
1461,92,1,5,Episode 05: Chapter 5,20241123,1521,0
1462,92,1,6,Episode 06: Chapter 6,20241130,1538,0
1463,92,1,7,Episode 07: Chapter 7,20241207,1555,0
1464,92,1,8,Episode 08: Chapter 8,20241214,1572,0
1465,92,1,9,Episode 09: Chapter 9,20241221,1589,0
1466,92,1,10,Episode 10: Chapter 10,20241228,1606,1
1467,92,1,11,Episode 11: Chapter 11,20250104,1623,0
1468,92,1,12,Episode 12: Chapter 12,20250111,1640,0
1469,92,2,1,Episode 13: Chapter 13,20250118,1657,0
1470,92,2,2,Episode 14: Chapter 14,20250125,1674,0
1471,92,2,3,Episode 15: Chapter 15,20250201,1331,0
1472,92,2,4,Episode 16: Chapter 16,20250208,1348,0
1473,93,1,1,Episode 01: Chapter 2,20241112,1466,0
1474,93,1,2,Episode 02: Chapter 3,20241119,1483,0
1475,93,1,3,Episode 03: Chapter 4,20241126,1500,0
1476,93,1,4,Episode 04: Chapter 5,20241203,1517,0
1477,93,1,5,Episode 05: Chapter 6,20241210,1534,0
1478,93,1,6,Episode 06: Chapter 7,20241217,1551,0
1479,93,1,7,Episode 07: Chapter 8,20241224,1568,0
1480,93,1,8,Episode 08: Chapter 9,20241231,1585,0
1481,93,1,9,Episode 09: Chapter 10,20250107,1602,1
1482,93,1,10,Episode 10: Chapter 11,20250114,1619,0
1483,93,1,11,Episode 11: Chapter 12,20250121,1636,0
1484,93,1,12,Episode 12: Chapter 13,20250128,1653,0
1485,93,2,1,Episode 13: Chapter 14,20250204,1670,0
1486,93,2,2,Episode 14: Chapter 15,20250211,1327,0
1487,93,2,3,Episode 15: Chapter 16,20250218,1344,0
1488,93,2,4,Episode 16: Chapter 17,20250225,1361,0
1489,94,1,1,Episode 01: Chapter 3,20241129,1479,0
1490,94,1,2,Episode 02: Chapter 4,20241206,1496,0
1491,94,1,3,Episode 03: Chapter 5,20241213,1513,0
1492,94,1,4,Episode 04: Chapter 6,20241220,1530,0
1493,94,1,5,Episode 05: Chapter 7,20241227,1547,0
1494,94,1,6,Episode 06: Chapter 8,20250103,1564,0
1495,94,1,7,Episode 07: Chapter 9,20250110,1581,0
1496,94,1,8,Episode 08: Chapter 10,20250117,1598,1
1497,94,1,9,Episode 09: Chapter 11,20250124,1615,0
1498,94,1,10,Episode 10: Chapter 12,20250131,1632,0
1499,94,1,11,Episode 11: Chapter 13,20250207,1649,0
1500,94,1,12,Episode 12: Chapter 14,20250214,1666,0
1501,94,2,1,Episode 13: Chapter 15,20250221,1323,0
1502,94,2,2,Episode 14: Chapter 16,20250228,1340,0
1503,94,2,3,Episode 15: Chapter 17,20250307,1357,0
1504,94,2,4,Episode 16: Chapter 18,20250314,1374,0
1505,95,1,1,Episode 01: Chapter 4,20241216,1492,0
1506,95,1,2,Episode 02: Chapter 5,20241223,1509,0
1507,95,1,3,Episode 03: Chapter 6,20241230,1526,0
1508,95,1,4,Episode 04: Chapter 7,20250106,1543,0
1509,95,1,5,Episode 05: Chapter 8,20250113,1560,0
1510,95,1,6,Episode 06: Chapter 9,20250120,1577,0
1511,95,1,7,Episode 07: Chapter 10,20250127,1594,1
1512,95,1,8,Episode 08: Chapter 11,20250203,1611,0
1513,95,1,9,Episode 09: Chapter 12,20250210,1628,0
1514,95,1,10,Episode 10: Chapter 13,20250217,1645,0
1515,95,1,11,Episode 11: Chapter 14,20250224,1662,0
1516,95,1,12,Episode 12: Chapter 15,20250303,1679,0
1517,95,2,1,Episode 13: Chapter 16,20250310,1336,0
1518,95,2,2,Episode 14: Chapter 17,20250317,1353,0
1519,95,2,3,Episode 15: Chapter 18,20250324,1370,0
1520,95,2,4,Episode 16: Chapter 19,20250331,1387,0
1521,96,1,1,Episode 01: Chapter 5,20250102,1505,0
1522,96,1,2,Episode 02: Chapter 6,20250109,1522,0
1523,96,1,3,Episode 03: Chapter 7,20250116,1539,0
1524,96,1,4,Episode 04: Chapter 8,20250123,1556,0
1525,96,1,5,Episode 05: Chapter 9,20250130,1573,0
1526,96,1,6,Episode 06: Chapter 10,20250206,1590,1
1527,96,1,7,Episode 07: Chapter 11,20250213,1607,0
1528,96,1,8,Episode 08: Chapter 12,20250220,1624,0
1529,96,1,9,Episode 09: Chapter 13,20250227,1641,0
1530,96,1,10,Episode 10: Chapter 14,20250306,1658,0
1531,96,1,11,Episode 11: Chapter 15,20250313,1675,0
1532,96,1,12,Episode 12: Chapter 16,20250320,1332,0
1533,96,2,1,Episode 13: Chapter 17,20250327,1349,0
1534,96,2,2,Episode 14: Chapter 18,20250403,1366,0
1535,96,2,3,Episode 15: Chapter 19,20250410,1383,0
1536,96,2,4,Episode 16: Chapter 20,20250417,1400,0
1537,97,1,1,Episode 01: Chapter 6,20250119,1518,0
1538,97,1,2,Episode 02: Chapter 7,20250126,1535,0
1539,97,1,3,Episode 03: Chapter 8,20250202,1552,0
1540,97,1,4,Episode 04: Chapter 9,20250209,1569,0
1541,97,1,5,Episode 05: Chapter 10,20250216,1586,1
1542,97,1,6,Episode 06: Chapter 11,20250223,1603,0
1543,97,1,7,Episode 07: Chapter 12,20250302,1620,0
1544,97,1,8,Episode 08: Chapter 13,20250309,1637,0
1545,97,1,9,Episode 09: Chapter 14,20250316,1654,0
1546,97,1,10,Episode 10: Chapter 15,20250323,1671,0
1547,97,1,11,Episode 11: Chapter 16,20250330,1328,0
1548,97,1,12,Episode 12: Chapter 17,20250406,1345,0
1549,97,2,1,Episode 13: Chapter 18,20250413,1362,0
1550,97,2,2,Episode 14: Chapter 19,20250420,1379,0
1551,97,2,3,Episode 15: Chapter 20,20250427,1396,0
1552,97,2,4,Episode 16: Chapter 21,20250504,1413,0
1553,98,1,1,Episode 01: Chapter 7,20250205,1531,0
1554,98,1,2,Episode 02: Chapter 8,20250212,1548,0
1555,98,1,3,Episode 03: Chapter 9,20250219,1565,0
1556,98,1,4,Episode 04: Chapter 10,20250226,1582,1
1557,98,1,5,Episode 05: Chapter 11,20250305,1599,0
1558,98,1,6,Episode 06: Chapter 12,20250312,1616,0
1559,98,1,7,Episode 07: Chapter 13,20250319,1633,0
1560,98,1,8,Episode 08: Chapter 14,20250326,1650,0
1561,98,1,9,Episode 09: Chapter 15,20250402,1667,0
1562,98,1,10,Episode 10: Chapter 16,20250409,1324,0
1563,98,1,11,Episode 11: Chapter 17,20250416,1341,0
1564,98,1,12,Episode 12: Chapter 18,20250423,1358,0
1565,98,2,1,Episode 13: Chapter 19,20250430,1375,0
1566,98,2,2,Episode 14: Chapter 20,20250507,1392,0
1567,98,2,3,Episode 15: Chapter 21,20250514,1409,0
1568,98,2,4,Episode 16: Chapter 22,20250521,1426,0
1569,99,1,1,Episode 01: Chapter 8,20250222,1544,0
1570,99,1,2,Episode 02: Chapter 9,20250301,1561,0
1571,99,1,3,Episode 03: Chapter 10,20250308,1578,1
1572,99,1,4,Episode 04: Chapter 11,20250315,1595,0
1573,99,1,5,Episode 05: Chapter 12,20250322,1612,0
1574,99,1,6,Episode 06: Chapter 13,20250329,1629,0
1575,99,1,7,Episode 07: Chapter 14,20250405,1646,0
1576,99,1,8,Episode 08: Chapter 15,20250412,1663,0
1577,99,1,9,Episode 09: Chapter 16,20250419,1320,0
1578,99,1,10,Episode 10: Chapter 17,20250426,1337,0
1579,99,1,11,Episode 11: Chapter 18,20250503,1354,0
1580,99,1,12,Episode 12: Chapter 19,20250510,1371,0
1581,99,2,1,Episode 13: Chapter 20,20250517,1388,0
1582,99,2,2,Episode 14: Chapter 21,20250524,1405,0
1583,99,2,3,Episode 15: Chapter 22,20250531,1422,0
1584,99,2,4,Episode 16: Chapter 23,20250607,1439,0
1585,100,1,1,Episode 01: Chapter 9,20250311,1557,0
1586,100,1,2,Episode 02: Chapter 10,20250318,1574,1
1587,100,1,3,Episode 03: Chapter 11,20250325,1591,0
1588,100,1,4,Episode 04: Chapter 12,20250401,1608,0
1589,100,1,5,Episode 05: Chapter 13,20250408,1625,0
1590,100,1,6,Episode 06: Chapter 14,20250415,1642,0
1591,100,1,7,Episode 07: Chapter 15,20250422,1659,0
1592,100,1,8,Episode 08: Chapter 16,20250429,1676,0
1593,100,1,9,Episode 09: Chapter 17,20250506,1333,0
1594,100,1,10,Episode 10: Chapter 18,20250513,1350,0
1595,100,1,11,Episode 11: Chapter 19,20250520,1367,0
1596,100,1,12,Episode 12: Chapter 20,20250527,1384,0
1597,100,2,1,Episode 13: Chapter 21,20250603,1401,0
1598,100,2,2,Episode 14: Chapter 22,20250610,1418,0
1599,100,2,3,Episode 15: Chapter 23,20250617,1435,0
1600,100,2,4,Episode 16: Chapter 24,20250624,1452,0
1601,101,1,1,Episode 01: Chapter 10,20250328,1570,1
1602,101,1,2,Episode 02: Chapter 11,20250404,1587,0
1603,101,1,3,Episode 03: Chapter 12,20250411,1604,0
1604,101,1,4,Episode 04: Chapter 13,20250418,1621,0
1605,101,1,5,Episode 05: Chapter 14,20250425,1638,0
1606,101,1,6,Episode 06: Chapter 15,20250502,1655,0
1607,101,1,7,Episode 07: Chapter 16,20250509,1672,0
1608,101,1,8,Episode 08: Chapter 17,20250516,1329,0
1609,101,1,9,Episode 09: Chapter 18,20250523,1346,0
1610,101,1,10,Episode 10: Chapter 19,20250530,1363,0
1611,101,1,11,Episode 11: Chapter 20,20250606,1380,0
1612,101,1,12,Episode 12: Chapter 21,20250613,1397,0
1613,101,2,1,Episode 13: Chapter 22,20250620,1414,0
1614,101,2,2,Episode 14: Chapter 23,20250627,1431,0
1615,101,2,3,Episode 15: Chapter 24,20250704,1448,0
1616,101,2,4,Episode 16: Chapter 25,20250711,1465,0
1617,102,1,1,Episode 01: Chapter 11,20250414,1583,0
1618,102,1,2,Episode 02: Chapter 12,20250421,1600,0
1619,102,1,3,Episode 03: Chapter 13,20250428,1617,0
1620,102,1,4,Episode 04: Chapter 14,20250505,1634,0
1621,102,1,5,Episode 05: Chapter 15,20250512,1651,0
1622,102,1,6,Episode 06: Chapter 16,20250519,1668,0
1623,102,1,7,Episode 07: Chapter 17,20250526,1325,0
1624,102,1,8,Episode 08: Chapter 18,20250602,1342,0
1625,102,1,9,Episode 09: Chapter 19,20250609,1359,0
1626,102,1,10,Episode 10: Chapter 20,20250616,1376,0
1627,102,1,11,Episode 11: Chapter 21,20250623,1393,0
1628,102,1,12,Episode 12: Chapter 22,20250630,1410,0
1629,102,2,1,Episode 13: Chapter 23,20250707,1427,0
1630,102,2,2,Episode 14: Chapter 24,20250714,1444,0
1631,102,2,3,Episode 15: Chapter 25,20250721,1461,0
1632,102,2,4,Episode 16: Chapter 26,20250728,1478,0
1633,103,1,1,Episode 01: Chapter 12,20250501,1596,0
1634,103,1,2,Episode 02: Chapter 13,20250508,1613,0
1635,103,1,3,Episode 03: Chapter 14,20250515,1630,0
1636,103,1,4,Episode 04: Chapter 15,20250522,1647,0
1637,103,1,5,Episode 05: Chapter 16,20250529,1664,0
1638,103,1,6,Episode 06: Chapter 17,20250605,1321,0
1639,103,1,7,Episode 07: Chapter 18,20250612,1338,0
1640,103,1,8,Episode 08: Chapter 19,20250619,1355,0
1641,103,1,9,Episode 09: Chapter 20,20250626,1372,0
1642,103,1,10,Episode 10: Chapter 21,20250703,1389,0
1643,103,1,11,Episode 11: Chapter 22,20250710,1406,0
1644,103,1,12,Episode 12: Chapter 23,20250717,1423,0
1645,103,2,1,Episode 13: Chapter 24,20250724,1440,0
1646,103,2,2,Episode 14: Chapter 25,20250731,1457,0
1647,103,2,3,Episode 15: Chapter 26,20250807,1474,0
1648,103,2,4,Episode 16: Chapter 27,20250814,1491,1
1649,104,1,1,Episode 01: Chapter 13,20250518,1609,0
1650,104,1,2,Episode 02: Chapter 14,20250525,1626,0
1651,104,1,3,Episode 03: Chapter 15,20250601,1643,0
1652,104,1,4,Episode 04: Chapter 16,20250608,1660,0
1653,104,1,5,Episode 05: Chapter 17,20250615,1677,0
1654,104,1,6,Episode 06: Chapter 18,20250622,1334,0
1655,104,1,7,Episode 07: Chapter 19,20250629,1351,0
1656,104,1,8,Episode 08: Chapter 20,20250706,1368,0
1657,104,1,9,Episode 09: Chapter 21,20250713,1385,0
1658,104,1,10,Episode 10: Chapter 22,20250720,1402,0
1659,104,1,11,Episode 11: Chapter 23,20250727,1419,0
1660,104,1,12,Episode 12: Chapter 24,20250803,1436,0
1661,104,2,1,Episode 13: Chapter 25,20250810,1453,0
1662,104,2,2,Episode 14: Chapter 26,20250817,1470,0
1663,104,2,3,Episode 15: Chapter 27,20250824,1487,1
1664,104,2,4,Episode 16: Chapter 28,20250831,1504,0
1665,105,1,1,Episode 01: Chapter 14,20250604,1622,0
1666,105,1,2,Episode 02: Chapter 15,20250611,1639,0
1667,105,1,3,Episode 03: Chapter 16,20250618,1656,0
1668,105,1,4,Episode 04: Chapter 17,20250625,1673,0
1669,105,1,5,Episode 05: Chapter 18,20250702,1330,0
1670,105,1,6,Episode 06: Chapter 19,20250709,1347,0
1671,105,1,7,Episode 07: Chapter 20,20250716,1364,0
1672,105,1,8,Episode 08: Chapter 21,20250723,1381,0
1673,105,1,9,Episode 09: Chapter 22,20250730,1398,0
1674,105,1,10,Episode 10: Chapter 23,20250806,1415,0
1675,105,1,11,Episode 11: Chapter 24,20250813,1432,0
1676,105,1,12,Episode 12: Chapter 25,20250820,1449,0
1677,105,2,1,Episode 13: Chapter 26,20250827,1466,0
1678,105,2,2,Episode 14: Chapter 27,20250903,1483,1
1679,105,2,3,Episode 15: Chapter 28,20250910,1500,0
1680,105,2,4,Episode 16: Chapter 29,20250917,1517,0
1681,106,1,1,Episode 01: Chapter 15,20230103,1635,0
1682,106,1,2,Episode 02: Chapter 16,20230110,1652,0
1683,106,1,3,Episode 03: Chapter 17,20230117,1669,0
1684,106,1,4,Episode 04: Chapter 18,20230124,1326,0
1685,106,1,5,Episode 05: Chapter 19,20230131,1343,0
1686,106,1,6,Episode 06: Chapter 20,20230207,1360,0
1687,106,1,7,Episode 07: Chapter 21,20230214,1377,0
1688,106,1,8,Episode 08: Chapter 22,20230221,1394,0
1689,106,1,9,Episode 09: Chapter 23,20230228,1411,0
1690,106,1,10,Episode 10: Chapter 24,20230307,1428,0
1691,106,1,11,Episode 11: Chapter 25,20230314,1445,0
1692,106,1,12,Episode 12: Chapter 26,20230321,1462,0
1693,106,2,1,Episode 13: Chapter 27,20230328,1479,1
1694,106,2,2,Episode 14: Chapter 28,20230404,1496,0
1695,106,2,3,Episode 15: Chapter 29,20230411,1513,0
1696,106,2,4,Episode 16: Chapter 30,20230418,1530,0
1697,107,1,1,Episode 01: Chapter 16,20230120,1648,0
1698,107,1,2,Episode 02: Chapter 17,20230127,1665,0
1699,107,1,3,Episode 03: Chapter 18,20230203,1322,0
1700,107,1,4,Episode 04: Chapter 19,20230210,1339,0
1701,107,1,5,Episode 05: Chapter 20,20230217,1356,0
1702,107,1,6,Episode 06: Chapter 21,20230224,1373,0
1703,107,1,7,Episode 07: Chapter 22,20230303,1390,0
1704,107,1,8,Episode 08: Chapter 23,20230310,1407,0
1705,107,1,9,Episode 09: Chapter 24,20230317,1424,0
1706,107,1,10,Episode 10: Chapter 25,20230324,1441,0
1707,107,1,11,Episode 11: Chapter 26,20230331,1458,0
1708,107,1,12,Episode 12: Chapter 27,20230407,1475,1
1709,107,2,1,Episode 13: Chapter 28,20230414,1492,0
1710,107,2,2,Episode 14: Chapter 29,20230421,1509,0
1711,107,2,3,Episode 15: Chapter 30,20230428,1526,0
1712,107,2,4,Episode 16: Chapter 31,20230505,1543,0
1713,108,1,1,Episode 01: Chapter 17,20230206,1661,0
1714,108,1,2,Episode 02: Chapter 18,20230213,1678,0
1715,108,1,3,Episode 03: Chapter 19,20230220,1335,0
1716,108,1,4,Episode 04: Chapter 20,20230227,1352,0
1717,108,1,5,Episode 05: Chapter 21,20230306,1369,0
1718,108,1,6,Episode 06: Chapter 22,20230313,1386,0
1719,108,1,7,Episode 07: Chapter 23,20230320,1403,0
1720,108,1,8,Episode 08: Chapter 24,20230327,1420,0
1721,108,1,9,Episode 09: Chapter 25,20230403,1437,0
1722,108,1,10,Episode 10: Chapter 26,20230410,1454,0
1723,108,1,11,Episode 11: Chapter 27,20230417,1471,1
1724,108,1,12,Episode 12: Chapter 28,20230424,1488,0
1725,108,2,1,Episode 13: Chapter 29,20230501,1505,0
1726,108,2,2,Episode 14: Chapter 30,20230508,1522,0
1727,108,2,3,Episode 15: Chapter 31,20230515,1539,0
1728,108,2,4,Episode 16: Chapter 1,20230522,1556,0
1729,109,1,1,Episode 01: Chapter 18,20230223,1674,0
1730,109,1,2,Episode 02: Chapter 19,20230302,1331,0
1731,109,1,3,Episode 03: Chapter 20,20230309,1348,0
1732,109,1,4,Episode 04: Chapter 21,20230316,1365,0
1733,109,1,5,Episode 05: Chapter 22,20230323,1382,0
1734,109,1,6,Episode 06: Chapter 23,20230330,1399,0
1735,109,1,7,Episode 07: Chapter 24,20230406,1416,0
1736,109,1,8,Episode 08: Chapter 25,20230413,1433,0
1737,109,1,9,Episode 09: Chapter 26,20230420,1450,0
1738,109,1,10,Episode 10: Chapter 27,20230427,1467,1
1739,109,1,11,Episode 11: Chapter 28,20230504,1484,0
1740,109,1,12,Episode 12: Chapter 29,20230511,1501,0
1741,109,2,1,Episode 13: Chapter 30,20230518,1518,0
1742,109,2,2,Episode 14: Chapter 31,20230525,1535,0
1743,109,2,3,Episode 15: Chapter 1,20230601,1552,0
1744,109,2,4,Episode 16: Chapter 2,20230608,1569,0
1745,110,1,1,Episode 01: Chapter 19,20230312,1327,0
1746,110,1,2,Episode 02: Chapter 20,20230319,1344,0
1747,110,1,3,Episode 03: Chapter 21,20230326,1361,0
1748,110,1,4,Episode 04: Chapter 22,20230402,1378,0
1749,110,1,5,Episode 05: Chapter 23,20230409,1395,0
1750,110,1,6,Episode 06: Chapter 24,20230416,1412,0
1751,110,1,7,Episode 07: Chapter 25,20230423,1429,0
1752,110,1,8,Episode 08: Chapter 26,20230430,1446,0
1753,110,1,9,Episode 09: Chapter 27,20230507,1463,1
1754,110,1,10,Episode 10: Chapter 28,20230514,1480,0
1755,110,1,11,Episode 11: Chapter 29,20230521,1497,0
1756,110,1,12,Episode 12: Chapter 30,20230528,1514,0
1757,110,2,1,Episode 13: Chapter 31,20230604,1531,0
1758,110,2,2,Episode 14: Chapter 1,20230611,1548,0
1759,110,2,3,Episode 15: Chapter 2,20230618,1565,0
1760,110,2,4,Episode 16: Chapter 3,20230625,1582,0
1761,111,1,1,Episode 01: Chapter 20,20230329,1340,0
1762,111,1,2,Episode 02: Chapter 21,20230405,1357,0
1763,111,1,3,Episode 03: Chapter 22,20230412,1374,0
1764,111,1,4,Episode 04: Chapter 23,20230419,1391,0
1765,111,1,5,Episode 05: Chapter 24,20230426,1408,0
1766,111,1,6,Episode 06: Chapter 25,20230503,1425,0
1767,111,1,7,Episode 07: Chapter 26,20230510,1442,0
1768,111,1,8,Episode 08: Chapter 27,20230517,1459,1
1769,111,1,9,Episode 09: Chapter 28,20230524,1476,0
