watch_session_id,user_id,episode_id,subscription_id,watch_date_key,started_at,device_type,playback_region,watch_seconds,completion_pct,completed_flag,rewatch_flag,buffering_seconds
38775,4241,1325,,20230617,2023-06-17T11:36:15,Mobile,Latin America,1204,0.7818,0,1,1
38776,3044,2869,,20251110,2025-11-10T11:38:32,TV,APAC,967,0.6101,0,0,1
38777,2357,143,,20230404,2023-04-04T11:40:49,Console,Latin America,1074,0.8063,0,0,6
38778,4650,5684,,20250608,2025-06-08T11:43:06,Web,Europe,1065,0.7972,0,0,2
38779,1102,3512,,20251105,2025-11-05T11:45:23,Tablet,Europe,822,0.5724,0,0,8
38780,4330,2404,,20250501,2025-05-01T11:47:40,Mobile,Europe,1388,0.8949,0,0,3
38781,4821,2520,,20240826,2024-08-26T11:49:57,TV,Latin America,672,0.4978,0,0,5
38782,257,260,,20230219,2023-02-19T11:52:14,Console,Latin America,1363,0.8471,0,0,9
38783,2257,4809,,20250111,2025-01-11T11:54:31,Web,Latin America,623,0.4369,0,0,20
38784,1469,2849,,20230103,2023-01-03T11:56:48,Tablet,Latin America,1118,0.7434,0,0,5
38785,2974,4874,6729,20250722,2025-07-22T11:59:05,Mobile,Europe,1230,0.8227,0,0,6
38786,1703,3907,6046,20250201,2025-02-01T12:01:22,TV,North America,1376,0.821,0,1,11
38787,5709,3285,,20230924,2023-09-24T12:03:39,Console,Latin America,1132,0.7242,0,0,3
38788,1609,1246,,20250619,2025-06-19T12:05:56,Web,Latin America,412,0.2761,0,0,1
38789,527,1867,7798,20230715,2023-07-15T12:08:13,Tablet,North America,1416,0.8917,0,0,8
38790,401,3742,5200,20251129,2025-11-29T12:10:30,Mobile,Latin America,979,0.7199,0,0,23
38791,1563,5309,,20230605,2023-06-05T12:12:47,TV,North America,1240,0.8068,0,0,8
38792,1494,325,,20230424,2023-04-24T12:15:04,Console,Europe,1195,0.7122,0,0,1
38793,2449,2272,,20231102,2023-11-02T12:17:21,Web,Latin America,766,0.4676,0,0,1
38794,5952,2184,,20230729,2023-07-29T12:19:38,Tablet,APAC,1055,0.7342,0,0,8
38795,4951,4457,,20230101,2023-01-01T12:21:55,Mobile,North America,1155,0.77,0,0,4
38796,3306,3254,,20230404,2023-04-04T12:24:12,TV,Europe,1339,0.8616,0,0,2
38797,5893,3438,,20231210,2023-12-10T12:26:29,Console,Latin America,1267,0.8601,0,1,12
38798,752,2851,,20250511,2025-05-11T12:28:46,Web,APAC,1418,0.922,1,0,4
38799,3784,5158,,20230307,2023-03-07T12:31:03,Tablet,APAC,1488,0.8958,0,0,2
38800,2569,3579,,20230912,2023-09-12T12:33:20,Mobile,Latin America,784,0.5094,0,0,15
38801,5716,4961,,20250530,2025-05-30T12:35:37,TV,APAC,1120,0.7887,0,0,9
38802,5673,4055,4856,20250525,2025-05-25T12:37:54,Console,Latin America,1450,0.966,1,0,11
38803,1773,5065,2156,20240128,2024-01-28T12:40:11,Web,Latin America,940,0.5753,0,0,8
38804,1457,3931,,20231115,2023-11-15T12:42:28,Tablet,Latin America,816,0.557,0,0,0
38805,5070,4673,,20230518,2023-05-18T12:44:45,Mobile,Europe,1010,0.6533,0,0,18
38806,5289,2931,,20251029,2025-10-29T12:47:02,TV,Latin America,1035,0.6457,0,0,2
38807,5093,40,,20250908,2025-09-08T12:49:19,Console,Latin America,1148,0.7679,0,0,2
38808,5514,1689,,20240517,2024-05-17T12:51:36,Web,Europe,875,0.6201,0,1,8
38809,418,3943,,20231026,2023-10-26T12:53:53,Tablet,Europe,1054,0.7475,0,0,39
38810,2638,1310,,20230804,2023-08-04T12:56:10,Mobile,Europe,1304,0.8446,0,0,6
38811,1418,1250,,20250109,2025-01-09T12:58:27,TV,Europe,637,0.3835,0,0,1
38812,5041,1733,,20230123,2023-01-23T13:00:44,Console,Latin America,751,0.5434,0,0,0
38813,2810,4134,,20251010,2025-10-10T13:03:01,Web,Europe,1036,0.6688,0,0,3
38814,4031,1418,,20250530,2025-05-30T13:05:18,Tablet,North America,1037,0.6618,0,0,9
38815,2679,3584,7694,20231116,2023-11-16T13:07:35,Mobile,North America,1336,0.8227,0,0,8
38816,4778,2551,,20251007,2025-10-07T13:09:52,TV,Europe,436,0.3208,0,0,5
38817,1544,2263,,20251213,2025-12-13T13:12:09,Console,APAC,169,0.1138,0,0,10
38818,5913,717,,20240729,2024-07-29T13:14:26,Web,Latin America,1322,0.9403,1,0,1
38819,1005,1755,,20250906,2025-09-06T13:16:43,Tablet,Latin America,603,0.4028,0,1,6
38820,5472,3027,,20230905,2023-09-05T13:19:00,Mobile,APAC,951,0.7199,0,0,1
38821,865,1240,,20250320,2025-03-20T13:21:17,TV,Latin America,1084,0.7799,0,0,0
38822,1663,699,,20241203,2024-12-03T13:23:34,Console,North America,987,0.7263,0,0,15
38823,2231,2822,3790,20250601,2025-06-01T13:25:51,Web,North America,1141,0.73,0,0,30
38824,3801,4726,,20230924,2023-09-24T13:28:08,Tablet,Latin America,1206,0.7222,0,0,5
38825,2080,3363,,20251115,2025-11-15T13:30:25,Mobile,APAC,1150,0.7215,0,0,21
38826,1703,64,6046,20250107,2025-01-07T13:32:42,TV,North America,971,0.5906,0,0,5
38827,4230,4996,,20231220,2023-12-20T13:34:59,Console,Europe,933,0.6232,0,0,9
38828,4828,50,,20230726,2023-07-26T13:37:16,Web,APAC,274,0.1949,0,0,15
38829,5947,2535,7458,20240218,2024-02-18T13:39:33,Tablet,North America,529,0.393,0,0,18
38830,5502,3278,,20230817,2023-08-17T13:41:50,Mobile,Europe,851,0.6337,0,1,10
38831,3880,3345,267,20241109,2024-11-09T13:44:07,TV,APAC,1474,0.9528,1,0,0
38832,1634,2620,,20230806,2023-08-06T13:46:24,Console,Europe,942,0.6297,0,0,3
38833,599,1363,,20240215,2024-02-15T13:48:41,Web,North America,1078,0.7651,0,0,6
38834,1291,2128,1170,20250414,2025-04-14T13:50:58,Tablet,North America,1319,0.8672,0,0,1
38835,929,5001,,20231102,2023-11-02T13:53:15,Mobile,Latin America,1122,0.7092,0,0,24
38836,671,3230,,20230522,2023-05-22T13:55:32,TV,North America,1049,0.6304,0,0,8
38837,4082,2687,,20250119,2025-01-19T13:57:49,Console,Europe,1402,0.8768,0,0,2
38838,1993,5435,,20240514,2024-05-14T14:00:06,Web,Latin America,1449,0.9017,1,0,4
38839,5410,174,,20241015,2024-10-15T14:02:23,Tablet,Europe,1222,0.9113,1,0,17
38840,441,2447,,20230303,2023-03-03T14:04:40,Mobile,Latin America,1040,0.7407,0,0,2
38841,3185,5321,2032,20240207,2024-02-07T14:06:57,TV,Latin America,1366,0.9217,1,1,4
38842,1935,1875,,20250121,2025-01-21T14:09:14,Console,North America,928,0.6334,0,0,1
38843,348,4126,,20230501,2023-05-01T14:11:31,Web,APAC,871,0.5209,0,0,14
38844,4575,5279,,20250908,2025-09-08T14:13:48,Tablet,North America,886,0.5735,0,0,1
38845,2430,4478,,20230616,2023-06-16T14:16:05,Mobile,Europe,1493,0.9343,1,0,1
38846,4713,818,6776,20240526,2024-05-26T14:18:22,TV,Latin America,1027,0.615,0,0,3
38847,1216,1419,6195,20240114,2024-01-14T14:20:39,Console,APAC,920,0.5808,0,0,3
38848,5489,3985,,20250530,2025-05-30T14:22:56,Web,Latin America,248,0.1841,0,0,21
38849,5794,1935,,20230203,2023-02-03T14:25:13,Tablet,Europe,1043,0.7737,0,0,5
38850,1556,2966,7015,20230608,2023-06-08T14:27:30,Mobile,APAC,1076,0.8152,0,0,9
38851,2021,3732,3460,20230512,2023-05-12T14:29:47,TV,Latin America,998,0.6439,0,0,18
38852,2392,2131,,20230824,2023-08-24T14:32:04,Console,APAC,1163,0.6952,0,1,6
38853,1113,4657,,20250920,2025-09-20T14:34:21,Web,Latin America,1402,0.9145,1,0,1
38854,5211,2020,5330,20240711,2024-07-11T14:36:38,Tablet,North America,898,0.5616,0,0,4
38855,4542,2781,,20240808,2024-08-08T14:38:55,Mobile,Europe,1113,0.6774,0,0,3
38856,1887,1700,,20241007,2024-10-07T14:41:12,TV,North America,908,0.6781,0,0,0
38857,2144,932,,20231013,2023-10-13T14:43:29,Console,APAC,593,0.4132,0,0,7
38858,4529,3981,,20231121,2023-11-21T14:45:46,Web,Latin America,802,0.5215,0,0,5
38859,5925,2880,,20250814,2025-08-14T14:48:03,Tablet,Latin America,1322,0.9363,1,0,6
38860,2806,3395,,20251105,2025-11-05T14:50:20,Mobile,Europe,815,0.5031,0,0,8
38861,5083,4803,786,20241031,2024-10-31T14:52:37,TV,North America,1321,0.9977,1,0,1
38862,2265,5125,872,20231116,2023-11-16T14:54:54,Console,Latin America,1267,0.7831,0,0,0
38863,3222,600,,20230621,2023-06-21T14:57:11,Web,Europe,1358,0.8541,0,1,19
38864,3982,3331,,20240626,2024-06-26T14:59:28,Tablet,Europe,762,0.486,0,0,0
38865,5665,2897,,20250817,2025-08-17T15:01:45,Mobile,Latin America,743,0.4815,0,0,10
38866,3990,2435,,20240619,2024-06-19T15:04:02,TV,Europe,1061,0.6801,0,0,7
38867,4529,2873,,20240614,2024-06-14T15:06:19,Console,Latin America,1284,0.7768,0,0,9
38868,2197,4007,,20230417,2023-04-17T15:08:36,Web,Latin America,1268,0.8673,0,0,0
38869,2380,2142,,20250114,2025-01-14T15:10:53,Tablet,APAC,1376,0.9173,1,0,3
38870,5673,4336,4856,20241003,2024-10-03T15:13:10,Mobile,Latin America,707,0.4667,0,0,10
38871,590,1666,,20250419,2025-04-19T15:15:27,TV,Europe,1345,0.8206,0,0,21
38872,4513,2397,,20250505,2025-05-05T15:17:44,Console,Latin America,987,0.7415,0,0,0
38873,4609,2158,,20240626,2024-06-26T15:20:01,Web,Latin America,1062,0.7019,0,0,13
38874,3256,2098,5115,20230926,2023-09-26T15:22:18,Tablet,APAC,249,0.1528,0,1,21
38875,5937,2512,,20240903,2024-09-03T15:24:35,Mobile,Latin America,920,0.6246,0,0,6
38876,1875,228,,20250326,2025-03-26T15:26:52,TV,North America,1304,0.8238,0,0,26
38877,5467,4352,,20230626,2023-06-26T15:29:09,Console,North America,784,0.5131,0,0,0
38878,2548,2799,,20250208,2025-02-08T15:31:26,Web,APAC,1234,0.9278,1,0,5
38879,4655,2895,,20240318,2024-03-18T15:33:43,Tablet,North America,985,0.6996,0,0,4
38880,172,653,,20230430,2023-04-30T15:36:00,Mobile,APAC,1173,0.8663,0,0,4
38881,1880,1800,,20240205,2024-02-05T15:38:17,TV,APAC,1365,0.9192,1,0,19
38882,77,4424,,20230302,2023-03-02T15:40:34,Console,Latin America,1095,0.7515,0,0,1
38883,3528,3065,5771,20250211,2025-02-11T15:42:51,Web,APAC,878,0.6059,0,0,5
38884,4879,546,,20241123,2024-11-23T15:45:08,Tablet,North America,1237,0.8537,0,0,7
38885,54,2182,,20240615,2024-06-15T15:47:25,Mobile,Europe,1266,0.9024,1,1,0
38886,754,4592,,20240806,2024-08-06T15:49:42,TV,Europe,1340,0.9831,1,0,3
38887,2300,788,,20230621,2023-06-21T15:51:59,Console,APAC,1496,0.8915,0,0,1
38888,4400,4146,,20240116,2024-01-16T15:54:16,Web,APAC,1102,0.7376,0,0,0
38889,4716,4633,,20231209,2023-12-09T15:56:33,Tablet,APAC,1158,0.7048,0,0,17
38890,1331,5140,4090,20250516,2025-05-16T15:58:50,Mobile,North America,1349,0.8358,0,0,18
38891,2851,4391,7050,20250821,2025-08-21T16:01:07,TV,North America,692,0.4894,0,0,11
38892,2553,1210,,20230217,2023-02-17T16:03:24,Console,Latin America,1294,0.9256,1,0,3
38893,1887,565,,20240324,2024-03-24T16:05:41,Web,North America,622,0.4111,0,0,4
38894,4877,5754,,20241211,2024-12-11T16:07:58,Tablet,Latin America,855,0.5738,0,0,8
38895,268,642,,20240705,2024-07-05T16:10:15,Mobile,APAC,1067,0.6988,0,0,7
38896,5244,4354,,20230616,2023-06-16T16:12:32,TV,APAC,990,0.5953,0,1,11
38897,4456,3810,2715,20240722,2024-07-22T16:14:49,Console,APAC,1509,0.9545,1,0,13
38898,2311,1483,3630,20250519,2025-05-19T16:17:06,Web,North America,1206,0.7372,0,0,2
38899,1454,2994,,20251020,2025-10-20T16:19:23,Tablet,Europe,1245,0.7601,0,0,1
38900,2185,4032,,20230804,2023-08-04T16:21:40,Mobile,Latin America,1571,0.965,1,0,9
38901,4732,2317,,20250429,2025-04-29T16:23:57,TV,APAC,1108,0.6814,0,0,1
38902,3532,3781,,20251031,2025-10-31T16:26:14,Console,APAC,1282,0.7983,0,0,2
38903,678,3292,,20240315,2024-03-15T16:28:31,Web,Europe,1206,0.9123,1,0,13
38904,3897,5257,,20230606,2023-06-06T16:30:48,Tablet,Latin America,1192,0.8336,0,0,3
38905,4772,2582,,20250420,2025-04-20T16:33:05,Mobile,APAC,1222,0.8933,0,0,7
38906,1083,3048,,20250318,2025-03-18T16:35:22,TV,North America,943,0.6646,0,0,2
38907,1493,3701,5716,20240131,2024-01-31T16:37:39,Console,Latin America,1014,0.658,0,1,1
38908,3229,4859,,20241111,2024-11-11T16:39:56,Web,Latin America,786,0.5243,0,0,5
38909,1066,3537,,20230311,2023-03-11T16:42:13,Tablet,Europe,743,0.5532,0,0,21
38910,5019,3065,,20250206,2025-02-06T16:44:30,Mobile,North America,1367,0.9434,1,0,5
38911,5454,1,7769,20250815,2025-08-15T16:46:47,TV,Europe,980,0.7259,0,0,3
38912,2007,3209,,20240121,2024-01-21T16:49:04,Console,North America,1440,0.9195,1,0,1
38913,4720,1716,,20240620,2024-06-20T16:51:21,Web,APAC,1091,0.807,0,0,2
38914,4909,3994,5484,20240901,2024-09-01T16:53:38,Tablet,Latin America,1397,0.9313,1,0,42
38915,1426,2787,,20230714,2023-07-14T16:55:55,Mobile,Europe,1320,0.8883,0,0,16
38916,2028,1050,,20230314,2023-03-14T16:58:12,TV,APAC,1221,0.75,0,0,2
38917,5596,2696,1935,20250320,2025-03-20T17:00:29,Console,APAC,1008,0.6752,0,0,4
38918,4470,835,,20240214,2024-02-14T17:02:46,Web,Europe,851,0.6351,0,1,5
38919,59,1138,,20240407,2024-04-07T17:05:03,Tablet,North America,1490,0.949,1,0,1
38920,4022,4764,,20231212,2023-12-12T17:07:20,Mobile,Europe,1426,0.9917,1,0,2
38921,2922,4412,,20241114,2024-11-14T17:09:37,TV,Europe,1492,0.9868,1,0,3
38922,2446,2343,2985,20250616,2025-06-16T17:11:54,Console,Europe,1244,0.8026,0,0,1
38923,1119,525,,20230210,2023-02-10T17:14:11,Web,North America,1503,0.9335,1,0,1
38924,2843,3984,,20231105,2023-11-05T17:16:28,Tablet,North America,1429,0.8993,0,0,0
38925,3104,3885,,20231022,2023-10-22T17:18:45,Mobile,APAC,985,0.6747,0,0,11
38926,566,1209,,20240718,2024-07-18T17:21:02,TV,Europe,968,0.7009,0,0,4
38927,3322,1495,3333,20251221,2025-12-21T17:23:19,Console,Europe,1342,0.8488,0,0,3
38928,5187,4659,,20250919,2025-09-19T17:25:36,Web,North America,1339,0.8545,0,0,5
38929,2851,4366,,20230116,2023-01-16T17:27:53,Tablet,North America,1053,0.6987,0,1,5
38930,3044,5718,8839,20240104,2024-01-04T17:30:10,Mobile,APAC,1223,0.8761,0,0,17
38931,352,5492,,20250315,2025-03-15T17:32:27,TV,APAC,1043,0.6773,0,0,3
38932,1887,5589,,20240504,2024-05-04T17:34:44,Console,North America,254,0.1554,0,0,1
38933,3246,623,1385,20240806,2024-08-06T17:37:01,Web,Europe,570,0.4185,0,0,1
38934,2919,1475,,20230720,2023-07-20T17:39:18,Tablet,North America,808,0.5387,0,0,4
38935,3913,3582,2376,20250511,2025-05-11T17:41:35,Mobile,Latin America,1031,0.6484,0,0,0
38936,5097,1456,,20251201,2025-12-01T17:43:52,TV,Latin America,904,0.6772,0,0,1
38937,3505,4293,,20240902,2024-09-02T17:46:09,Console,Latin America,1520,0.9146,1,0,7
38938,679,3933,5694,20250722,2025-07-22T17:48:26,Web,North America,1275,0.8506,0,0,7
38939,5978,1077,,20250806,2025-08-06T17:50:43,Tablet,Europe,799,0.5092,0,0,1
38940,5557,5447,,20230331,2023-03-31T17:53:00,Mobile,Latin America,1433,0.9233,1,1,7
38941,5499,4818,3554,20250807,2025-08-07T17:55:17,TV,North America,1200,0.9091,1,0,20
38942,5733,3712,,20230919,2023-09-19T17:57:34,Console,Latin America,607,0.4437,0,0,11
38943,5920,4281,,20251102,2025-11-02T17:59:51,Web,APAC,1231,0.9071,1,0,17
38944,4682,3735,,20230910,2023-09-10T18:02:08,Tablet,Europe,1380,0.862,0,0,2
38945,592,714,,20230214,2023-02-14T18:04:25,Mobile,APAC,1312,0.9683,1,0,4
38946,2456,2235,715,20250917,2025-09-17T18:06:42,TV,APAC,1149,0.7525,0,0,2
38947,485,454,,20240428,2024-04-28T18:08:59,Console,Latin America,718,0.499,0,0,3
38948,2791,3246,,20250425,2025-04-25T18:11:16,Web,North America,1247,0.7436,0,0,11
38949,592,31,,20251231,2025-12-31T18:13:33,Tablet,APAC,1399,0.8738,0,0,3
38950,514,3432,7149,20241025,2024-10-25T18:15:50,Mobile,Europe,1180,0.8607,0,0,17
38951,916,3562,2295,20251011,2025-10-11T18:18:07,TV,APAC,1469,0.9735,1,1,1
38952,1436,5102,,20250912,2025-09-12T18:20:24,Console,APAC,1161,0.8383,0,0,8
38953,2015,5150,,20241017,2024-10-17T18:22:41,Web,North America,1321,0.9277,1,0,5
38954,347,3472,658,20250522,2025-05-22T18:24:58,Tablet,North America,1358,0.8858,0,0,8
38955,1913,3783,,20241209,2024-12-09T18:27:15,Mobile,Latin America,372,0.2268,0,0,0
38956,1846,5254,,20231104,2023-11-04T18:29:32,TV,Europe,1335,0.9681,1,0,17
38957,901,4305,,20231119,2023-11-19T18:31:49,Console,Latin America,1479,0.9203,1,0,9
38958,3068,2815,2191,20250809,2025-08-09T18:34:06,Web,APAC,900,0.6701,0,0,0
38959,4018,4156,,20240923,2024-09-23T18:36:23,Tablet,Europe,1530,0.9195,1,0,33
38960,123,82,,20230414,2023-04-14T18:38:40,Mobile,North America,856,0.5978,0,0,6
38961,1125,5253,,20241114,2024-11-14T18:40:57,TV,Latin America,1103,0.8098,0,0,5
38962,2476,1628,2175,20230925,2023-09-25T18:43:14,Console,APAC,1231,0.873,0,1,6
38963,713,4112,,20251109,2025-11-09T18:45:31,Web,Latin America,907,0.6804,0,0,33
38964,659,4307,,20241206,2024-12-06T18:47:48,Tablet,North America,602,0.3668,0,0,7
38965,1114,276,,20230629,2023-06-29T18:50:05,Mobile,Europe,1039,0.6406,0,0,12
38966,791,4307,670,20231016,2023-10-16T18:52:22,TV,North America,1412,0.8605,0,0,14
38967,1425,2402,,20240610,2024-06-10T18:54:39,Console,Latin America,1216,0.8016,0,0,11
38968,1622,1791,,20250305,2025-03-05T18:56:56,Web,Europe,1238,0.7781,0,0,6
38969,489,1602,6824,20250130,2025-01-30T18:59:13,Tablet,Latin America,1032,0.6503,0,0,1
38970,5958,239,6161,20250909,2025-09-09T19:01:30,Mobile,Europe,1215,0.8617,0,0,2
38971,1024,1849,,20230124,2023-01-24T19:03:47,TV,APAC,932,0.6048,0,0,1
38972,1291,2336,,20240531,2024-05-31T19:06:04,Console,North America,1141,0.8579,0,0,4
38973,122,4583,,20250801,2025-08-01T19:08:21,Web,Europe,1543,0.9828,1,1,4
38974,3038,242,,20240210,2024-02-10T19:10:38,Tablet,Europe,984,0.63,0,0,4
38975,355,4844,8442,20251013,2025-10-13T19:12:55,Mobile,North America,1456,0.9687,1,0,3
38976,4880,4888,,20241226,2024-12-26T19:15:12,TV,APAC,253,0.1716,0,0,11
38977,4953,2519,,20231124,2023-11-24T19:17:29,Console,Latin America,900,0.6752,0,0,2
38978,2456,4822,,20230719,2023-07-19T19:19:46,Web,APAC,1228,0.8847,0,0,1
38979,2570,466,,20250204,2025-02-04T19:22:03,Tablet,Europe,1026,0.7413,0,0,13
38980,2969,1085,,20230819,2023-08-19T19:24:20,Mobile,Latin America,1194,0.8877,0,0,0
38981,2498,512,,20230710,2023-07-10T19:26:37,TV,Europe,488,0.2961,0,0,24
38982,3581,3069,3340,20250922,2025-09-22T19:28:54,Console,Latin America,1459,0.9618,1,0,3
38983,670,4928,,20240513,2024-05-13T19:31:11,Web,Europe,568,0.3472,0,0,3
38984,1919,274,,20231010,2023-10-10T19:33:28,Tablet,North America,1421,0.8948,0,1,19
38985,5581,3580,5340,20241030,2024-10-30T19:35:45,Mobile,Latin America,628,0.4036,0,0,0
38986,2188,2783,,20250303,2025-03-03T19:38:02,TV,APAC,1216,0.7251,0,0,0
38987,4591,1903,,20241013,2024-10-13T19:40:19,Console,North America,1076,0.8139,0,0,1
38988,2122,2507,,20230525,2023-05-25T19:42:36,Web,Europe,387,0.2788,0,0,1
38989,4656,754,5315,20240527,2024-05-27T19:44:53,Tablet,APAC,1611,0.9957,1,0,6
38990,5532,5119,,20230314,2023-03-14T19:47:10,Mobile,APAC,1383,0.9774,1,0,9
38991,387,2726,3578,20230730,2023-07-30T19:49:27,TV,North America,969,0.6525,0,0,14
38992,4074,3435,,20241019,2024-10-19T19:51:44,Console,Europe,1184,0.8326,0,0,5
38993,2176,1527,,20230217,2023-02-17T19:54:01,Web,APAC,1180,0.7343,0,0,19
38994,1758,5695,5561,20240826,2024-08-26T19:56:18,Tablet,Europe,932,0.612,0,0,8
38995,1923,4404,4106,20240212,2024-02-12T19:58:35,Mobile,North America,360,0.2616,0,1,15
38996,3849,5111,,20240916,2024-09-16T20:00:52,TV,Latin America,1507,0.9195,1,0,4
38997,1511,4561,5230,20250526,2025-05-26T20:03:09,Console,North America,829,0.5698,0,0,1
38998,2909,4984,3484,20250106,2025-01-06T20:05:26,Web,Latin America,825,0.5316,0,0,8
38999,1687,2472,,20240526,2024-05-26T20:07:43,Tablet,North America,579,0.3465,0,0,0
39000,1772,2934,,20250201,2025-02-01T20:10:00,Mobile,APAC,1315,0.795,0,0,12
39001,860,1858,1807,20241022,2024-10-22T20:12:17,TV,APAC,1000,0.6969,0,0,1
39002,4217,1663,,20240711,2024-07-11T20:14:34,Console,Latin America,1183,0.7956,0,0,1
39003,5173,619,,20241224,2024-12-24T20:16:51,Web,Latin America,1423,0.8603,0,0,1
39004,2019,4829,,20240710,2024-07-10T20:19:08,Tablet,North America,1378,0.9144,1,0,19
39005,2503,53,,20230307,2023-03-07T20:21:25,Mobile,North America,597,0.4097,0,0,5
39006,1695,3086,,20240518,2024-05-18T20:23:42,TV,North America,890,0.5753,0,1,0
39007,5365,5155,,20230718,2023-07-18T20:25:59,Console,Latin America,992,0.6161,0,0,1
39008,5538,4044,,20241027,2024-10-27T20:28:16,Web,Europe,397,0.2524,0,0,13
39009,300,3281,8927,20250915,2025-09-15T20:30:33,Tablet,APAC,1288,0.8615,0,0,8
39010,3739,2481,1074,20250925,2025-09-25T20:32:50,Mobile,North America,567,0.3623,0,0,1
39011,5099,545,,20250108,2025-01-08T20:35:07,TV,North America,1012,0.7067,0,0,15
39012,2940,2014,,20230403,2023-04-03T20:37:24,Console,APAC,1368,0.9799,1,0,16
39013,755,1324,1642,20250130,2025-01-30T20:39:41,Web,North America,1110,0.7288,0,0,32
39014,679,2913,,20240624,2024-06-24T20:41:58,Tablet,North America,1351,0.8683,0,0,0
39015,2552,1270,,20250712,2025-07-12T20:44:15,Mobile,APAC,608,0.4399,0,0,3
39016,3672,2230,,20231009,2023-10-09T20:46:32,TV,APAC,444,0.3079,0,0,12
39017,643,3774,6666,20240105,2024-01-05T20:48:49,Console,North America,402,0.29,0,1,23
39018,2398,1492,,20250524,2025-05-24T20:51:06,Web,Europe,1250,0.817,0,0,4
39019,2525,1765,7852,20241024,2024-10-24T20:53:23,Tablet,Latin America,1089,0.7734,0,0,6
39020,93,2746,,20240724,2024-07-24T20:55:40,Mobile,Latin America,958,0.6117,0,0,6
39021,4909,4232,,20250729,2025-07-29T20:57:57,TV,Latin America,1046,0.6297,0,0,11
39022,4438,4947,,20250416,2025-04-16T21:00:14,Console,Europe,957,0.6641,0,0,23
39023,583,4,,20250625,2025-06-25T21:02:31,Web,North America,1126,0.8037,0,0,0
39024,3091,734,,20250219,2025-02-19T21:04:48,Tablet,North America,909,0.633,0,0,1
39025,1488,4313,,20231214,2023-12-14T21:07:05,Mobile,APAC,1067,0.7715,0,0,20
39026,4474,4350,,20230422,2023-04-22T21:09:22,TV,Europe,915,0.6124,0,0,4
39027,4385,825,,20231023,2023-10-23T21:11:39,Console,Latin America,1247,0.8726,0,0,7
39028,1622,1191,,20241020,2024-10-20T21:13:56,Web,Europe,1185,0.8883,0,1,3
39029,3526,1109,,20240528,2024-05-28T21:16:13,Tablet,Europe,1247,0.7818,0,0,7
39030,1985,5759,,20240613,2024-06-13T21:18:30,Mobile,Latin America,584,0.3708,0,0,2
39031,4427,3350,,20251012,2025-10-12T21:20:47,TV,North America,638,0.3909,0,0,14
39032,1463,5572,,20240614,2024-06-14T21:23:04,Console,North America,1557,0.9701,1,0,4
39033,2198,1661,,20240921,2024-09-21T21:25:21,Web,Europe,999,0.6875,0,0,6
39034,3987,5413,,20230309,2023-03-09T21:27:38,Tablet,North America,1450,0.9718,1,0,28
39035,557,4719,,20230312,2023-03-12T21:29:55,Mobile,Latin America,550,0.3793,0,0,3
39036,1690,1217,,20240304,2024-03-04T21:32:12,TV,Europe,1363,0.8424,0,0,3
39037,3347,1030,3658,20231004,2023-10-04T21:34:29,Console,North America,1122,0.7253,0,0,1
39038,5699,4205,,20231227,2023-12-27T21:36:46,Web,North America,1255,0.9228,1,0,37
39039,1469,3995,6364,20231202,2023-12-02T21:39:03,Tablet,Latin America,1368,0.9018,1,1,2
39040,299,3399,,20240117,2024-01-17T21:41:20,Mobile,North America,1113,0.8381,0,0,17
39041,2022,4152,,20240710,2024-07-10T21:43:37,TV,Europe,1234,0.7732,0,0,13
39042,849,3032,,20240611,2024-06-11T21:45:54,Console,Latin America,610,0.4339,0,0,5
39043,2626,2354,,20241028,2024-10-28T21:48:11,Web,Europe,574,0.3884,0,0,9
39044,891,5052,,20250908,2025-09-08T21:50:28,Tablet,North America,572,0.3421,0,0,31
39045,2870,5032,,20251208,2025-12-08T21:52:45,Mobile,Europe,432,0.2715,0,0,16
39046,5093,5519,,20250630,2025-06-30T21:55:02,TV,Latin America,1270,0.9203,1,0,2
39047,1551,1589,2150,20241214,2024-12-14T21:57:19,Console,North America,1122,0.6905,0,0,7
39048,772,2455,,20241006,2024-10-06T21:59:36,Web,APAC,1599,0.9744,1,0,11
39049,804,272,,20251130,2025-11-30T22:01:53,Tablet,APAC,423,0.2911,0,0,3
39050,2643,3281,,20230201,2023-02-01T22:04:10,Mobile,North America,1326,0.887,0,1,17
39051,4332,3988,,20250602,2025-06-02T22:06:27,TV,APAC,524,0.3748,0,0,5
39052,5681,5740,,20250514,2025-05-14T22:08:44,Console,Latin America,1123,0.7432,0,0,2
39053,876,1692,5375,20250819,2025-08-19T22:11:01,Web,APAC,844,0.5773,0,0,1
39054,1295,4967,,20241228,2024-12-28T22:13:18,Tablet,North America,1197,0.7865,0,0,14
39055,1033,2372,,20230609,2023-06-09T22:15:35,Mobile,Latin America,1390,0.9115,1,0,3
39056,4880,2857,,20250112,2025-01-12T22:17:52,TV,APAC,1072,0.6537,0,0,8
39057,5562,3319,,20241022,2024-10-22T22:20:09,Console,Europe,1183,0.7289,0,0,5
39058,3313,5074,,20250412,2025-04-12T22:22:26,Web,Latin America,962,0.6296,0,0,2
39059,5463,3996,,20230801,2023-08-01T22:24:43,Tablet,North America,1415,0.9224,1,0,6
39060,665,4260,,20240115,2024-01-15T22:27:00,Mobile,Latin America,786,0.4855,0,0,4
39061,5756,1135,1615,20250430,2025-04-30T22:29:17,TV,APAC,622,0.4386,0,1,5
