anime_id,title,original_title,studio_id,sequel_of_anime_id,content_format,source_material,release_year,age_rating,production_status,episode_count,production_budget_usd
282,Clockwork Guardian 282,Original Title 282,31,,Movie,Light Novel,2012,PG-13,Completed,16,6612727.71
283,Paper Guardian 283,Original Title 283,42,,OVA,Web Novel,2019,R,Ongoing,16,5635917.31
284,Golden Guardian 284,Original Title 284,5,,ONA,Original,1998,G,Announced,16,6677910.3
285,Midnight Guardian 285,Original Title 285,16,249,Series,Manga,2005,PG,Completed,16,5297553.39
286,Electric Guardian 286,Original Title 286,27,,Movie,Game,2012,PG-13,Ongoing,16,7698986.51
287,Falling Guardian 287,Original Title 287,38,,OVA,Light Novel,2019,R,Announced,16,484869.59
288,Hidden Guardian 288,Original Title 288,1,,ONA,Web Novel,1998,G,Completed,16,5687492.82
289,Azure Archive 289,Original Title 289,12,,Series,Original,2005,PG,Ongoing,16,7025792.71
290,Crimson Archive 290,Original Title 290,23,254,Movie,Manga,2012,PG-13,Announced,16,5831154.79
291,Silent Archive 291,Original Title 291,34,,OVA,Game,2019,R,Completed,16,2129587.05
292,Neon Archive 292,Original Title 292,45,,ONA,Light Novel,1998,G,Ongoing,16,1467901.85
293,Celestial Archive 293,Original Title 293,8,,Series,Web Novel,2005,PG,Announced,16,4658668.71
294,Clockwork Archive 294,Original Title 294,19,,Movie,Original,2012,PG-13,Completed,16,5528567.47
295,Paper Archive 295,Original Title 295,30,259,OVA,Manga,2019,R,Ongoing,16,2137592.75
296,Golden Archive 296,Original Title 296,41,,ONA,Game,1998,G,Announced,16,3233312.59
297,Midnight Archive 297,Original Title 297,4,,Series,Light Novel,2005,PG,Completed,16,4551808.06
298,Electric Archive 298,Original Title 298,15,,Movie,Web Novel,2012,PG-13,Ongoing,16,5348433.77
299,Falling Archive 299,Original Title 299,26,,OVA,Original,2019,R,Announced,16,4237573.54
300,Hidden Archive 300,Original Title 300,37,264,ONA,Manga,1998,G,Completed,16,1560297.79
301,Azure Horizon 301,Original Title 301,48,,Series,Game,2005,PG,Ongoing,16,416203.29
302,Crimson Horizon 302,Original Title 302,11,,Movie,Light Novel,2012,PG-13,Announced,16,631757.15
303,Silent Horizon 303,Original Title 303,22,,OVA,Web Novel,2019,R,Completed,16,1646236.43
304,Neon Horizon 304,Original Title 304,33,,ONA,Original,1998,G,Ongoing,16,4898897.09
305,Celestial Horizon 305,Original Title 305,44,269,Series,Manga,2005,PG,Announced,16,953734.84
306,Clockwork Horizon 306,Original Title 306,7,,Movie,Game,2012,PG-13,Completed,16,256105.59
307,Paper Horizon 307,Original Title 307,18,,OVA,Light Novel,2019,R,Ongoing,16,6939101.48
308,Golden Horizon 308,Original Title 308,29,,ONA,Web Novel,1998,G,Announced,16,4785693.72
309,Midnight Horizon 309,Original Title 309,40,,Series,Original,2005,PG,Completed,16,1974001.64
310,Electric Horizon 310,Original Title 310,3,274,Movie,Manga,2012,PG-13,Ongoing,16,3675696.04
311,Falling Horizon 311,Original Title 311,14,,OVA,Game,2019,R,Announced,16,2833916.44
312,Hidden Horizon 312,Original Title 312,25,,ONA,Light Novel,1998,G,Completed,16,3824399.43
313,Azure Lantern 313,Original Title 313,36,,Series,Web Novel,2005,PG,Ongoing,16,1521230.92
314,Crimson Lantern 314,Original Title 314,47,,Movie,Original,2012,PG-13,Announced,16,6118128.34
315,Silent Lantern 315,Original Title 315,10,279,OVA,Manga,2019,R,Completed,16,4284308.46
316,Neon Lantern 316,Original Title 316,21,,ONA,Game,1998,G,Ongoing,16,5566100.52
317,Celestial Lantern 317,Original Title 317,32,,Series,Light Novel,2005,PG,Announced,16,1144968.19
318,Clockwork Lantern 318,Original Title 318,43,,Movie,Web Novel,2012,PG-13,Completed,16,3051720.97
319,Paper Lantern 319,Original Title 319,6,,OVA,Original,2019,R,Ongoing,16,3921068.28
320,Golden Lantern 320,Original Title 320,17,284,ONA,Manga,1998,G,Announced,16,3533738.99
321,Midnight Lantern 321,Original Title 321,28,,Series,Game,2005,PG,Completed,16,7348828.46
322,Electric Lantern 322,Original Title 322,39,,Movie,Light Novel,2012,PG-13,Ongoing,16,3236870.62
323,Falling Lantern 323,Original Title 323,2,,OVA,Web Novel,2019,R,Announced,16,4838524.4
324,Hidden Lantern 324,Original Title 324,13,,ONA,Original,1998,G,Completed,16,2003231.61
325,Azure Odyssey 325,Original Title 325,24,289,Series,Manga,2005,PG,Ongoing,16,3623830.52
326,Crimson Odyssey 326,Original Title 326,35,,Movie,Game,2012,PG-13,Announced,16,1228139.78
327,Silent Odyssey 327,Original Title 327,46,,OVA,Light Novel,2019,R,Completed,16,5978541.2
328,Neon Odyssey 328,Original Title 328,9,,ONA,Web Novel,1998,G,Ongoing,16,1985438.74
329,Celestial Odyssey 329,Original Title 329,20,,Series,Original,2005,PG,Announced,16,5568700.03
330,Clockwork Odyssey 330,Original Title 330,31,294,Movie,Manga,2012,PG-13,Completed,16,5428788.21
331,Paper Odyssey 331,Original Title 331,42,,OVA,Game,2019,R,Ongoing,16,4242095.62
332,Golden Odyssey 332,Original Title 332,5,,ONA,Light Novel,1998,G,Announced,16,6475641.36
333,Midnight Odyssey 333,Original Title 333,16,,Series,Web Novel,2005,PG,Completed,16,6201728.87
334,Electric Odyssey 334,Original Title 334,27,,Movie,Original,2012,PG-13,Ongoing,16,243138.0
335,Falling Odyssey 335,Original Title 335,38,299,OVA,Manga,2019,R,Announced,16,5794272.77
336,Hidden Odyssey 336,Original Title 336,1,,ONA,Game,1998,G,Completed,16,4070363.46
337,Azure Protocol 337,Original Title 337,12,,Series,Light Novel,2005,PG,Ongoing,16,765760.32
338,Crimson Protocol 338,Original Title 338,23,,Movie,Web Novel,2012,PG-13,Announced,16,1603301.04
339,Silent Protocol 339,Original Title 339,34,,OVA,Original,2019,R,Completed,16,2974612.24
340,Neon Protocol 340,Original Title 340,45,304,ONA,Manga,1998,G,Ongoing,16,7656026.4
341,Celestial Protocol 341,Original Title 341,8,,Series,Game,2005,PG,Announced,16,3166827.09
342,Clockwork Protocol 342,Original Title 342,19,,Movie,Light Novel,2012,PG-13,Completed,16,1509355.01
343,Paper Protocol 343,Original Title 343,30,,OVA,Web Novel,2019,R,Ongoing,16,2165929.28
344,Golden Protocol 344,Original Title 344,41,,ONA,Original,1998,G,Announced,16,1423342.87
345,Midnight Protocol 345,Original Title 345,4,309,Series,Manga,2005,PG,Completed,16,2053383.68
346,Electric Protocol 346,Original Title 346,15,,Movie,Game,2012,PG-13,Ongoing,16,5031652.47
347,Falling Protocol 347,Original Title 347,26,,OVA,Light Novel,2019,R,Announced,16,5716367.44
348,Hidden Protocol 348,Original Title 348,37,,ONA,Web Novel,1998,G,Completed,16,7326287.69
349,Azure Kingdom 349,Original Title 349,48,,Series,Original,2005,PG,Ongoing,16,976201.17
350,Crimson Kingdom 350,Original Title 350,11,314,Movie,Manga,2012,PG-13,Announced,16,738514.42
351,Silent Kingdom 351,Original Title 351,22,,OVA,Game,2019,R,Completed,16,1023962.86
352,Neon Kingdom 352,Original Title 352,33,,ONA,Light Novel,1998,G,Ongoing,16,1785426.62
353,Celestial Kingdom 353,Original Title 353,44,,Series,Web Novel,2005,PG,Announced,16,6408739.7
354,Clockwork Kingdom 354,Original Title 354,7,,Movie,Original,2012,PG-13,Completed,16,3501360.37
355,Paper Kingdom 355,Original Title 355,18,319,OVA,Manga,2019,R,Ongoing,16,1655540.65
356,Golden Kingdom 356,Original Title 356,29,,ONA,Game,1998,G,Announced,16,7053806.07
357,Midnight Kingdom 357,Original Title 357,40,,Series,Light Novel,2005,PG,Completed,16,2402662.12
358,Electric Kingdom 358,Original Title 358,3,,Movie,Web Novel,2012,PG-13,Ongoing,16,6976489.66
359,Falling Kingdom 359,Original Title 359,14,,OVA,Original,2019,R,Announced,16,5718396.93
360,Hidden Kingdom 360,Original Title 360,25,324,ONA,Manga,1998,G,Completed,16,5902132.24
