rating_id,user_id,anime_id,rating_date_key,score,review_length,helpful_votes,spoiler_flag
10082,580,123,20230723,8.7,553,0,0
10083,3976,335,20230712,6.1,143,2,0
10084,3748,148,20230326,8.5,428,5,0
10085,4961,101,20231105,8.5,152,2,0
10086,173,179,20250311,5.1,550,6,0
10087,4694,112,20231206,7.2,827,9,0
10088,1396,188,20230715,8.9,488,12,1
10089,4257,195,20240725,9.3,1055,0,0
10090,5208,209,20251120,7.1,848,2,0
10091,3369,239,20240921,6.9,390,11,0
10092,4172,78,20250314,8.5,1042,12,0
10093,68,88,20240322,8.5,117,0,0
10094,5218,115,20240205,9.2,38,4,0
10095,3209,339,20250220,8.5,818,4,0
10096,1625,166,20231102,5.7,89,8,0
10097,1380,254,20250509,9.1,411,0,0
10098,5486,344,20230806,7.1,397,3,0
10099,4816,299,20240218,8.3,739,9,0
10100,1829,319,20230627,7.0,577,0,0
10101,2687,240,20240903,7.9,865,2,1
10102,957,101,20250320,7.8,897,14,0
10103,4141,300,20230811,3.8,339,8,0
10104,1058,316,20241018,5.2,878,18,0
10105,2285,168,20250121,9.2,1178,29,0
10106,4861,314,20251104,7.0,516,7,0
10107,4756,46,20240316,9.1,1051,18,0
10108,2168,354,20240305,4.4,1097,2,0
10109,4434,197,20251114,7.2,563,0,0
10110,2138,319,20240404,5.6,206,0,0
10111,2592,323,20230123,7.4,835,5,0
10112,3992,126,20240620,6.6,258,3,0
10113,55,71,20230116,7.2,741,15,0
10114,4088,132,20240619,7.8,270,2,1
10115,778,249,20230716,5.9,1181,10,0
10116,3274,308,20230314,7.2,1175,1,0
10117,5770,338,20240804,7.9,914,1,0
10118,1671,346,20240822,5.1,902,6,0
10119,5582,290,20250726,7.6,120,7,0
10120,263,288,20230330,7.0,1080,0,0
10121,3495,349,20230725,7.6,810,0,0
10122,2830,239,20251004,6.4,444,14,0
10123,5863,162,20240506,7.8,1140,1,0
10124,1925,218,20230818,9.3,671,2,0
10125,5669,64,20250504,6.7,315,1,0
10126,5949,63,20231006,5.6,710,5,0
10127,3712,85,20241028,7.6,1073,12,1
10128,2311,48,20250212,5.8,713,0,0
10129,3113,234,20230517,8.1,218,2,0
10130,4339,183,20240422,7.3,325,5,0
10131,62,358,20251025,8.3,692,0,0
10132,762,273,20251129,7.4,763,0,0
10133,4896,250,20231120,4.8,1127,1,0
10134,2866,23,20241221,7.9,364,8,0
10135,1815,121,20240109,7.6,437,8,0
10136,5076,312,20250512,6.8,275,3,0
10137,710,227,20230213,6.9,813,19,0
10138,1860,27,20240322,7.7,653,2,0
10139,4940,348,20240609,9.9,69,6,0
10140,5410,139,20240403,8.9,663,0,1
10141,1387,355,20231104,7.1,264,2,0
10142,3408,262,20251115,7.1,75,0,0
10143,4001,212,20241124,7.3,630,21,0
10144,1747,200,20230225,7.4,299,0,0
10145,1751,156,20241226,7.5,990,5,0
10146,2440,270,20250311,7.6,540,11,0
10147,3138,319,20250404,6.3,762,2,0
10148,5677,108,20240822,7.0,1001,0,0
10149,1333,243,20230413,6.3,1127,3,0
10150,5215,338,20231120,6.3,1053,1,0
10151,3393,196,20240708,6.3,994,0,0
10152,3841,250,20251223,7.6,209,1,0
10153,1483,192,20240522,8.0,158,2,1
10154,3537,310,20231219,7.8,837,20,0
10155,3470,200,20250521,7.1,812,16,0
10156,4133,10,20241121,8.2,1159,28,0
10157,611,347,20230728,7.2,1099,8,0
10158,1309,30,20230412,6.7,219,2,0
10159,4829,275,20230713,7.7,587,5,0
10160,1939,206,20230410,7.8,550,4,0
10161,3014,156,20250531,9.9,449,3,0
10162,5859,148,20231122,10.0,1098,4,0
10163,3962,334,20240306,5.8,358,12,0
10164,1251,115,20240714,7.2,179,4,0
10165,1045,115,20251228,7.5,494,0,0
10166,4907,255,20230419,8.3,674,5,1
10167,1222,160,20231004,8.1,331,6,0
10168,1523,257,20230627,8.7,541,6,0
10169,825,170,20250821,8.7,469,11,0
10170,4716,79,20231003,9.6,179,12,0
10171,4105,196,20250612,8.6,1062,4,0
10172,1482,190,20230225,6.8,182,2,0
10173,2324,244,20250926,6.9,938,0,0
10174,3632,117,20250107,7.0,543,6,0
10175,526,52,20250603,10.0,82,0,0
10176,3319,145,20230730,7.2,662,2,0
10177,792,45,20250111,7.2,318,0,0
10178,3686,340,20240923,7.6,377,0,0
10179,2181,267,20251019,8.5,931,0,1
10180,3631,355,20251226,4.7,512,1,0
10181,2769,16,20230307,8.6,954,7,0
10182,5105,168,20230209,7.4,414,0,0
10183,1210,106,20240815,8.4,435,1,0
10184,5586,313,20230602,8.7,219,11,0
10185,4294,329,20250818,6.1,1001,3,0
10186,2021,185,20230326,7.8,164,16,0
10187,2396,318,20251231,7.6,1046,0,0
10188,4671,253,20231011,8.7,590,13,0
10189,1190,360,20250104,8.1,962,0,0
10190,3515,245,20241031,8.1,138,8,0
10191,1183,284,20250820,9.0,561,0,0
10192,547,48,20240908,6.3,303,0,1
10193,1406,31,20250525,8.9,1154,10,0
10194,2897,291,20240724,6.7,515,2,0
10195,5125,112,20231214,6.5,1078,0,0
10196,3231,158,20240421,6.4,1185,2,0
10197,5023,148,20250209,7.8,329,0,0
10198,5381,225,20231010,9.2,315,8,0
10199,1013,114,20240131,6.5,852,6,0
10200,5188,96,20231225,3.1,644,15,0
10201,1077,11,20240826,10.0,343,0,0
10202,1495,297,20230727,8.3,970,0,0
10203,508,156,20241218,8.3,792,1,0
10204,3498,335,20230811,4.9,1024,2,0
10205,1572,345,20240604,5.6,21,9,1
10206,692,16,20250212,8.6,392,5,0
10207,4478,321,20230207,8.0,1194,3,0
10208,1548,195,20240210,9.1,996,14,0
10209,157,4,20240713,7.6,80,4,0
10210,3628,274,20251028,9.4,569,1,0
10211,5330,117,20250910,9.0,334,6,0
10212,5176,129,20250412,8.0,894,13,0
10213,1815,66,20230430,7.5,63,1,0
10214,4651,175,20240414,8.4,1122,5,0
10215,4735,86,20250729,5.9,881,10,0
10216,424,45,20241214,6.8,1088,4,0
10217,3938,283,20231015,6.3,1198,4,0
10218,2600,342,20250329,5.1,634,7,1
10219,1756,303,20251108,7.2,232,10,0
10220,2264,113,20231228,7.5,198,3,0
10221,1144,244,20240626,7.3,895,2,0
10222,5365,69,20230312,6.6,272,4,0
10223,517,204,20250909,5.8,212,0,0
10224,1666,189,20240427,7.0,897,8,0
10225,5823,310,20231224,7.0,602,0,0
10226,2582,94,20241219,9.0,825,3,0
10227,4184,236,20250310,5.0,13,24,0
10228,1312,56,20250809,8.8,592,1,0
10229,2047,7,20250201,8.5,145,5,0
10230,5543,253,20251211,6.5,617,0,0
10231,1281,64,20250615,8.0,1079,3,1
10232,2154,67,20240826,4.8,347,2,0
10233,1674,120,20251120,10.0,256,3,0
10234,2442,134,20250330,7.7,756,1,0
10235,3458,231,20251218,5.6,717,14,0
10236,3098,49,20250420,8.0,120,4,0
10237,2687,137,20251027,6.9,498,5,0
10238,3627,119,20230204,6.1,359,6,0
10239,2997,204,20250330,6.0,673,3,0
10240,3932,183,20250123,8.9,478,0,0
10241,4700,27,20250614,7.0,238,1,0
10242,5164,176,20230424,7.0,58,0,0
10243,1773,191,20241210,8.1,416,2,0
10244,2264,315,20241204,7.2,449,5,1
10245,1043,88,20230630,7.3,457,4,0
10246,1337,271,20251111,7.8,258,2,0
10247,3210,95,20230513,9.7,677,0,0
10248,5178,195,20250418,7.8,314,9,0
10249,1054,24,20250831,6.1,517,4,0
10250,4080,324,20250826,9.3,48,0,0
10251,3909,62,20230604,7.1,1097,1,0
10252,4581,57,20230427,5.3,245,14,0
10253,4921,86,20240701,8.6,1071,3,0
10254,4855,229,20250809,6.6,637,1,0
10255,31,100,20241018,7.6,863,9,0
10256,4998,68,20240506,6.9,182,2,0
10257,1346,253,20230225,8.4,164,2,1
10258,632,345,20240208,6.6,135,6,0
10259,600,128,20241223,5.5,179,13,0
10260,5967,125,20251224,5.0,622,10,0
10261,1685,219,20230417,6.9,840,13,0
10262,4762,234,20230101,4.6,845,9,0
10263,2800,328,20240812,8.0,1198,0,0
10264,1240,349,20250129,6.0,822,2,0
10265,945,52,20240301,7.5,301,7,0
10266,4920,259,20250217,7.7,422,1,0
10267,3966,51,20241021,8.9,1047,4,0
10268,3320,302,20231104,5.7,37,3,0
10269,1405,215,20250709,10.0,639,16,0
10270,427,158,20241016,7.5,802,6,1
10271,4672,263,20231001,8.6,915,3,0
10272,580,276,20250530,6.8,436,10,0
10273,3200,70,20230625,5.9,545,16,0
10274,579,32,20231113,4.3,1189,19,0
10275,447,79,20251024,7.0,332,4,0
10276,5455,226,20240208,6.3,540,4,0
10277,4970,15,20240910,5.7,122,5,0
10278,187,25,20230209,7.5,703,5,0
10279,3740,76,20240822,7.0,371,3,0
10280,4776,284,20250621,9.0,477,1,0
10281,5987,10,20250805,7.0,838,3,0
10282,5366,274,20240207,6.4,319,11,0
10283,4692,29,20240504,8.3,444,0,1
10284,537,322,20240319,7.2,1080,0,0
10285,3845,12,20231005,8.6,1018,5,0
10286,681,26,20241128,9.1,983,2,0
10287,4080,130,20240715,9.4,208,10,0
10288,2192,291,20250616,8.1,346,2,0
10289,2435,174,20251130,7.3,513,4,0
10290,5909,270,20231204,3.6,626,5,0
10291,3205,178,20240327,8.3,456,3,0
10292,4016,229,20241216,10.0,827,2,0
10293,5761,272,20240717,6.2,738,14,0
10294,2293,316,20230514,9.6,779,5,0
10295,5817,305,20230215,10.0,185,25,0
10296,5292,234,20230709,6.9,81,3,1
10297,1396,321,20230820,3.6,717,10,0
10298,736,303,20231215,6.0,151,18,0
10299,5965,184,20251020,8.9,328,1,0
10300,129,229,20250703,7.2,453,2,0
10301,2095,151,20231014,6.3,1084,3,0
10302,4921,238,20250210,5.0,773,2,0
10303,4411,104,20250203,7.0,119,2,0
10304,3129,60,20241001,6.4,1078,0,0
10305,4912,232,20230128,8.4,771,1,0
10306,5054,217,20250902,8.1,417,33,0
10307,3602,261,20250607,4.1,311,0,0
10308,2547,100,20241129,7.7,772,2,0
10309,3200,313,20240709,8.7,138,0,1
10310,2286,306,20240219,6.5,994,8,0
10311,411,232,20251117,8.6,623,4,0
10312,4666,248,20251127,8.4,127,0,0
10313,5890,345,20250507,7.3,535,2,0
10314,3739,65,20251218,5.4,315,6,0
10315,869,254,20250902,8.2,1109,2,0
10316,5125,93,20250423,6.0,67,1,0
10317,1467,276,20251214,10.0,1180,7,0
10318,1057,139,20250803,5.3,50,0,0
10319,1149,201,20241208,8.4,76,0,0
10320,5842,208,20230405,6.7,731,0,0
10321,4183,225,20251213,9.3,847,3,0
10322,1984,67,20230611,9.0,538,10,1
10323,1356,133,20240910,7.0,1162,2,0
10324,817,256,20240106,9.9,1106,1,0
10325,2895,313,20231228,7.0,35,1,0
10326,1997,103,20240303,7.3,1019,1,0
10327,3459,207,20240701,6.0,982,2,0
10328,5238,337,20250210,4.9,918,2,0
10329,3623,121,20250508,8.1,216,14,0
10330,4848,162,20230106,7.9,1140,12,0
10331,3159,152,20250421,5.1,1131,1,0
10332,5460,286,20230221,9.8,146,8,0
10333,3902,339,20240831,6.9,318,13,0
10334,5221,330,20240203,4.0,372,0,0
10335,896,289,20240627,7.4,442,0,1
10336,2222,283,20250417,6.0,1075,5,0
10337,2619,348,20251229,8.9,1125,7,0
10338,1768,318,20251010,9.1,41,21,0
10339,1107,303,20240905,9.9,158,6,0
10340,3922,115,20250530,4.1,380,5,0
10341,4109,85,20241024,6.5,215,0,0
10342,4204,152,20240407,7.8,834,0,0
10343,45,34,20250206,8.0,1057,2,0
10344,5178,41,20240731,7.3,983,6,0
10345,855,105,20250315,6.4,1140,2,0
10346,1944,52,20240803,10.0,557,4,0
10347,198,58,20250904,9.3,1135,1,0
10348,1879,191,20250718,7.1,233,0,1
10349,4620,92,20240319,7.2,170,2,0
10350,1090,163,20231230,9.0,966,4,0
10351,4639,300,20240925,6.1,1041,1,0
10352,1546,235,20250402,9.7,1000,9,0
10353,1545,348,20231227,5.3,891,14,0
10354,4536,333,20240111,6.7,1132,1,0
10355,4558,162,20241202,4.3,868,7,0
10356,409,135,20230723,8.3,563,47,0
10357,600,109,20230825,7.1,377,10,0
10358,4634,118,20230625,7.4,1125,2,0
10359,2939,189,20240110,10.0,23,2,0
10360,1834,84,20241128,7.9,475,5,0
10361,277,70,20250923,8.9,641,5,1
10362,3090,180,20251002,6.8,1104,7,0
10363,3933,262,20240216,6.6,110,6,0
10364,5509,155,20241120,8.7,440,23,0
10365,1457,188,20240518,8.6,670,10,0
10366,3050,225,20231213,8.4,1048,3,0
10367,3669,319,20240326,6.2,629,4,0
10368,5048,31,20240604,8.7,1009,7,0
10369,4184,263,20230319,6.9,736,0,0
10370,1681,146,20240609,7.6,126,4,0
10371,83,194,20250427,6.4,9,6,0
10372,96,182,20250321,8.3,1165,11,0
10373,5688,293,20241014,8.5,817,4,0
10374,4246,81,20241208,8.8,258,9,1
10375,3946,153,20230927,7.0,541,6,0
10376,4658,113,20251202,6.7,854,0,0
10377,2361,201,20250622,7.1,637,2,0
10378,3679,95,20230416,9.6,176,0,0
10379,1949,134,20230113,3.4,954,0,0
10380,1550,121,20230501,6.5,747,2,0
10381,5816,188,20230319,7.5,522,4,0
10382,4522,57,20250211,7.7,166,3,0
10383,3400,139,20230115,10.0,1053,11,0
10384,5249,313,20240619,6.0,420,4,0
10385,5531,133,20230504,5.0,726,5,0
10386,3835,12,20250116,7.3,606,19,0
10387,3356,266,20241008,9.6,785,0,1
10388,5791,14,20230405,6.9,820,2,0
10389,917,335,20230211,7.2,1131,15,0
10390,4555,340,20240527,3.8,733,8,0
10391,508,76,20240129,9.2,80,25,0
10392,2299,223,20240508,7.7,1108,2,0
10393,4395,18,20240216,8.3,306,5,0
10394,5437,223,20230611,7.9,549,1,0
10395,4095,93,20230916,9.8,498,11,0
10396,888,75,20250514,9.8,707,5,0
10397,2388,280,20230604,7.6,443,2,0
10398,2315,116,20240710,8.6,413,0,0
10399,4412,83,20250701,6.5,718,18,0
10400,2236,135,20231227,8.2,366,2,1
10401,3984,55,20231031,7.3,1071,1,0
10402,5895,357,20230612,8.0,565,0,0
10403,2267,276,20240522,6.6,834,13,0
10404,3295,184,20230110,6.7,138,4,0
10405,1028,330,20231103,6.9,937,0,0
10406,3999,97,20230203,7.6,1190,7,0
10407,4272,269,20230807,10.0,756,6,0
10408,3280,328,20250507,8.7,4,3,0
10409,1482,242,20250909,10.0,194,3,0
10410,1301,327,20241018,6.2,388,3,0
10411,1635,276,20251218,3.1,1006,4,0
10412,3999,79,20240820,6.4,337,1,0
10413,1478,307,20250807,7.8,605,2,1
10414,5104,25,20230527,8.0,316,15,0
10415,4435,89,20240930,8.1,679,2,0
10416,3545,292,20251126,6.7,1095,6,0
10417,313,275,20231011,7.4,546,0,0
10418,488,3,20230813,6.6,180,16,0
10419,3134,343,20241018,5.3,1181,3,0
10420,3216,264,20231106,9.0,1116,3,0
10421,118,283,20240805,5.5,809,4,0
10422,3982,296,20230118,8.0,880,4,0
10423,1927,228,20240805,7.7,361,3,0
10424,3205,161,20251115,6.4,1192,2,0
10425,1733,307,20240209,7.1,959,5,0
10426,4730,80,20250804,5.9,728,5,1
10427,4678,260,20240127,6.9,990,6,0
10428,442,55,20250918,7.7,42,21,0
10429,3069,353,20240724,9.0,181,0,0
10430,2914,334,20240531,6.7,795,3,0
10431,1338,153,20241007,7.6,470,6,0
10432,2877,289,20230907,7.5,761,2,0
10433,249,171,20230116,5.1,546,6,0
10434,2744,88,20240904,9.3,275,5,0
10435,3947,136,20230925,8.3,627,8,0
10436,4944,167,20240121,9.9,864,0,0
10437,749,108,20250110,8.5,666,1,0
10438,774,144,20240715,7.9,973,20,0
10439,5203,91,20240212,8.6,893,5,1
10440,4868,128,20241022,7.6,228,5,0
10441,1223,235,20230727,7.4,327,13,0
10442,1457,100,20230721,8.0,568,2,0
10443,1925,17,20231030,7.9,559,10,0
10444,142,312,20251221,6.4,325,0,0
10445,2741,101,20230210,5.4,1170,5,0
10446,4680,40,20240920,5.2,528,0,0
10447,3242,279,20250115,4.6,994,2,0
10448,2434,310,20230131,7.4,332,4,0
10449,58,145,20250324,8.6,188,3,0
10450,3754,51,20240613,9.2,1155,6,0
10451,1258,62,20240513,9.2,600,18,0
10452,3003,270,20231018,5.5,176,4,1
10453,5235,178,20240305,6.4,526,16,0
10454,5695,60,20240216,7.1,933,0,0
10455,4226,290,20240706,6.9,374,2,0
10456,3852,303,20241209,10.0,1149,3,0
10457,3154,127,20240529,7.1,962,1,0
10458,2267,104,20240410,7.7,605,18,0
10459,5863,236,20241129,10.0,1189,15,0
10460,5934,295,20250409,7.0,1024,1,0
10461,625,353,20250130,7.8,784,2,0
10462,832,280,20251016,4.9,376,3,0
10463,771,215,20231209,9.4,541,8,0
10464,2784,92,20240409,8.8,198,1,0
10465,2776,248,20250301,7.6,545,0,1
10466,5384,32,20240214,5.0,88,14,0
10467,4240,228,20250418,7.6,36,1,0
10468,4472,123,20240611,9.8,1181,4,0
10469,3698,195,20240409,9.6,551,6,0
10470,1664,321,20240726,4.3,365,11,0
10471,4412,297,20250315,7.8,1041,1,0
10472,3937,141,20240320,7.7,270,9,0
10473,5039,161,20250419,5.5,130,11,0
10474,5457,59,20230331,4.5,1141,1,0
10475,4828,11,20230430,8.8,341,13,0
10476,1703,206,20240626,5.9,248,3,0
10477,1085,13,20250825,5.7,911,0,0
10478,3947,271,20250106,8.7,628,21,1
10479,1048,137,20240722,9.0,259,0,0
10480,4503,174,20240731,10.0,1195,15,0
10481,3831,154,20240417,7.1,868,4,0
10482,4783,206,20250206,7.6,247,2,0
10483,5636,128,20230607,7.2,1115,3,0
10484,4817,95,20251102,7.3,913,0,0
10485,4462,225,20240701,8.1,543,8,0
10486,2801,322,20251118,9.0,351,0,0
10487,1190,123,20231010,10.0,658,3,0
10488,1649,246,20240528,8.3,1028,6,0
10489,5988,68,20241109,7.8,769,3,0
10490,1298,100,20251126,4.8,263,8,0
10491,5048,284,20230111,7.2,97,0,1
10492,94,306,20250227,7.4,885,3,0
10493,1648,242,20231226,6.4,733,0,0
10494,1801,203,20230319,9.7,1116,7,0
10495,5949,268,20241202,7.5,583,19,0
10496,2081,298,20251117,8.1,208,7,0
10497,2652,182,20250103,8.6,977,0,0
10498,3151,281,20250524,6.4,911,0,0
10499,4595,131,20240909,10.0,715,5,0
10500,25,339,20251106,10.0,113,24,0
10501,1824,355,20250203,7.5,58,6,0
10502,2927,41,20251106,6.5,929,3,0
10503,4617,209,20240627,8.4,115,11,0
10504,5359,261,20230427,8.2,1019,3,1
10505,4688,2,20250217,3.6,220,16,0
10506,2082,45,20240403,8.6,443,3,0
10507,4789,93,20240528,8.6,732,4,0
10508,5515,321,20231026,8.9,1096,13,0
10509,5009,350,20250407,6.4,177,1,0
10510,4007,112,20231214,8.1,877,4,0
10511,1184,230,20240813,5.9,224,0,0
10512,4634,33,20230723,7.3,1158,14,0
10513,5374,157,20230319,9.6,297,2,0
10514,2981,325,20240920,9.6,65,4,0
10515,4896,271,20251102,6.9,906,17,0
10516,1125,2,20231028,10.0,202,5,0
10517,244,167,20250203,7.2,1165,0,1
10518,4227,346,20251016,8.4,761,0,0
10519,4292,59,20240823,7.2,336,1,0
10520,4324,59,20230808,5.7,1013,6,0
10521,4669,21,20250630,9.9,171,1,0
10522,3597,134,20250702,5.6,890,13,0
10523,680,7,20230210,10.0,376,0,0
10524,3896,272,20250520,7.0,984,0,0
10525,1230,64,20250928,7.0,250,19,0
10526,5695,190,20250707,7.3,362,21,0
10527,4970,9,20230330,8.4,926,2,0
10528,985,110,20240402,8.2,1195,4,0
10529,5435,217,20230605,5.0,46,3,0
10530,2455,210,20230509,7.9,946,2,1
10531,5906,247,20251016,6.9,819,3,0
10532,2142,218,20251104,6.9,518,4,0
10533,4310,350,20240323,8.6,1128,1,0
10534,1396,213,20250214,7.3,279,2,0
10535,4843,350,20240618,7.2,187,1,0
10536,3980,266,20230624,8.3,1091,18,0
10537,3685,170,20250507,7.2,397,12,0
10538,3849,228,20250519,6.9,1098,7,0
10539,1465,221,20240409,6.1,1132,2,0
10540,2133,26,20240923,6.1,243,17,0
10541,187,7,20230606,4.7,1138,12,0
10542,5602,237,20240106,7.4,670,1,0
10543,3123,217,20240212,10.0,424,24,1
10544,4782,63,20240428,10.0,273,3,0
10545,4571,39,20250327,10.0,239,1,0
10546,2674,177,20240521,7.1,527,6,0
10547,899,204,20251216,8.2,577,0,0
10548,3300,98,20250121,5.1,888,9,0
10549,749,11,20240816,5.6,1012,4,0
10550,5416,134,20250912,6.4,1144,21,0
10551,4848,245,20231106,5.6,1087,14,0
10552,2242,312,20230610,10.0,248,2,0
10553,5632,236,20250530,5.4,279,6,0
10554,4400,168,20230211,6.0,241,0,0
10555,3383,181,20240402,6.7,904,1,0
10556,3074,91,20250211,8.6,261,9,1
10557,5267,257,20230510,6.0,615,1,0
10558,3565,52,20230603,6.5,148,3,0
10559,851,37,20240614,6.9,891,2,0
10560,4311,320,20251008,7.0,762,4,0
10561,1250,132,20240203,8.5,169,3,0
10562,355,359,20230320,8.1,29,0,0
10563,4302,258,20240603,7.3,658,0,0
10564,4562,194,20241102,8.5,197,5,0
10565,3911,238,20241209,9.0,901,0,0
10566,1135,210,20240207,7.8,369,7,0
10567,2290,358,20250513,9.6,855,8,0
10568,3302,284,20230623,9.2,544,1,0
10569,5678,290,20240725,5.9,60,1,1
10570,2226,136,20240202,5.8,1184,3,0
10571,4538,245,20251203,9.1,462,1,0
10572,5811,321,20230517,9.1,969,1,0
10573,1390,52,20250530,6.1,725,4,0
10574,811,216,20250505,4.2,750,4,0
10575,2413,12,20240422,9.9,408,9,0
10576,4130,60,20230207,6.6,387,1,0
10577,2289,259,20250725,5.7,876,14,0
10578,3799,62,20250814,8.4,871,3,0
10579,4803,326,20241030,8.4,368,0,0
10580,3422,192,20230909,6.2,1007,0,0
10581,3610,300,20240401,8.7,680,16,0
10582,1069,79,20251126,4.9,440,1,1
10583,2813,314,20250808,6.4,1003,11,0
10584,4529,332,20250214,8.5,917,14,0
10585,145,336,20250422,6.7,64,6,0
10586,505,163,20250602,7.6,1128,0,0
10587,4255,269,20250124,7.0,232,21,0
10588,4747,311,20240403,8.6,581,4,0
10589,2089,85,20231123,7.0,401,26,0
10590,4347,55,20241117,6.7,776,4,0
10591,2120,335,20230711,6.9,561,0,0
10592,1598,40,20240313,7.1,208,14,0
10593,3968,167,20240805,6.8,885,8,0
10594,5035,326,20250831,5.3,273,0,0
10595,3716,151,20230507,7.1,1155,23,1
10596,5295,258,20250813,5.4,1094,2,0
10597,1960,101,20250127,9.2,519,1,0
10598,1610,194,20250224,6.8,347,1,0
10599,4828,249,20240916,10.0,883,0,0
10600,1378,146,20231109,8.4,1106,4,0
10601,4979,199,20240921,10.0,297,1,0
10602,5416,66,20231110,7.3,454,1,0
10603,4728,276,20230228,4.4,162,15,0
10604,1009,337,20251029,5.9,560,1,0
10605,3431,40,20250909,7.8,1083,1,0
10606,2431,257,20241229,8.2,297,14,0
10607,2258,238,20240423,8.9,1102,4,0
10608,3239,128,20250313,7.7,741,1,1
10609,4580,296,20230106,5.9,337,1,0
10610,4121,32,20250925,7.0,152,2,0
10611,4100,353,20241206,6.6,822,0,0
10612,2867,158,20230327,8.3,762,6,0
10613,3786,143,20250308,6.7,1130,16,0
10614,75,114,20250102,6.8,1186,4,0
10615,3339,260,20251101,7.4,994,1,0
10616,5081,133,20251111,7.9,810,6,0
10617,117,163,20250213,9.5,942,0,0
10618,4864,210,20240505,6.6,187,2,0
10619,444,161,20230609,8.2,756,1,0
10620,4186,277,20230910,9.4,292,16,0
10621,2001,83,20240807,7.7,253,2,1
10622,4051,57,20240317,9.2,731,2,0
10623,2239,37,20251215,7.1,204,0,0
10624,1758,119,20250727,9.0,402,0,0
10625,1413,134,20240920,10.0,981,38,0
10626,4583,57,20240506,9.7,948,5,0
10627,2595,313,20250313,5.8,1120,2,0
10628,2862,188,20240117,5.8,866,11,0
10629,2191,87,20240514,8.6,316,1,0
10630,5528,2,20240922,8.1,491,0,0
10631,2584,172,20230618,6.5,336,6,0
10632,3521,309,20230122,5.2,1021,0,0
10633,244,221,20231210,10.0,1098,9,0
10634,2058,145,20231213,5.2,389,15,1
10635,4963,237,20240112,4.5,496,3,0
10636,290,36,20240302,5.7,985,16,0
10637,467,63,20240405,7.2,572,8,0
10638,2285,189,20231121,6.2,362,4,0
10639,3287,241,20230624,8.4,371,13,0
10640,1077,300,20250522,5.3,501,16,0
10641,5019,19,20230719,6.1,653,2,0
10642,3025,233,20240829,8.5,347,8,0
10643,3551,276,20251108,8.2,761,20,0
10644,3467,107,20240227,6.4,82,15,0
10645,3385,11,20241114,1.9,801,13,0
10646,4171,332,20231116,8.3,956,13,0
10647,1483,339,20250406,4.7,1009,2,1
10648,3229,68,20240112,10.0,659,1,0
10649,4164,83,20240429,5.5,804,5,0
10650,4721,113,20250509,7.2,948,0,0
10651,436,141,20250613,7.3,886,4,0
10652,1640,290,20250823,6.6,180,9,0
10653,5054,19,20240102,7.6,713,9,0
10654,3603,83,20230702,9.2,1111,19,0
10655,195,192,20240523,8.6,1053,20,0
10656,4628,209,20250215,4.6,1095,7,0
10657,5039,155,20240101,7.4,776,3,0
10658,4762,53,20240608,6.3,499,0,0
10659,5347,85,20250428,6.9,858,8,0
10660,1558,108,20250411,9.5,1158,2,1
10661,4125,58,20230831,7.2,318,14,0
10662,4773,355,20230928,7.2,817,1,0
10663,1396,12,20240228,8.4,934,5,0
10664,151,281,20230605,7.8,1166,1,0
10665,2417,204,20240624,7.0,1054,7,0
10666,1318,119,20250717,6.5,855,21,0
10667,3244,347,20230626,7.4,356,1,0
10668,5541,110,20250124,8.8,1168,3,0
10669,2186,205,20240415,9.6,366,3,0
10670,1161,206,20240416,7.1,470,2,0
10671,3038,102,20230412,7.5,46,2,0
10672,3603,172,20250307,10.0,446,17,0
10673,5512,204,20251214,9.1,1022,2,1
10674,2324,211,20251025,8.4,123,5,0
10675,686,203,20240614,8.0,12,13,0
10676,1242,172,20250527,7.2,385,1,0
10677,1796,35,20241201,6.6,246,11,0
10678,5258,252,20230727,6.9,306,1,0
10679,249,239,20241129,6.8,64,13,0
10680,3666,263,20241113,6.8,660,4,0
10681,4421,290,20241026,5.9,442,2,0
10682,4770,6,20230418,7.4,348,6,0
10683,924,190,20230917,8.6,810,3,0
10684,2779,68,20250928,6.6,876,0,0
10685,5040,66,20241203,9.8,1041,6,0
10686,2074,212,20230718,7.4,483,1,1
10687,800,93,20230921,8.2,27,0,0
10688,662,26,20230111,7.7,177,2,0
10689,4411,137,20250519,7.9,542,3,0
10690,2995,335,20231022,4.2,131,3,0
10691,5196,176,20240908,6.7,453,2,0
10692,3717,20,20230317,7.7,645,7,0
10693,4511,67,20250325,6.2,257,0,0
10694,4767,124,20250614,7.8,750,8,0
10695,4047,255,20250406,8.9,40,5,0
10696,141,270,20230727,6.8,344,34,0
10697,5669,189,20241204,7.8,29,1,0
10698,2744,119,20250625,9.3,202,2,0
10699,586,308,20250611,7.7,730,9,1
10700,2634,329,20240225,7.9,113,1,0
10701,5330,204,20251229,7.5,244,2,0
10702,2538,106,20231231,7.9,762,10,0
10703,5920,141,20240206,8.9,199,1,0
10704,2755,332,20250112,9.8,1146,3,0
10705,2407,337,20250803,7.2,498,0,0
10706,1354,134,20230125,3.8,857,9,0
10707,2094,7,20240810,8.2,765,5,0
10708,4516,37,20250209,7.4,995,1,0
10709,3373,225,20230414,8.4,15,7,0
10710,4335,95,20250313,7.2,703,10,0
10711,528,326,20250208,9.3,337,2,0
10712,5111,204,20230709,9.2,611,1,1
10713,2071,107,20241110,9.5,894,1,0
10714,5568,126,20240421,6.6,794,0,0
