product_id,anime_id,sku,product_name,product_category,license_type,unit_cost_usd,list_price_usd
352,225,ANI-00352,Apparel Collection 0352,Apparel,Limited,24.36,44.92
353,242,ANI-00353,Accessory Collection 0353,Accessory,Standard,64.21,96.29
354,259,ANI-00354,Poster Collection 0354,Poster,Exclusive,9.66,23.2
355,276,ANI-00355,Figure Collection 0355,Figure,Limited,23.21,37.08
356,293,ANI-00356,Blu-ray Collection 0356,Blu-ray,Standard,81.44,199.58
357,310,ANI-00357,Apparel Collection 0357,Apparel,Exclusive,45.43,92.71
358,327,ANI-00358,Accessory Collection 0358,Accessory,Limited,25.0,39.58
359,344,ANI-00359,Poster Collection 0359,Poster,Standard,11.27,18.06
360,,ANI-00360,Figure Collection 0360,Figure,Exclusive,61.04,125.47
361,18,ANI-00361,Blu-ray Collection 0361,Blu-ray,Limited,47.59,107.03
362,35,ANI-00362,Apparel Collection 0362,Apparel,Standard,81.75,153.17
363,52,ANI-00363,Accessory Collection 0363,Accessory,Exclusive,39.92,97.75
364,69,ANI-00364,Poster Collection 0364,Poster,Limited,85.17,177.04
365,86,ANI-00365,Figure Collection 0365,Figure,Standard,87.3,213.84
366,103,ANI-00366,Blu-ray Collection 0366,Blu-ray,Exclusive,50.49,80.29
367,120,ANI-00367,Apparel Collection 0367,Apparel,Limited,6.89,11.19
368,137,ANI-00368,Accessory Collection 0368,Accessory,Standard,17.03,32.85
369,154,ANI-00369,Poster Collection 0369,Poster,Exclusive,7.63,17.96
370,171,ANI-00370,Figure Collection 0370,Figure,Limited,58.87,137.53
371,188,ANI-00371,Blu-ray Collection 0371,Blu-ray,Standard,31.11,77.82
372,205,ANI-00372,Apparel Collection 0372,Apparel,Exclusive,85.44,116.35
373,222,ANI-00373,Accessory Collection 0373,Accessory,Limited,7.91,11.59
374,239,ANI-00374,Poster Collection 0374,Poster,Standard,24.12,43.51
375,256,ANI-00375,Figure Collection 0375,Figure,Exclusive,21.02,34.1
376,273,ANI-00376,Blu-ray Collection 0376,Blu-ray,Limited,42.16,100.87
377,290,ANI-00377,Apparel Collection 0377,Apparel,Standard,45.33,71.31
378,307,ANI-00378,Accessory Collection 0378,Accessory,Exclusive,16.61,40.14
379,324,ANI-00379,Poster Collection 0379,Poster,Limited,58.83,104.51
380,,ANI-00380,Figure Collection 0380,Figure,Standard,80.3,128.94
381,358,ANI-00381,Blu-ray Collection 0381,Blu-ray,Exclusive,47.1,80.38
382,15,ANI-00382,Apparel Collection 0382,Apparel,Limited,59.81,146.19
383,32,ANI-00383,Accessory Collection 0383,Accessory,Standard,30.08,58.63
384,49,ANI-00384,Poster Collection 0384,Poster,Exclusive,3.76,7.62
385,66,ANI-00385,Figure Collection 0385,Figure,Limited,71.03,137.33
386,83,ANI-00386,Blu-ray Collection 0386,Blu-ray,Standard,81.45,208.9
387,100,ANI-00387,Apparel Collection 0387,Apparel,Exclusive,77.16,157.86
388,117,ANI-00388,Accessory Collection 0388,Accessory,Limited,60.34,138.02
389,134,ANI-00389,Poster Collection 0389,Poster,Standard,18.38,32.8
390,151,ANI-00390,Figure Collection 0390,Figure,Exclusive,44.38,84.65
391,168,ANI-00391,Blu-ray Collection 0391,Blu-ray,Limited,58.88,99.5
392,185,ANI-00392,Apparel Collection 0392,Apparel,Standard,53.97,93.48
393,202,ANI-00393,Accessory Collection 0393,Accessory,Exclusive,29.67,62.8
394,219,ANI-00394,Poster Collection 0394,Poster,Limited,60.98,102.18
395,236,ANI-00395,Figure Collection 0395,Figure,Standard,38.34,61.63
396,253,ANI-00396,Blu-ray Collection 0396,Blu-ray,Exclusive,48.12,84.66
397,270,ANI-00397,Apparel Collection 0397,Apparel,Limited,61.4,136.6
398,287,ANI-00398,Accessory Collection 0398,Accessory,Standard,6.32,10.41
399,304,ANI-00399,Poster Collection 0399,Poster,Exclusive,84.51,166.63
400,,ANI-00400,Figure Collection 0400,Figure,Limited,51.78,124.86
401,338,ANI-00401,Blu-ray Collection 0401,Blu-ray,Standard,21.45,33.54
402,355,ANI-00402,Apparel Collection 0402,Apparel,Exclusive,3.59,5.81
403,12,ANI-00403,Accessory Collection 0403,Accessory,Limited,55.82,95.3
404,29,ANI-00404,Poster Collection 0404,Poster,Standard,44.04,65.95
405,46,ANI-00405,Figure Collection 0405,Figure,Exclusive,81.79,179.51
406,63,ANI-00406,Blu-ray Collection 0406,Blu-ray,Limited,18.87,29.52
407,80,ANI-00407,Apparel Collection 0407,Apparel,Standard,74.92,146.1
408,97,ANI-00408,Accessory Collection 0408,Accessory,Exclusive,34.4,73.82
409,114,ANI-00409,Poster Collection 0409,Poster,Limited,34.24,48.18
410,131,ANI-00410,Figure Collection 0410,Figure,Standard,47.55,104.63
411,148,ANI-00411,Blu-ray Collection 0411,Blu-ray,Exclusive,50.74,126.56
412,165,ANI-00412,Apparel Collection 0412,Apparel,Limited,58.23,84.62
413,182,ANI-00413,Accessory Collection 0413,Accessory,Standard,61.01,86.18
414,199,ANI-00414,Poster Collection 0414,Poster,Exclusive,43.88,62.15
415,216,ANI-00415,Figure Collection 0415,Figure,Limited,19.46,41.25
416,233,ANI-00416,Blu-ray Collection 0416,Blu-ray,Standard,72.62,155.48
417,250,ANI-00417,Apparel Collection 0417,Apparel,Exclusive,22.13,31.86
418,267,ANI-00418,Accessory Collection 0418,Accessory,Limited,80.69,109.61
419,284,ANI-00419,Poster Collection 0419,Poster,Standard,77.81,200.52
420,,ANI-00420,Figure Collection 0420,Figure,Exclusive,81.19,134.1
421,318,ANI-00421,Blu-ray Collection 0421,Blu-ray,Limited,5.58,11.32
422,335,ANI-00422,Apparel Collection 0422,Apparel,Standard,48.72,122.14
423,352,ANI-00423,Accessory Collection 0423,Accessory,Exclusive,89.56,211.19
424,9,ANI-00424,Poster Collection 0424,Poster,Limited,19.69,49.22
425,26,ANI-00425,Figure Collection 0425,Figure,Standard,83.64,202.7
426,43,ANI-00426,Blu-ray Collection 0426,Blu-ray,Exclusive,2.97,5.95
427,60,ANI-00427,Apparel Collection 0427,Apparel,Limited,74.62,130.49
428,77,ANI-00428,Accessory Collection 0428,Accessory,Standard,45.37,99.13
429,94,ANI-00429,Poster Collection 0429,Poster,Exclusive,30.16,55.43
430,111,ANI-00430,Figure Collection 0430,Figure,Limited,66.32,140.14
431,128,ANI-00431,Blu-ray Collection 0431,Blu-ray,Standard,82.99,187.0
432,145,ANI-00432,Apparel Collection 0432,Apparel,Exclusive,12.25,22.61
433,162,ANI-00433,Accessory Collection 0433,Accessory,Limited,24.46,54.58
434,179,ANI-00434,Poster Collection 0434,Poster,Standard,2.9,4.74
435,196,ANI-00435,Figure Collection 0435,Figure,Exclusive,41.42,61.81
436,213,ANI-00436,Blu-ray Collection 0436,Blu-ray,Limited,73.15,156.11
437,230,ANI-00437,Apparel Collection 0437,Apparel,Standard,28.53,52.89
438,247,ANI-00438,Accessory Collection 0438,Accessory,Exclusive,79.85,135.31
439,264,ANI-00439,Poster Collection 0439,Poster,Limited,14.16,31.44
440,,ANI-00440,Figure Collection 0440,Figure,Standard,27.07,40.65
441,298,ANI-00441,Blu-ray Collection 0441,Blu-ray,Exclusive,87.54,225.01
442,315,ANI-00442,Apparel Collection 0442,Apparel,Limited,22.6,51.67
443,332,ANI-00443,Accessory Collection 0443,Accessory,Standard,5.71,11.22
444,349,ANI-00444,Poster Collection 0444,Poster,Exclusive,11.87,25.06
445,6,ANI-00445,Figure Collection 0445,Figure,Limited,10.92,15.93
446,23,ANI-00446,Blu-ray Collection 0446,Blu-ray,Standard,3.75,9.03
447,40,ANI-00447,Apparel Collection 0447,Apparel,Exclusive,67.22,99.45
448,57,ANI-00448,Accessory Collection 0448,Accessory,Limited,56.95,135.39
449,74,ANI-00449,Poster Collection 0449,Poster,Standard,45.0,102.85
450,91,ANI-00450,Figure Collection 0450,Figure,Exclusive,75.1,148.95
451,108,ANI-00451,Blu-ray Collection 0451,Blu-ray,Limited,28.6,49.69
452,125,ANI-00452,Apparel Collection 0452,Apparel,Standard,15.12,23.08
453,142,ANI-00453,Accessory Collection 0453,Accessory,Exclusive,88.95,225.48
454,159,ANI-00454,Poster Collection 0454,Poster,Limited,83.85,183.77
455,176,ANI-00455,Figure Collection 0455,Figure,Standard,54.8,78.33
456,193,ANI-00456,Blu-ray Collection 0456,Blu-ray,Exclusive,14.37,23.32
457,210,ANI-00457,Apparel Collection 0457,Apparel,Limited,74.37,111.85
458,227,ANI-00458,Accessory Collection 0458,Accessory,Standard,16.45,34.47
459,244,ANI-00459,Poster Collection 0459,Poster,Exclusive,33.73,60.05
460,,ANI-00460,Figure Collection 0460,Figure,Limited,12.64,22.12
461,278,ANI-00461,Blu-ray Collection 0461,Blu-ray,Standard,78.36,111.48
462,295,ANI-00462,Apparel Collection 0462,Apparel,Exclusive,76.36,125.21
463,312,ANI-00463,Accessory Collection 0463,Accessory,Limited,7.17,11.11
464,329,ANI-00464,Poster Collection 0464,Poster,Standard,62.82,87.64
465,346,ANI-00465,Figure Collection 0465,Figure,Exclusive,39.02,63.61
466,3,ANI-00466,Blu-ray Collection 0466,Blu-ray,Limited,43.17,105.36
467,20,ANI-00467,Apparel Collection 0467,Apparel,Standard,75.07,151.73
468,37,ANI-00468,Accessory Collection 0468,Accessory,Exclusive,25.77,65.38
469,54,ANI-00469,Poster Collection 0469,Poster,Limited,8.79,12.75
470,71,ANI-00470,Figure Collection 0470,Figure,Standard,70.7,147.61
471,88,ANI-00471,Blu-ray Collection 0471,Blu-ray,Exclusive,4.17,9.49
472,105,ANI-00472,Apparel Collection 0472,Apparel,Limited,10.18,19.19
473,122,ANI-00473,Accessory Collection 0473,Accessory,Standard,81.12,176.25
474,139,ANI-00474,Poster Collection 0474,Poster,Exclusive,23.83,58.84
475,156,ANI-00475,Figure Collection 0475,Figure,Limited,80.25,192.55
476,173,ANI-00476,Blu-ray Collection 0476,Blu-ray,Standard,44.76,86.88
477,190,ANI-00477,Apparel Collection 0477,Apparel,Exclusive,49.13,104.41
478,207,ANI-00478,Accessory Collection 0478,Accessory,Limited,80.38,185.1
479,224,ANI-00479,Poster Collection 0479,Poster,Standard,68.11,95.19
480,,ANI-00480,Figure Collection 0480,Figure,Exclusive,50.94,98.1
481,258,ANI-00481,Blu-ray Collection 0481,Blu-ray,Limited,61.32,87.03
482,275,ANI-00482,Apparel Collection 0482,Apparel,Standard,21.73,32.36
483,292,ANI-00483,Accessory Collection 0483,Accessory,Exclusive,22.35,46.37
484,309,ANI-00484,Poster Collection 0484,Poster,Limited,56.05,114.09
485,326,ANI-00485,Figure Collection 0485,Figure,Standard,19.32,49.33
486,343,ANI-00486,Blu-ray Collection 0486,Blu-ray,Exclusive,46.83,74.31
487,360,ANI-00487,Apparel Collection 0487,Apparel,Limited,53.09,73.41
488,17,ANI-00488,Accessory Collection 0488,Accessory,Standard,9.3,19.54
489,34,ANI-00489,Poster Collection 0489,Poster,Exclusive,73.75,149.8
490,51,ANI-00490,Figure Collection 0490,Figure,Limited,17.41,40.03
491,68,ANI-00491,Blu-ray Collection 0491,Blu-ray,Standard,63.94,106.77
492,85,ANI-00492,Apparel Collection 0492,Apparel,Exclusive,42.71,106.6
493,102,ANI-00493,Accessory Collection 0493,Accessory,Limited,40.41,80.37
494,119,ANI-00494,Poster Collection 0494,Poster,Standard,6.17,13.27
495,136,ANI-00495,Figure Collection 0495,Figure,Exclusive,9.14,21.95
496,153,ANI-00496,Blu-ray Collection 0496,Blu-ray,Limited,6.72,16.15
497,170,ANI-00497,Apparel Collection 0497,Apparel,Standard,56.42,120.3
498,187,ANI-00498,Accessory Collection 0498,Accessory,Exclusive,51.15,91.79
499,204,ANI-00499,Poster Collection 0499,Poster,Limited,24.67,63.31
500,,ANI-00500,Figure Collection 0500,Figure,Standard,83.91,198.79
501,238,ANI-00501,Blu-ray Collection 0501,Blu-ray,Exclusive,84.26,128.44
502,255,ANI-00502,Apparel Collection 0502,Apparel,Limited,41.14,81.65
503,272,ANI-00503,Accessory Collection 0503,Accessory,Standard,35.5,61.29
504,289,ANI-00504,Poster Collection 0504,Poster,Exclusive,22.96,49.05
505,306,ANI-00505,Figure Collection 0505,Figure,Limited,14.22,25.53
506,323,ANI-00506,Blu-ray Collection 0506,Blu-ray,Standard,40.06,66.76
507,340,ANI-00507,Apparel Collection 0507,Apparel,Exclusive,34.64,56.93
508,357,ANI-00508,Accessory Collection 0508,Accessory,Limited,40.85,102.56
509,14,ANI-00509,Poster Collection 0509,Poster,Standard,69.96,129.17
510,31,ANI-00510,Figure Collection 0510,Figure,Exclusive,37.6,72.52
511,48,ANI-00511,Blu-ray Collection 0511,Blu-ray,Limited,50.3,113.55
512,65,ANI-00512,Apparel Collection 0512,Apparel,Standard,76.76,143.83
513,82,ANI-00513,Accessory Collection 0513,Accessory,Exclusive,27.67,43.25
514,99,ANI-00514,Poster Collection 0514,Poster,Limited,83.5,146.61
515,116,ANI-00515,Figure Collection 0515,Figure,Standard,19.28,32.42
516,133,ANI-00516,Blu-ray Collection 0516,Blu-ray,Exclusive,32.44,49.58
517,150,ANI-00517,Apparel Collection 0517,Apparel,Limited,40.88,96.6
518,167,ANI-00518,Accessory Collection 0518,Accessory,Standard,21.23,48.44
519,184,ANI-00519,Poster Collection 0519,Poster,Exclusive,10.24,26.41
520,,ANI-00520,Figure Collection 0520,Figure,Limited,68.78,146.58
521,218,ANI-00521,Blu-ray Collection 0521,Blu-ray,Standard,5.46,14.12
522,235,ANI-00522,Apparel Collection 0522,Apparel,Exclusive,55.73,117.09
523,252,ANI-00523,Accessory Collection 0523,Accessory,Limited,13.58,35.21
524,269,ANI-00524,Poster Collection 0524,Poster,Standard,66.38,98.04
525,286,ANI-00525,Figure Collection 0525,Figure,Exclusive,15.87,39.9
526,303,ANI-00526,Blu-ray Collection 0526,Blu-ray,Limited,25.28,60.91
527,320,ANI-00527,Apparel Collection 0527,Apparel,Standard,32.64,83.81
528,337,ANI-00528,Accessory Collection 0528,Accessory,Exclusive,73.43,178.64
529,354,ANI-00529,Poster Collection 0529,Poster,Limited,39.94,71.15
530,11,ANI-00530,Figure Collection 0530,Figure,Standard,39.41,91.28
531,28,ANI-00531,Blu-ray Collection 0531,Blu-ray,Exclusive,70.6,146.93
532,45,ANI-00532,Apparel Collection 0532,Apparel,Limited,16.86,25.95
533,62,ANI-00533,Accessory Collection 0533,Accessory,Standard,55.06,101.84
534,79,ANI-00534,Poster Collection 0534,Poster,Exclusive,60.86,104.14
535,96,ANI-00535,Figure Collection 0535,Figure,Limited,41.45,73.08
536,113,ANI-00536,Blu-ray Collection 0536,Blu-ray,Standard,13.79,28.93
537,130,ANI-00537,Apparel Collection 0537,Apparel,Exclusive,24.7,54.39
538,147,ANI-00538,Accessory Collection 0538,Accessory,Limited,18.23,41.34
539,164,ANI-00539,Poster Collection 0539,Poster,Standard,18.37,27.62
540,,ANI-00540,Figure Collection 0540,Figure,Exclusive,79.63,163.01
541,198,ANI-00541,Blu-ray Collection 0541,Blu-ray,Limited,83.4,201.39
542,215,ANI-00542,Apparel Collection 0542,Apparel,Standard,62.14,140.46
543,232,ANI-00543,Accessory Collection 0543,Accessory,Exclusive,22.35,35.33
544,249,ANI-00544,Poster Collection 0544,Poster,Limited,51.69,85.05
545,266,ANI-00545,Figure Collection 0545,Figure,Standard,29.33,69.2
546,283,ANI-00546,Blu-ray Collection 0546,Blu-ray,Exclusive,34.53,80.14
547,300,ANI-00547,Apparel Collection 0547,Apparel,Limited,18.01,36.05
548,317,ANI-00548,Accessory Collection 0548,Accessory,Standard,13.39,28.14
549,334,ANI-00549,Poster Collection 0549,Poster,Exclusive,30.54,60.77
550,351,ANI-00550,Figure Collection 0550,Figure,Limited,49.69,81.89
551,8,ANI-00551,Blu-ray Collection 0551,Blu-ray,Standard,51.05,117.15
552,25,ANI-00552,Apparel Collection 0552,Apparel,Exclusive,82.73,169.24
553,42,ANI-00553,Accessory Collection 0553,Accessory,Limited,70.64,144.69
554,59,ANI-00554,Poster Collection 0554,Poster,Standard,33.72,65.66
555,76,ANI-00555,Figure Collection 0555,Figure,Exclusive,13.75,25.43
556,93,ANI-00556,Blu-ray Collection 0556,Blu-ray,Limited,66.89,128.59
557,110,ANI-00557,Apparel Collection 0557,Apparel,Standard,88.84,141.2
558,127,ANI-00558,Accessory Collection 0558,Accessory,Exclusive,16.72,43.25
559,144,ANI-00559,Poster Collection 0559,Poster,Limited,69.24,160.86
560,,ANI-00560,Figure Collection 0560,Figure,Standard,9.79,15.72
561,178,ANI-00561,Blu-ray Collection 0561,Blu-ray,Exclusive,21.95,42.43
562,195,ANI-00562,Apparel Collection 0562,Apparel,Limited,63.27,107.63
563,212,ANI-00563,Accessory Collection 0563,Accessory,Standard,3.8,9.68
564,229,ANI-00564,Poster Collection 0564,Poster,Exclusive,77.83,162.32
565,246,ANI-00565,Figure Collection 0565,Figure,Limited,48.36,71.7
566,263,ANI-00566,Blu-ray Collection 0566,Blu-ray,Standard,43.46,65.91
567,280,ANI-00567,Apparel Collection 0567,Apparel,Exclusive,73.8,114.52
568,297,ANI-00568,Accessory Collection 0568,Accessory,Limited,73.58,136.62
569,314,ANI-00569,Poster Collection 0569,Poster,Standard,21.59,55.01
570,331,ANI-00570,Figure Collection 0570,Figure,Exclusive,88.12,147.94
571,348,ANI-00571,Blu-ray Collection 0571,Blu-ray,Limited,13.74,34.27
572,5,ANI-00572,Apparel Collection 0572,Apparel,Standard,3.16,7.74
573,22,ANI-00573,Accessory Collection 0573,Accessory,Exclusive,7.93,18.99
574,39,ANI-00574,Poster Collection 0574,Poster,Limited,7.37,10.52
575,56,ANI-00575,Figure Collection 0575,Figure,Standard,16.76,42.85
576,73,ANI-00576,Blu-ray Collection 0576,Blu-ray,Exclusive,4.89,9.74
577,90,ANI-00577,Apparel Collection 0577,Apparel,Limited,72.89,176.45
578,107,ANI-00578,Accessory Collection 0578,Accessory,Standard,2.89,4.06
579,124,ANI-00579,Poster Collection 0579,Poster,Exclusive,40.96,80.62
580,,ANI-00580,Figure Collection 0580,Figure,Limited,85.47,177.54
581,158,ANI-00581,Blu-ray Collection 0581,Blu-ray,Standard,14.07,33.43
582,175,ANI-00582,Apparel Collection 0582,Apparel,Exclusive,67.58,122.41
583,192,ANI-00583,Accessory Collection 0583,Accessory,Limited,85.88,138.77
584,209,ANI-00584,Poster Collection 0584,Poster,Standard,65.89,160.61
585,226,ANI-00585,Figure Collection 0585,Figure,Exclusive,8.23,19.04
586,243,ANI-00586,Blu-ray Collection 0586,Blu-ray,Limited,37.78,57.58
587,260,ANI-00587,Apparel Collection 0587,Apparel,Standard,20.54,30.93
588,277,ANI-00588,Accessory Collection 0588,Accessory,Exclusive,62.74,157.31
589,294,ANI-00589,Poster Collection 0589,Poster,Limited,63.9,161.87
590,311,ANI-00590,Figure Collection 0590,Figure,Standard,40.52,96.79
591,328,ANI-00591,Blu-ray Collection 0591,Blu-ray,Exclusive,41.17,106.21
592,345,ANI-00592,Apparel Collection 0592,Apparel,Limited,24.33,55.84
593,2,ANI-00593,Accessory Collection 0593,Accessory,Standard,18.46,28.89
594,19,ANI-00594,Poster Collection 0594,Poster,Exclusive,29.74,73.57
595,36,ANI-00595,Figure Collection 0595,Figure,Limited,30.67,57.59
596,53,ANI-00596,Blu-ray Collection 0596,Blu-ray,Standard,20.54,30.31
597,70,ANI-00597,Apparel Collection 0597,Apparel,Exclusive,65.29,89.56
598,87,ANI-00598,Accessory Collection 0598,Accessory,Limited,36.26,55.95
599,104,ANI-00599,Poster Collection 0599,Poster,Standard,60.57,102.26
600,,ANI-00600,Figure Collection 0600,Figure,Exclusive,12.17,19.07
601,138,ANI-00601,Blu-ray Collection 0601,Blu-ray,Limited,76.18,146.25
602,155,ANI-00602,Apparel Collection 0602,Apparel,Standard,76.64,146.83
603,172,ANI-00603,Accessory Collection 0603,Accessory,Exclusive,42.8,66.29
604,189,ANI-00604,Poster Collection 0604,Poster,Limited,88.72,217.54
605,206,ANI-00605,Figure Collection 0605,Figure,Standard,13.23,24.54
606,223,ANI-00606,Blu-ray Collection 0606,Blu-ray,Exclusive,58.06,86.42
607,240,ANI-00607,Apparel Collection 0607,Apparel,Limited,28.88,62.94
608,257,ANI-00608,Accessory Collection 0608,Accessory,Standard,63.99,135.1
609,274,ANI-00609,Poster Collection 0609,Poster,Exclusive,61.26,108.31
610,291,ANI-00610,Figure Collection 0610,Figure,Limited,47.2,110.9
611,308,ANI-00611,Blu-ray Collection 0611,Blu-ray,Standard,55.05,132.75
612,325,ANI-00612,Apparel Collection 0612,Apparel,Exclusive,73.54,171.18
613,342,ANI-00613,Accessory Collection 0613,Accessory,Limited,64.53,97.72
614,359,ANI-00614,Poster Collection 0614,Poster,Standard,2.8,6.31
615,16,ANI-00615,Figure Collection 0615,Figure,Exclusive,70.13,165.31
616,33,ANI-00616,Blu-ray Collection 0616,Blu-ray,Limited,46.15,115.63
617,50,ANI-00617,Apparel Collection 0617,Apparel,Standard,24.19,53.59
618,67,ANI-00618,Accessory Collection 0618,Accessory,Exclusive,3.21,6.58
619,84,ANI-00619,Poster Collection 0619,Poster,Limited,58.46,94.55
620,,ANI-00620,Figure Collection 0620,Figure,Standard,59.77,118.77
621,118,ANI-00621,Blu-ray Collection 0621,Blu-ray,Exclusive,21.59,52.67
622,135,ANI-00622,Apparel Collection 0622,Apparel,Limited,74.29,146.34
623,152,ANI-00623,Accessory Collection 0623,Accessory,Standard,10.79,19.88
624,169,ANI-00624,Poster Collection 0624,Poster,Exclusive,22.15,37.84
625,186,ANI-00625,Figure Collection 0625,Figure,Limited,69.81,101.78
626,203,ANI-00626,Blu-ray Collection 0626,Blu-ray,Standard,19.67,26.56
627,220,ANI-00627,Apparel Collection 0627,Apparel,Exclusive,87.99,156.66
628,237,ANI-00628,Accessory Collection 0628,Accessory,Limited,47.57,74.01
629,254,ANI-00629,Poster Collection 0629,Poster,Standard,17.93,41.51
630,271,ANI-00630,Figure Collection 0630,Figure,Exclusive,46.28,97.27
631,288,ANI-00631,Blu-ray Collection 0631,Blu-ray,Limited,87.49,134.62
632,305,ANI-00632,Apparel Collection 0632,Apparel,Standard,76.34,183.42
633,322,ANI-00633,Accessory Collection 0633,Accessory,Exclusive,51.57,106.19
634,339,ANI-00634,Poster Collection 0634,Poster,Limited,22.19,40.97
635,356,ANI-00635,Figure Collection 0635,Figure,Standard,32.07,61.4
636,13,ANI-00636,Blu-ray Collection 0636,Blu-ray,Exclusive,54.46,131.65
637,30,ANI-00637,Apparel Collection 0637,Apparel,Limited,21.77,41.52
638,47,ANI-00638,Accessory Collection 0638,Accessory,Standard,82.92,184.76
639,64,ANI-00639,Poster Collection 0639,Poster,Exclusive,27.99,41.45
640,,ANI-00640,Figure Collection 0640,Figure,Limited,81.2,202.17
641,98,ANI-00641,Blu-ray Collection 0641,Blu-ray,Standard,37.27,76.35
642,115,ANI-00642,Apparel Collection 0642,Apparel,Exclusive,82.05,206.97
643,132,ANI-00643,Accessory Collection 0643,Accessory,Limited,16.49,28.84
644,149,ANI-00644,Poster Collection 0644,Poster,Standard,73.4,139.94
645,166,ANI-00645,Figure Collection 0645,Figure,Exclusive,77.08,128.45
646,183,ANI-00646,Blu-ray Collection 0646,Blu-ray,Limited,34.51,84.23
647,200,ANI-00647,Apparel Collection 0647,Apparel,Standard,89.92,151.77
648,217,ANI-00648,Accessory Collection 0648,Accessory,Exclusive,88.76,202.79
649,234,ANI-00649,Poster Collection 0649,Poster,Limited,18.68,43.07
650,251,ANI-00650,Figure Collection 0650,Figure,Standard,48.26,107.53
651,268,ANI-00651,Blu-ray Collection 0651,Blu-ray,Exclusive,29.01,57.77
652,285,ANI-00652,Apparel Collection 0652,Apparel,Limited,23.03,40.67
653,302,ANI-00653,Accessory Collection 0653,Accessory,Standard,7.55,17.49
654,319,ANI-00654,Poster Collection 0654,Poster,Exclusive,39.03,88.14
655,336,ANI-00655,Figure Collection 0655,Figure,Limited,59.95,122.3
656,353,ANI-00656,Blu-ray Collection 0656,Blu-ray,Standard,82.29,179.02
657,10,ANI-00657,Apparel Collection 0657,Apparel,Exclusive,9.07,20.58
658,27,ANI-00658,Accessory Collection 0658,Accessory,Limited,28.42,41.43
659,44,ANI-00659,Poster Collection 0659,Poster,Standard,69.23,124.4
660,,ANI-00660,Figure Collection 0660,Figure,Exclusive,75.2,124.27
661,78,ANI-00661,Blu-ray Collection 0661,Blu-ray,Limited,16.75,42.24
662,95,ANI-00662,Apparel Collection 0662,Apparel,Standard,77.48,176.05
663,112,ANI-00663,Accessory Collection 0663,Accessory,Exclusive,29.61,57.81
664,129,ANI-00664,Poster Collection 0664,Poster,Limited,24.52,57.88
665,146,ANI-00665,Figure Collection 0665,Figure,Standard,75.25,128.95
666,163,ANI-00666,Blu-ray Collection 0666,Blu-ray,Exclusive,27.61,71.77
667,180,ANI-00667,Apparel Collection 0667,Apparel,Limited,41.88,59.28
668,197,ANI-00668,Accessory Collection 0668,Accessory,Standard,9.55,24.73
669,214,ANI-00669,Poster Collection 0669,Poster,Exclusive,44.77,62.66
670,231,ANI-00670,Figure Collection 0670,Figure,Limited,3.54,5.46
671,248,ANI-00671,Blu-ray Collection 0671,Blu-ray,Standard,38.56,79.03
672,265,ANI-00672,Apparel Collection 0672,Apparel,Exclusive,63.03,106.76
673,282,ANI-00673,Accessory Collection 0673,Accessory,Limited,63.01,114.39
674,299,ANI-00674,Poster Collection 0674,Poster,Standard,5.1,8.6
675,316,ANI-00675,Figure Collection 0675,Figure,Exclusive,89.05,170.04
676,333,ANI-00676,Blu-ray Collection 0676,Blu-ray,Limited,32.32,68.14
677,350,ANI-00677,Apparel Collection 0677,Apparel,Standard,76.34,142.68
678,7,ANI-00678,Accessory Collection 0678,Accessory,Exclusive,71.38,110.9
679,24,ANI-00679,Poster Collection 0679,Poster,Limited,57.84,138.63
680,,ANI-00680,Figure Collection 0680,Figure,Standard,64.81,113.91
681,58,ANI-00681,Blu-ray Collection 0681,Blu-ray,Exclusive,49.85,121.46
682,75,ANI-00682,Apparel Collection 0682,Apparel,Limited,39.49,71.47
683,92,ANI-00683,Accessory Collection 0683,Accessory,Standard,42.33,58.52
684,109,ANI-00684,Poster Collection 0684,Poster,Exclusive,49.51,104.13
685,126,ANI-00685,Figure Collection 0685,Figure,Limited,20.75,35.15
686,143,ANI-00686,Blu-ray Collection 0686,Blu-ray,Standard,77.72,123.67
687,160,ANI-00687,Apparel Collection 0687,Apparel,Exclusive,5.99,8.57
688,177,ANI-00688,Accessory Collection 0688,Accessory,Limited,9.36,23.05
689,194,ANI-00689,Poster Collection 0689,Poster,Standard,11.42,27.09
690,211,ANI-00690,Figure Collection 0690,Figure,Exclusive,5.74,10.84
691,228,ANI-00691,Blu-ray Collection 0691,Blu-ray,Limited,58.68,87.24
692,245,ANI-00692,Apparel Collection 0692,Apparel,Standard,18.24,44.53
693,262,ANI-00693,Accessory Collection 0693,Accessory,Exclusive,71.7,102.49
694,279,ANI-00694,Poster Collection 0694,Poster,Limited,9.96,15.92
695,296,ANI-00695,Figure Collection 0695,Figure,Standard,12.17,29.08
696,313,ANI-00696,Blu-ray Collection 0696,Blu-ray,Exclusive,76.25,183.02
697,330,ANI-00697,Apparel Collection 0697,Apparel,Limited,44.24,77.05
698,347,ANI-00698,Accessory Collection 0698,Accessory,Standard,58.72,121.28
699,4,ANI-00699,Poster Collection 0699,Poster,Exclusive,50.07,113.06
700,,ANI-00700,Figure Collection 0700,Figure,Limited,47.19,102.42
701,38,ANI-00701,Blu-ray Collection 0701,Blu-ray,Standard,43.31,102.46
702,55,ANI-00702,Apparel Collection 0702,Apparel,Exclusive,80.02,169.44
703,72,ANI-00703,Accessory Collection 0703,Accessory,Limited,39.98,81.51
