order_item_id,order_id,product_id,quantity,unit_price_usd,discount_usd,net_amount_usd
12017,4807,395,1,61.63,0.0,61.63
12018,4808,586,1,57.58,0.0,57.58
12019,4808,41,1,125.06,0.0,125.06
12020,4808,527,2,83.81,0.0,167.62
12021,4809,580,1,177.54,0.0,177.54
12022,4809,763,1,90.74,0.0,90.74
12023,4810,728,1,122.93,0.0,122.93
12024,4810,267,1,152.52,22.88,129.64
12025,4810,177,1,129.78,0.0,129.78
12026,4811,46,1,152.97,0.0,152.97
12027,4811,235,1,146.98,0.0,146.98
12028,4812,388,1,138.02,0.0,138.02
12029,4812,80,1,73.06,0.0,73.06
12030,4812,34,1,100.43,0.0,100.43
12031,4813,677,1,142.68,0.0,142.68
12032,4813,298,1,40.69,6.1,34.59
12033,4814,856,1,145.33,0.0,145.33
12034,4814,847,1,112.22,0.0,112.22
12035,4814,597,1,89.56,0.0,89.56
12036,4815,385,1,137.33,0.0,137.33
12037,4815,158,1,86.92,0.0,86.92
12038,4816,467,1,151.73,0.0,151.73
12039,4816,694,1,15.92,0.0,15.92
12040,4816,347,1,56.23,8.43,47.8
12041,4817,246,1,135.17,0.0,135.17
12042,4817,104,1,40.88,0.0,40.88
12043,4818,251,1,15.75,0.0,15.75
12044,4818,615,1,165.31,0.0,165.31
12045,4818,379,1,104.51,0.0,104.51
12046,4819,413,1,86.18,0.0,86.18
12047,4819,560,2,15.72,0.0,31.44
12048,4820,83,1,171.58,25.74,145.84
12049,4820,34,1,100.43,0.0,100.43
12050,4820,660,1,124.27,0.0,124.27
12051,4821,181,1,104.48,0.0,104.48
12052,4821,17,1,40.61,0.0,40.61
12053,4822,807,1,113.58,0.0,113.58
12054,4822,527,1,83.81,0.0,83.81
12055,4822,627,1,156.66,0.0,156.66
12056,4823,456,1,23.32,3.5,19.82
12057,4823,224,1,128.85,0.0,128.85
12058,4824,332,1,42.28,0.0,42.28
12059,4824,831,1,67.55,0.0,67.55
12060,4824,144,1,147.22,0.0,147.22
12061,4825,657,1,20.58,0.0,20.58
12062,4825,765,1,92.19,0.0,92.19
12063,4826,93,1,142.92,0.0,142.92
12064,4826,814,1,120.08,18.01,102.07
12065,4826,132,1,101.64,0.0,101.64
12066,4827,670,1,5.46,0.0,5.46
12067,4827,278,1,97.91,0.0,97.91
12068,4828,825,1,5.8,0.0,5.8
12069,4828,278,1,97.91,0.0,97.91
12070,4828,504,1,49.05,0.0,49.05
12071,4829,272,1,102.3,0.0,102.3
12072,4829,275,2,9.44,2.83,16.05
12073,4830,26,1,180.04,0.0,180.04
12074,4830,860,1,83.81,0.0,83.81
12075,4830,223,1,83.62,0.0,83.62
12076,4831,684,1,104.13,0.0,104.13
12077,4831,382,1,146.19,0.0,146.19
12078,4832,613,2,97.72,0.0,195.44
12079,4832,530,1,91.28,0.0,91.28
12080,4832,40,1,125.97,18.9,107.07
12081,4833,295,1,152.66,0.0,152.66
12082,4833,697,1,77.05,0.0,77.05
12083,4834,658,1,41.43,0.0,41.43
12084,4834,542,1,140.46,0.0,140.46
12085,4834,225,1,144.21,0.0,144.21
12086,4835,414,1,62.15,0.0,62.15
12087,4835,499,1,63.31,0.0,63.31
12088,4836,884,2,72.77,21.83,123.71
12089,4836,318,1,96.96,0.0,96.96
12090,4836,301,2,85.63,0.0,171.26
12091,4837,601,1,146.25,0.0,146.25
12092,4837,272,1,102.3,0.0,102.3
12093,4838,148,1,51.29,0.0,51.29
12094,4838,895,1,72.62,0.0,72.62
12095,4838,523,1,35.21,0.0,35.21
12096,4839,190,1,81.6,12.24,69.36
12097,4839,194,1,180.45,0.0,180.45
12098,4840,175,1,117.71,0.0,117.71
12099,4840,736,1,179.26,0.0,179.26
12100,4840,356,1,199.58,0.0,199.58
12101,4841,780,2,192.31,0.0,384.62
12102,4841,347,1,56.23,0.0,56.23
12103,4842,26,1,180.04,0.0,180.04
12104,4842,485,1,49.33,7.4,41.93
12105,4842,369,1,17.96,0.0,17.96
12106,4843,69,1,128.92,0.0,128.92
12107,4843,645,1,128.45,0.0,128.45
12108,4844,483,1,46.37,0.0,46.37
12109,4844,390,1,84.65,0.0,84.65
12110,4844,424,1,49.22,0.0,49.22
12111,4845,618,1,6.58,0.0,6.58
12112,4845,316,1,97.37,14.61,82.76
12113,4846,722,1,25.87,0.0,25.87
12114,4846,577,2,176.45,0.0,352.9
12115,4846,458,1,34.47,0.0,34.47
12116,4847,449,1,102.85,0.0,102.85
12117,4847,339,1,141.46,0.0,141.46
12118,4848,248,1,128.03,0.0,128.03
12119,4848,576,1,9.74,0.0,9.74
12120,4848,369,1,17.96,2.69,15.27
12121,4849,817,1,160.63,0.0,160.63
12122,4849,69,1,128.92,0.0,128.92
12123,4850,449,1,102.85,0.0,102.85
12124,4850,559,1,160.86,0.0,160.86
12125,4850,828,1,30.53,0.0,30.53
12126,4851,568,1,136.62,0.0,136.62
12127,4851,562,1,107.63,0.0,107.63
12128,4852,449,1,102.85,15.43,87.42
12129,4852,59,1,19.15,0.0,19.15
12130,4852,620,1,118.77,0.0,118.77
12131,4853,127,1,185.66,0.0,185.66
12132,4853,436,1,156.11,0.0,156.11
12133,4854,877,2,66.38,0.0,132.76
12134,4854,274,1,86.9,0.0,86.9
12135,4854,190,1,81.6,0.0,81.6
12136,4855,99,1,14.59,2.19,12.4
12137,4855,898,2,198.71,0.0,397.42
12138,4856,9,1,74.95,0.0,74.95
12139,4856,184,1,96.14,0.0,96.14
12140,4856,628,1,74.01,0.0,74.01
12141,4857,227,1,186.72,0.0,186.72
12142,4857,581,1,33.43,0.0,33.43
12143,4858,540,1,163.01,0.0,163.01
12144,4858,623,1,19.88,2.98,16.9
12145,4858,581,1,33.43,0.0,33.43
12146,4859,831,1,67.55,0.0,67.55
12147,4859,131,1,150.42,0.0,150.42
12148,4860,766,1,132.07,0.0,132.07
12149,4860,620,1,118.77,0.0,118.77
12150,4860,860,2,83.81,0.0,167.62
12151,4861,89,2,87.48,0.0,174.96
12152,4861,258,1,3.99,0.6,3.39
12153,4862,807,1,113.58,0.0,113.58
12154,4862,163,1,166.02,0.0,166.02
12155,4862,467,1,151.73,0.0,151.73
12156,4863,426,1,5.95,0.0,5.95
12157,4863,892,1,16.05,0.0,16.05
12158,4864,606,1,86.42,0.0,86.42
12159,4864,33,1,156.65,0.0,156.65
12160,4864,459,1,60.05,9.01,51.04
12161,4865,470,2,147.61,0.0,295.22
12162,4865,198,1,86.82,0.0,86.82
12163,4866,293,2,115.59,0.0,231.18
12164,4866,288,1,175.89,0.0,175.89
12165,4866,125,1,30.52,0.0,30.52
12166,4867,36,1,70.09,0.0,70.09
12167,4867,271,1,77.48,0.0,77.48
12168,4868,565,1,71.7,10.76,60.94
12169,4868,630,1,97.27,0.0,97.27
12170,4868,61,1,41.53,0.0,41.53
12171,4869,455,2,78.33,0.0,156.66
12172,4869,129,1,165.51,0.0,165.51
12173,4870,740,2,18.87,0.0,37.74
12174,4870,386,1,208.9,0.0,208.9
12175,4870,503,1,61.29,0.0,61.29
12176,4871,335,1,23.78,3.57,20.21
12177,4871,581,1,33.43,0.0,33.43
12178,4872,434,1,4.74,0.0,4.74
12179,4872,330,1,89.87,0.0,89.87
12180,4872,185,1,102.92,0.0,102.92
12181,4873,806,1,73.9,0.0,73.9
12182,4873,111,1,85.2,0.0,85.2
12183,4874,258,1,3.99,0.0,3.99
12184,4874,71,1,26.38,3.96,22.42
12185,4874,133,1,57.55,0.0,57.55
12186,4875,473,1,176.25,0.0,176.25
12187,4875,62,1,76.99,0.0,76.99
12188,4876,258,1,3.99,0.0,3.99
12189,4876,443,1,11.22,0.0,11.22
12190,4876,836,1,63.83,0.0,63.83
12191,4877,856,1,145.33,0.0,145.33
12192,4877,642,1,206.97,31.05,175.92
12193,4878,47,1,62.37,0.0,62.37
12194,4878,108,1,161.8,0.0,161.8
12195,4878,26,1,180.04,0.0,180.04
12196,4879,489,2,149.8,0.0,299.6
12197,4879,431,1,187.0,0.0,187.0
12198,4880,131,1,150.42,0.0,150.42
12199,4880,664,2,57.88,0.0,115.76
12200,4880,715,1,141.47,21.22,120.25
12201,4881,171,1,186.06,0.0,186.06
12202,4881,586,2,57.58,0.0,115.16
12203,4882,82,1,141.38,0.0,141.38
12204,4882,261,1,15.75,0.0,15.75
12205,4882,206,1,85.82,0.0,85.82
12206,4883,449,1,102.85,0.0,102.85
12207,4883,130,1,121.05,0.0,121.05
12208,4884,606,1,86.42,12.96,73.46
12209,4884,716,1,29.94,0.0,29.94
12210,4884,702,1,169.44,0.0,169.44
12211,4885,269,1,225.78,0.0,225.78
12212,4885,309,1,56.92,0.0,56.92
12213,4886,614,2,6.31,0.0,12.62
12214,4886,896,1,43.17,0.0,43.17
12215,4886,606,1,86.42,0.0,86.42
12216,4887,320,1,133.57,20.04,113.53
12217,4887,345,1,11.1,0.0,11.1
12218,4888,855,1,87.37,0.0,87.37
12219,4888,308,1,148.9,0.0,148.9
12220,4888,658,1,41.43,0.0,41.43
12221,4889,176,1,46.87,0.0,46.87
12222,4889,632,1,183.42,0.0,183.42
12223,4890,5,2,116.11,0.0,232.22
12224,4890,473,1,176.25,26.44,149.81
12225,4890,180,1,144.5,0.0,144.5
12226,4891,451,1,49.69,0.0,49.69
12227,4891,356,2,199.58,0.0,399.16
12228,4892,59,1,19.15,0.0,19.15
12229,4892,680,1,113.91,0.0,113.91
12230,4892,326,1,100.44,0.0,100.44
12231,4893,274,1,86.9,0.0,86.9
12232,4893,873,1,10.69,1.6,9.09
12233,4894,868,1,143.09,0.0,143.09
12234,4894,548,1,28.14,0.0,28.14
12235,4894,318,1,96.96,0.0,96.96
12236,4895,91,1,64.71,0.0,64.71
12237,4895,526,1,60.91,0.0,60.91
12238,4896,262,1,70.57,0.0,70.57
12239,4896,315,1,73.47,0.0,73.47
12240,4896,695,1,29.08,4.36,24.72
12241,4897,397,1,136.6,0.0,136.6
12242,4897,64,2,36.67,0.0,73.34
12243,4898,786,1,52.36,0.0,52.36
12244,4898,687,1,8.57,0.0,8.57
12245,4898,675,1,170.04,0.0,170.04
12246,4899,724,1,42.41,0.0,42.41
12247,4899,667,2,59.28,0.0,118.56
12248,4900,681,1,121.46,18.22,103.24
12249,4900,311,1,161.93,0.0,161.93
12250,4900,312,1,129.94,0.0,129.94
12251,4901,66,1,22.25,0.0,22.25
12252,4901,878,1,124.33,0.0,124.33
12253,4902,11,1,135.09,0.0,135.09
12254,4902,111,1,85.2,0.0,85.2
12255,4902,284,1,74.67,0.0,74.67
12256,4903,18,1,111.78,16.77,95.01
12257,4903,629,1,41.51,0.0,41.51
12258,4904,892,1,16.05,0.0,16.05
12259,4904,537,1,54.39,0.0,54.39
12260,4904,841,1,16.6,0.0,16.6
12261,4905,247,1,48.57,0.0,48.57
12262,4905,873,1,10.69,0.0,10.69
12263,4906,563,1,9.68,0.0,9.68
12264,4906,70,1,89.78,13.47,76.31
12265,4906,867,1,112.37,0.0,112.37
12266,4907,421,1,11.32,0.0,11.32
12267,4907,355,1,37.08,0.0,37.08
12268,4908,91,1,64.71,0.0,64.71
12269,4908,841,1,16.6,0.0,16.6
12270,4908,30,1,52.47,0.0,52.47
12271,4909,352,1,44.92,0.0,44.92
12272,4909,628,1,74.01,11.1,62.91
12273,4910,531,1,146.93,0.0,146.93
12274,4910,665,1,128.95,0.0,128.95
12275,4910,224,1,128.85,0.0,128.85
12276,4911,899,1,121.14,0.0,121.14
12277,4911,828,1,30.53,0.0,30.53
12278,4912,204,1,70.36,0.0,70.36
12279,4912,88,1,132.95,0.0,132.95
12280,4912,547,1,36.05,5.41,30.64
12281,4913,154,1,127.33,0.0,127.33
12282,4913,711,1,34.2,0.0,34.2
12283,4914,658,1,41.43,0.0,41.43
12284,4914,427,1,130.49,0.0,130.49
12285,4914,22,1,44.42,0.0,44.42
12286,4915,654,1,88.14,0.0,88.14
12287,4915,687,1,8.57,0.0,8.57
12288,4916,458,1,34.47,5.17,29.3
12289,4916,86,1,85.4,0.0,85.4
12290,4916,611,1,132.75,0.0,132.75
12291,4917,627,2,156.66,0.0,313.32
12292,4917,606,1,86.42,0.0,86.42
12293,4918,728,1,122.93,0.0,122.93
12294,4918,339,1,141.46,0.0,141.46
12295,4918,871,1,92.7,0.0,92.7
12296,4919,751,1,168.88,25.33,143.55
12297,4919,405,2,179.51,0.0,359.02
12298,4920,351,1,48.73,0.0,48.73
12299,4920,699,1,113.06,0.0,113.06
12300,4920,142,1,37.43,0.0,37.43
12301,4921,578,1,4.06,0.0,4.06
12302,4921,160,1,36.52,0.0,36.52
12303,4922,564,1,162.32,0.0,162.32
12304,4922,181,1,104.48,15.67,88.81
12305,4922,231,1,61.39,0.0,61.39
12306,4923,800,1,192.15,0.0,192.15
12307,4923,723,1,108.67,0.0,108.67
12308,4924,638,1,184.76,0.0,184.76
12309,4924,879,1,113.31,0.0,113.31
12310,4924,523,1,35.21,0.0,35.21
12311,4925,779,1,50.57,0.0,50.57
12312,4925,814,1,120.08,18.01,102.07
12313,4926,876,1,108.06,0.0,108.06
12314,4926,664,1,57.88,0.0,57.88
12315,4926,107,1,30.66,0.0,30.66
12316,4927,203,1,194.9,0.0,194.9
12317,4927,82,1,141.38,0.0,141.38
12318,4928,684,1,104.13,0.0,104.13
12319,4928,173,1,31.83,0.0,31.83
12320,4928,297,2,32.24,9.67,54.81
12321,4929,307,2,62.52,0.0,125.04
12322,4929,431,1,187.0,0.0,187.0
12323,4930,40,1,125.97,0.0,125.97
12324,4930,518,1,48.44,0.0,48.44
12325,4930,675,1,170.04,0.0,170.04
12326,4931,381,1,80.38,0.0,80.38
12327,4931,574,1,10.52,0.0,10.52
12328,4932,882,1,84.93,12.74,72.19
12329,4932,499,1,63.31,0.0,63.31
12330,4932,218,1,20.95,0.0,20.95
12331,4933,434,1,4.74,0.0,4.74
12332,4933,471,1,9.49,0.0,9.49
12333,4934,254,1,220.7,0.0,220.7
12334,4934,652,1,40.67,0.0,40.67
12335,4934,221,1,50.98,0.0,50.98
12336,4935,379,1,104.51,15.68,88.83
12337,4935,189,1,87.05,0.0,87.05
12338,4936,678,1,110.9,0.0,110.9
12339,4936,166,1,113.66,0.0,113.66
12340,4936,485,1,49.33,0.0,49.33
12341,4937,830,1,23.07,0.0,23.07
12342,4937,509,1,129.17,0.0,129.17
12343,4938,885,1,63.59,0.0,63.59
12344,4938,1,2,74.22,22.27,126.17
12345,4938,251,1,15.75,0.0,15.75
12346,4939,787,1,104.3,0.0,104.3
12347,4939,37,1,140.12,0.0,140.12
12348,4940,23,1,212.46,0.0,212.46
12349,4940,248,1,128.03,0.0,128.03
12350,4940,874,1,45.09,0.0,45.09
12351,4941,444,1,25.06,0.0,25.06
12352,4941,245,1,9.46,1.42,8.04
12353,4942,437,2,52.89,0.0,105.78
12354,4942,406,1,29.52,0.0,29.52
12355,4942,61,1,41.53,0.0,41.53
12356,4943,162,1,225.37,0.0,225.37
12357,4943,378,1,40.14,0.0,40.14
12358,4944,734,1,204.09,0.0,204.09
12359,4944,462,1,125.21,0.0,125.21
12360,4944,643,1,28.84,4.33,24.51
12361,4945,658,1,41.43,0.0,41.43
12362,4945,397,1,136.6,0.0,136.6
12363,4946,812,1,79.06,0.0,79.06
12364,4946,555,1,25.43,0.0,25.43
12365,4946,266,1,61.95,0.0,61.95
12366,4947,182,1,46.28,0.0,46.28
12367,4947,425,1,202.7,0.0,202.7
12368,4948,383,1,58.63,8.79,49.84
12369,4948,896,1,43.17,0.0,43.17
12370,4948,174,1,115.29,0.0,115.29
12371,4949,279,1,52.14,0.0,52.14
12372,4949,44,1,121.74,0.0,121.74
12373,4950,161,1,126.59,0.0,126.59
12374,4950,93,1,142.92,0.0,142.92
12375,4950,862,1,86.12,0.0,86.12
12376,4951,147,1,152.89,22.93,129.96
12377,4951,2,1,85.55,0.0,85.55
12378,4952,238,1,60.72,0.0,60.72
12379,4952,269,1,225.78,0.0,225.78
12380,4952,161,1,126.59,0.0,126.59
12381,4953,900,1,152.9,0.0,152.9
12382,4953,47,1,62.37,0.0,62.37
12383,4954,826,1,87.4,0.0,87.4
12384,4954,600,1,19.07,2.86,16.21
12385,4954,98,1,38.61,0.0,38.61
12386,4955,141,1,85.8,0.0,85.8
12387,4955,79,1,142.28,0.0,142.28
12388,4956,308,1,148.9,0.0,148.9
12389,4956,348,1,168.46,0.0,168.46
12390,4956,119,1,18.09,0.0,18.09
12391,4957,793,1,87.89,0.0,87.89
12392,4957,317,1,66.7,10.01,56.69
12393,4958,58,2,33.65,0.0,67.3
12394,4958,754,1,151.8,0.0,151.8
12395,4958,64,1,36.67,0.0,36.67
12396,4959,656,1,179.02,0.0,179.02
12397,4959,349,1,196.55,0.0,196.55
12398,4960,742,1,181.97,0.0,181.97
12399,4960,206,1,85.82,0.0,85.82
12400,4960,276,2,218.72,65.62,371.82
12401,4961,270,1,31.06,0.0,31.06
12402,4961,845,1,59.0,0.0,59.0
12403,4962,420,1,134.1,0.0,134.1
12404,4962,83,1,171.58,0.0,171.58
12405,4962,717,1,85.14,0.0,85.14
12406,4963,723,1,108.67,0.0,108.67
12407,4963,528,1,178.64,0.0,178.64
12408,4964,374,1,43.51,6.53,36.98
12409,4964,766,1,132.07,0.0,132.07
12410,4964,244,1,118.35,0.0,118.35
12411,4965,399,1,166.63,0.0,166.63
12412,4965,127,1,185.66,0.0,185.66
12413,4966,612,1,171.18,0.0,171.18
12414,4966,208,1,125.4,0.0,125.4
12415,4966,801,1,192.61,0.0,192.61
12416,4967,380,1,128.94,19.34,109.6
12417,4967,116,1,184.36,0.0,184.36
12418,4968,799,1,76.98,0.0,76.98
12419,4968,621,1,52.67,0.0,52.67
12420,4968,766,1,132.07,0.0,132.07
12421,4969,612,1,171.18,0.0,171.18
12422,4969,88,1,132.95,0.0,132.95
12423,4970,485,1,49.33,0.0,49.33
12424,4970,443,1,11.22,1.68,9.54
12425,4970,308,1,148.9,0.0,148.9
12426,4971,98,1,38.61,0.0,38.61
12427,4971,21,1,59.81,0.0,59.81
12428,4972,548,1,28.14,0.0,28.14
12429,4972,531,1,146.93,0.0,146.93
12430,4972,418,2,109.61,0.0,219.22
12431,4973,160,1,36.52,0.0,36.52
12432,4973,543,1,35.33,5.3,30.03
12433,4974,9,2,74.95,0.0,149.9
12434,4974,274,1,86.9,0.0,86.9
12435,4974,450,1,148.95,0.0,148.95
12436,4975,466,1,105.36,0.0,105.36
12437,4975,63,2,9.67,0.0,19.34
12438,4976,886,1,17.91,0.0,17.91
12439,4976,166,1,113.66,0.0,113.66
12440,4976,43,1,198.62,29.79,168.83
12441,4977,334,1,167.87,0.0,167.87
12442,4977,339,1,141.46,0.0,141.46
12443,4978,751,1,168.88,0.0,168.88
12444,4978,133,1,57.55,0.0,57.55
12445,4978,27,2,23.58,0.0,47.16
12446,4979,461,1,111.48,0.0,111.48
12447,4979,369,1,17.96,0.0,17.96
12448,4980,668,1,24.73,3.71,21.02
12449,4980,715,1,141.47,0.0,141.47
12450,4980,567,1,114.52,0.0,114.52
12451,4981,583,1,138.77,0.0,138.77
12452,4981,125,1,30.52,0.0,30.52
12453,4982,101,1,36.55,0.0,36.55
12454,4982,301,1,85.63,0.0,85.63
12455,4982,617,2,53.59,0.0,107.18
12456,4983,596,1,30.31,4.55,25.76
12457,4983,833,1,153.23,0.0,153.23
12458,4984,686,1,123.67,0.0,123.67
12459,4984,180,1,144.5,0.0,144.5
12460,4984,619,1,94.55,0.0,94.55
12461,4985,14,1,131.92,0.0,131.92
12462,4985,631,1,134.62,0.0,134.62
12463,4986,765,1,92.19,0.0,92.19
12464,4986,65,1,79.55,11.93,67.62
12465,4986,86,1,85.4,0.0,85.4
12466,4987,361,1,107.03,0.0,107.03
12467,4987,562,1,107.63,0.0,107.63
12468,4988,154,1,127.33,0.0,127.33
12469,4988,714,1,27.26,0.0,27.26
12470,4988,142,1,37.43,0.0,37.43
12471,4989,581,1,33.43,0.0,33.43
12472,4989,672,1,106.76,16.01,90.75
12473,4990,388,1,138.02,0.0,138.02
12474,4990,839,1,32.22,0.0,32.22
12475,4990,142,1,37.43,0.0,37.43
12476,4991,6,1,87.04,0.0,87.04
12477,4991,404,1,65.95,0.0,65.95
12478,4992,70,1,89.78,0.0,89.78
12479,4992,785,1,143.61,0.0,143.61
12480,4992,499,1,63.31,9.5,53.81
12481,4993,13,1,168.71,0.0,168.71
12482,4993,402,1,5.81,0.0,5.81
12483,4994,497,1,120.3,0.0,120.3
12484,4994,7,1,68.98,0.0,68.98
12485,4994,355,1,37.08,0.0,37.08
12486,4995,257,1,88.0,0.0,88.0
12487,4995,550,1,81.89,0.0,81.89
12488,4996,674,1,8.6,1.29,7.31
12489,4996,682,1,71.47,0.0,71.47
12490,4996,213,1,7.19,0.0,7.19
12491,4997,703,1,81.51,0.0,81.51
12492,4997,540,1,163.01,0.0,163.01
12493,4998,689,2,27.09,0.0,54.18
12494,4998,829,1,18.74,0.0,18.74
12495,4998,658,1,41.43,0.0,41.43
12496,4999,133,1,57.55,8.63,48.92
12497,4999,69,1,128.92,0.0,128.92
12498,5000,515,1,32.42,0.0,32.42
12499,5000,873,1,10.69,0.0,10.69
12500,5000,96,1,44.64,0.0,44.64
12501,5001,770,1,8.02,0.0,8.02
12502,5001,866,1,101.71,0.0,101.71
12503,5002,220,1,210.89,0.0,210.89
12504,5002,772,1,41.29,6.19,35.1
12505,5002,241,1,98.2,0.0,98.2
12506,5003,513,1,43.25,0.0,43.25
12507,5003,478,1,185.1,0.0,185.1
12508,5004,742,1,181.97,0.0,181.97
12509,5004,695,1,29.08,0.0,29.08
12510,5004,352,1,44.92,0.0,44.92
12511,5005,135,1,199.65,0.0,199.65
12512,5005,477,1,104.41,15.66,88.75
12513,5006,676,1,68.14,0.0,68.14
12514,5006,733,1,26.23,0.0,26.23
12515,5006,93,1,142.92,0.0,142.92
12516,5007,600,1,19.07,0.0,19.07
12517,5007,45,1,46.72,0.0,46.72
12518,5008,702,1,169.44,0.0,169.44
12519,5008,815,1,97.33,0.0,97.33
12520,5008,18,1,111.78,16.77,95.01
12521,5009,630,1,97.27,0.0,97.27
12522,5009,749,1,118.21,0.0,118.21
12523,5010,269,1,225.78,0.0,225.78
12524,5010,432,1,22.61,0.0,22.61
12525,5010,304,1,135.54,0.0,135.54
12526,5011,869,1,175.34,0.0,175.34
12527,5011,395,1,61.63,0.0,61.63
12528,5012,336,1,91.64,13.75,77.89
12529,5012,154,1,127.33,0.0,127.33
12530,5012,672,1,106.76,0.0,106.76
12531,5013,548,1,28.14,0.0,28.14
12532,5013,326,1,100.44,0.0,100.44
12533,5014,779,1,50.57,0.0,50.57
12534,5014,812,1,79.06,0.0,79.06
12535,5014,671,1,79.03,0.0,79.03
12536,5015,189,1,87.05,13.06,73.99
12537,5015,646,1,84.23,0.0,84.23
12538,5016,611,1,132.75,0.0,132.75
12539,5016,396,2,84.66,0.0,169.32
12540,5016,245,1,9.46,0.0,9.46
12541,5017,548,1,28.14,0.0,28.14
12542,5017,727,1,29.95,0.0,29.95
12543,5018,207,2,100.51,0.0,201.02
12544,5018,293,1,115.59,17.34,98.25
12545,5018,69,1,128.92,0.0,128.92
12546,5019,219,1,177.6,0.0,177.6
12547,5019,471,1,9.49,0.0,9.49
12548,5020,439,1,31.44,0.0,31.44
12549,5020,276,1,218.72,0.0,218.72
12550,5020,667,2,59.28,0.0,118.56
12551,5021,280,1,52.45,0.0,52.45
12552,5021,533,1,101.84,15.28,86.56
12553,5022,419,1,200.52,0.0,200.52
12554,5022,310,1,166.58,0.0,166.58
12555,5022,510,1,72.52,0.0,72.52
12556,5023,414,1,62.15,0.0,62.15
12557,5023,28,1,107.75,0.0,107.75
12558,5024,463,1,11.11,0.0,11.11
12559,5024,412,1,84.62,0.0,84.62
12560,5024,409,1,48.18,7.23,40.95
12561,5025,818,1,93.79,0.0,93.79
12562,5025,637,1,41.52,0.0,41.52
12563,5026,858,1,146.53,0.0,146.53
12564,5026,772,1,41.29,0.0,41.29
12565,5026,108,1,161.8,0.0,161.8
12566,5027,818,1,93.79,0.0,93.79
12567,5027,183,1,97.86,0.0,97.86
12568,5028,417,2,31.86,9.56,54.16
12569,5028,438,1,135.31,0.0,135.31
12570,5028,157,1,72.89,0.0,72.89
12571,5029,664,1,57.88,0.0,57.88
12572,5029,161,1,126.59,0.0,126.59
12573,5030,49,1,111.43,0.0,111.43
12574,5030,58,1,33.65,0.0,33.65
12575,5030,81,1,84.62,0.0,84.62
12576,5031,163,1,166.02,24.9,141.12
12577,5031,562,1,107.63,0.0,107.63
12578,5032,495,1,21.95,0.0,21.95
12579,5032,196,1,75.35,0.0,75.35
12580,5032,34,1,100.43,0.0,100.43
12581,5033,404,1,65.95,0.0,65.95
12582,5033,196,1,75.35,0.0,75.35
12583,5034,156,1,77.51,0.0,77.51
12584,5034,70,2,89.78,26.93,152.63
12585,5034,358,1,39.58,0.0,39.58
12586,5035,799,1,76.98,0.0,76.98
12587,5035,502,1,81.65,0.0,81.65
12588,5036,138,1,223.31,0.0,223.31
12589,5036,702,1,169.44,0.0,169.44
12590,5036,273,1,172.13,0.0,172.13
12591,5037,735,1,14.73,0.0,14.73
12592,5037,380,1,128.94,19.34,109.6
12593,5038,459,1,60.05,0.0,60.05
12594,5038,152,1,213.65,0.0,213.65
12595,5038,631,1,134.62,0.0,134.62
12596,5039,890,2,26.83,0.0,53.66
12597,5039,796,1,145.44,0.0,145.44
12598,5040,580,1,177.54,0.0,177.54
12599,5040,492,1,106.6,0.0,106.6
12600,5040,770,1,8.02,1.2,6.82
12601,5041,727,1,29.95,0.0,29.95
12602,5041,115,1,128.49,0.0,128.49
12603,5042,90,1,130.63,0.0,130.63
12604,5042,197,1,84.43,0.0,84.43
12605,5042,322,1,31.69,0.0,31.69
12606,5043,845,1,59.0,0.0,59.0
12607,5043,705,1,137.68,0.0,137.68
12608,5044,713,1,51.28,7.69,43.59
12609,5044,34,1,100.43,0.0,100.43
12610,5044,612,1,171.18,0.0,171.18
12611,5045,515,1,32.42,0.0,32.42
12612,5045,252,1,74.0,0.0,74.0
12613,5046,842,1,36.04,0.0,36.04
12614,5046,708,1,37.58,0.0,37.58
12615,5046,518,1,48.44,0.0,48.44
12616,5047,164,1,118.74,17.81,100.93
12617,5047,488,1,19.54,0.0,19.54
12618,5048,253,1,92.02,0.0,92.02
12619,5048,695,1,29.08,0.0,29.08
12620,5048,40,1,125.97,0.0,125.97
12621,5049,367,1,11.19,0.0,11.19
12622,5049,496,1,16.15,0.0,16.15
12623,5050,578,1,4.06,0.0,4.06
12624,5050,355,1,37.08,5.56,31.52
12625,5050,69,1,128.92,0.0,128.92
12626,5051,689,1,27.09,0.0,27.09
12627,5051,619,1,94.55,0.0,94.55
12628,5052,871,1,92.7,0.0,92.7
12629,5052,565,1,71.7,0.0,71.7
12630,5052,412,1,84.62,0.0,84.62
12631,5053,612,2,171.18,0.0,342.36
12632,5053,411,1,126.56,18.98,107.58
12633,5054,589,2,161.87,0.0,323.74
12634,5054,344,1,59.29,0.0,59.29
12635,5054,537,1,54.39,0.0,54.39
12636,5055,294,1,120.93,0.0,120.93
12637,5055,453,1,225.48,0.0,225.48
12638,5056,370,1,137.53,0.0,137.53
12639,5056,444,2,25.06,0.0,50.12
12640,5056,432,1,22.61,3.39,19.22
12641,5057,620,1,118.77,0.0,118.77
12642,5057,657,1,20.58,0.0,20.58
12643,5058,834,1,113.62,0.0,113.62
12644,5058,425,1,202.7,0.0,202.7
12645,5058,686,1,123.67,0.0,123.67
12646,5059,14,1,131.92,0.0,131.92
12647,5059,778,1,202.33,0.0,202.33
12648,5060,506,2,66.76,20.03,113.49
12649,5060,284,1,74.67,0.0,74.67
12650,5060,674,1,8.6,0.0,8.6
