order_id,user_id,order_date_key,sales_channel,shipping_region,order_status,gross_amount_usd,discount_usd,shipping_usd,net_amount_usd
2340,3830,20240828,Web,Europe,Completed,113.05,12.3,0.0,100.75
2341,2093,20241113,Partner,Latin America,Completed,218.75,0.0,0.0,218.75
2342,166,20230729,Convention,Europe,Completed,281.96,0.0,0.0,281.96
2343,2156,20250705,Mobile,APAC,Completed,78.28,9.4,0.0,68.88
2344,4153,20230409,Web,Latin America,Completed,118.19,0.0,0.0,118.19
2345,1119,20231023,Partner,North America,Completed,161.58,0.0,0.0,161.58
2346,653,20240416,Convention,Latin America,Completed,164.99,9.94,0.0,155.05
2347,2585,20230818,Mobile,Latin America,Completed,289.51,0.0,0.0,289.51
2348,1783,20250228,Web,North America,Completed,179.61,0.0,0.0,179.61
2349,5897,20230428,Partner,Latin America,Completed,297.94,25.43,0.0,272.51
2350,3615,20251029,Convention,North America,Completed,328.28,0.0,0.0,328.28
2351,369,20240613,Mobile,Latin America,Completed,84.19,0.0,0.0,84.19
2352,4966,20240114,Web,Europe,Completed,405.02,10.35,0.0,394.67
2353,975,20240917,Partner,North America,Completed,158.52,0.0,0.0,158.52
2354,5272,20240721,Convention,APAC,Completed,237.51,0.0,0.0,237.51
2355,2958,20230209,Mobile,Europe,Completed,169.54,0.0,0.0,169.54
2356,674,20250226,Web,Europe,Completed,365.5,19.38,0.0,346.12
2357,4645,20250303,Partner,Latin America,Completed,411.57,0.0,0.0,411.57
2358,2878,20230428,Convention,Europe,Completed,247.54,0.0,0.0,247.54
2359,5972,20250801,Mobile,APAC,Completed,218.04,28.89,0.0,189.15
2360,1100,20240501,Web,APAC,Completed,149.13,0.0,0.0,149.13
2361,5659,20250123,Partner,North America,Cancelled,120.41,0.0,0.0,120.41
2362,4775,20250928,Convention,North America,Cancelled,206.36,4.72,0.0,201.64
2363,3720,20251111,Mobile,APAC,Completed,356.2,0.0,0.0,356.2
2364,2872,20230123,Web,APAC,Completed,205.25,0.0,0.0,205.25
2365,3298,20240409,Partner,Europe,Completed,117.05,2.63,0.0,114.42
2366,3610,20251007,Convention,Europe,Completed,383.42,0.0,0.0,383.42
2367,5479,20240614,Mobile,North America,Completed,118.3,0.0,0.0,118.3
2368,5857,20231211,Web,Latin America,Completed,533.7,21.46,0.0,512.24
2369,5063,20250821,Partner,North America,Completed,83.51,0.0,0.0,83.51
2370,5713,20250720,Convention,Latin America,Cancelled,293.58,0.0,0.0,293.58
2371,5958,20240717,Mobile,Europe,Completed,243.47,0.0,0.0,243.47
2372,175,20250415,Web,North America,Completed,472.32,23.11,0.0,449.21
2373,964,20251227,Partner,APAC,Completed,272.02,0.0,0.0,272.02
2374,2864,20230923,Convention,APAC,Completed,353.36,0.0,0.0,353.36
2375,5431,20250922,Mobile,North America,Completed,73.34,0.82,12.0,84.52
2376,5244,20241113,Web,APAC,Completed,256.37,0.0,0.0,256.37
2377,4722,20240822,Partner,Europe,Completed,164.41,0.0,0.0,164.41
2378,1133,20230219,Convention,Latin America,Completed,203.28,2.36,0.0,200.92
2379,2772,20240928,Mobile,APAC,Completed,86.43,0.0,0.0,86.43
2380,2401,20240721,Web,Latin America,Completed,241.34,0.0,0.0,241.34
2381,2719,20251017,Partner,North America,Completed,131.67,7.59,0.0,124.08
2382,5841,20250618,Convention,Latin America,Completed,343.01,0.0,0.0,343.01
2383,4200,20230928,Mobile,APAC,Completed,133.31,0.0,0.0,133.31
2384,5461,20231007,Web,Latin America,Completed,284.42,9.21,0.0,275.21
2385,3230,20251110,Partner,Europe,Completed,101.91,0.0,0.0,101.91
2386,975,20240706,Convention,North America,Completed,364.69,0.0,0.0,364.69
2387,2954,20240412,Mobile,Europe,Completed,232.14,0.0,0.0,232.14
2388,2834,20250212,Web,Europe,Completed,412.12,5.91,0.0,406.21
2389,3479,20251115,Partner,North America,Completed,78.03,0.0,0.0,78.03
2390,2383,20250403,Convention,North America,Completed,277.06,0.0,0.0,277.06
2391,5606,20230119,Mobile,Europe,Completed,134.35,19.36,0.0,114.99
2392,1877,20250607,Web,Latin America,Completed,401.59,0.0,0.0,401.59
2393,1677,20240312,Partner,Latin America,Completed,203.17,0.0,0.0,203.17
2394,5213,20251117,Convention,Latin America,Completed,300.63,31.45,0.0,269.18
2395,5428,20250213,Mobile,APAC,Completed,56.78,0.0,5.33,62.11
2396,4225,20250711,Web,Latin America,Completed,244.36,0.0,0.0,244.36
2397,1141,20231004,Partner,Latin America,Completed,289.9,21.22,0.0,268.68
2398,5120,20241225,Convention,APAC,Completed,348.08,0.0,0.0,348.08
2399,5308,20230113,Mobile,APAC,Completed,175.7,0.0,0.0,175.7
2400,889,20240716,Web,Latin America,Completed,219.97,2.19,0.0,217.78
2401,2002,20240626,Partner,Europe,Completed,105.1,0.0,0.0,105.1
2402,1666,20240924,Convention,Europe,Completed,242.08,0.0,0.0,242.08
2403,3747,20230527,Mobile,North America,Completed,172.45,0.0,0.0,172.45
2404,5468,20250403,Web,APAC,Completed,389.28,30.61,0.0,358.67
2405,524,20231002,Partner,APAC,Completed,177.15,0.0,0.0,177.15
2406,1152,20240616,Convention,APAC,Completed,320.83,0.0,0.0,320.83
2407,2454,20240507,Mobile,Europe,Completed,232.18,10.76,0.0,221.42
2408,1841,20241118,Web,Latin America,Completed,260.11,0.0,0.0,260.11
2409,5807,20240404,Partner,North America,Completed,104.26,0.0,0.0,104.26
2410,4196,20240918,Convention,APAC,Completed,273.97,20.81,0.0,253.16
2411,4277,20230816,Mobile,Latin America,Completed,184.56,0.0,0.0,184.56
2412,3681,20240605,Web,Latin America,Completed,234.31,0.0,0.0,234.31
2413,4259,20240505,Partner,North America,Completed,208.05,21.91,0.0,186.14
2414,5971,20251027,Convention,North America,Completed,623.11,0.0,0.0,623.11
2415,823,20250223,Mobile,North America,Completed,147.53,0.0,0.0,147.53
2416,5009,20230703,Web,Latin America,Completed,92.19,6.46,0.0,85.73
2417,1617,20240614,Partner,Latin America,Completed,133.06,0.0,0.0,133.06
2418,950,20250802,Convention,Europe,Completed,493.2,0.0,0.0,493.2
2419,223,20230214,Mobile,North America,Completed,199.57,0.0,0.0,199.57
2420,1681,20251220,Web,Latin America,Completed,239.62,5.79,0.0,233.83
2421,1870,20240721,Partner,Europe,Completed,180.36,0.0,0.0,180.36
2422,1697,20231018,Convention,Latin America,Completed,206.02,0.0,0.0,206.02
2423,917,20231013,Mobile,Latin America,Completed,252.46,27.85,0.0,224.61
2424,32,20250817,Web,APAC,Cancelled,349.03,0.0,0.0,349.03
2425,5840,20230917,Partner,APAC,Completed,200.3,0.0,0.0,200.3
2426,4608,20231231,Convention,APAC,Completed,248.99,14.28,0.0,234.71
2427,875,20250704,Mobile,North America,Completed,38.79,0.0,9.79,48.58
2428,3179,20251006,Web,North America,Completed,479.96,0.0,0.0,479.96
2429,4633,20250117,Partner,Latin America,Completed,69.76,4.84,6.39,71.31
2430,1856,20240905,Convention,APAC,Completed,329.48,0.0,0.0,329.48
2431,4604,20240512,Mobile,APAC,Completed,149.68,0.0,0.0,149.68
2432,1112,20240718,Web,APAC,Cancelled,353.32,11.63,0.0,341.69
2433,116,20250929,Partner,APAC,Completed,84.65,0.0,0.0,84.65
2434,25,20250503,Convention,Latin America,Completed,465.85,0.0,0.0,465.85
2435,1503,20240430,Mobile,North America,Completed,152.46,0.0,0.0,152.46
2436,2274,20241017,Web,Europe,Refunded,188.44,5.98,0.0,182.46
2437,1267,20250505,Partner,North America,Completed,212.01,0.0,0.0,212.01
2438,3559,20230308,Convention,North America,Completed,174.42,0.0,0.0,174.42
2439,1142,20240713,Mobile,Europe,Completed,232.26,8.78,0.0,223.48
2440,3359,20241104,Web,North America,Completed,486.34,0.0,0.0,486.34
2441,2197,20240527,Partner,Latin America,Completed,160.65,0.0,0.0,160.65
2442,4140,20250517,Convention,APAC,Completed,259.14,8.67,0.0,250.47
2443,2751,20231020,Mobile,North America,Completed,115.22,0.0,0.0,115.22
2444,5294,20231119,Web,Europe,Completed,221.71,0.0,0.0,221.71
2445,2035,20230719,Partner,North America,Completed,338.12,20.2,0.0,317.92
2446,2748,20240511,Convention,APAC,Completed,245.17,0.0,0.0,245.17
2447,1416,20250124,Mobile,APAC,Completed,110.95,0.0,0.0,110.95
2448,2390,20230220,Web,Europe,Completed,307.46,22.43,0.0,285.03
2449,3340,20230322,Partner,APAC,Completed,143.76,0.0,0.0,143.76
2450,5710,20250922,Convention,Europe,Completed,321.81,0.0,0.0,321.81
2451,2075,20250305,Mobile,North America,Completed,495.23,0.0,0.0,495.23
2452,2600,20231110,Web,APAC,Completed,292.49,12.66,0.0,279.83
2453,96,20240530,Partner,APAC,Completed,177.86,0.0,0.0,177.86
2454,1365,20240910,Convention,Latin America,Refunded,369.46,0.0,0.0,369.46
2455,759,20230121,Mobile,North America,Completed,147.03,1.56,0.0,145.47
2456,4732,20250706,Web,APAC,Completed,368.1,0.0,0.0,368.1
2457,2924,20240604,Partner,APAC,Cancelled,262.88,0.0,0.0,262.88
2458,3548,20230310,Convention,APAC,Completed,100.53,4.33,0.0,96.2
2459,2163,20240829,Mobile,North America,Completed,184.01,0.0,0.0,184.01
2460,4786,20230913,Web,Europe,Refunded,336.65,0.0,0.0,336.65
2461,5430,20250425,Partner,Europe,Completed,287.11,14.0,0.0,273.11
2462,267,20240614,Convention,North America,Completed,305.14,0.0,0.0,305.14
2463,5935,20240704,Mobile,North America,Completed,370.95,0.0,0.0,370.95
2464,5097,20231121,Web,Latin America,Completed,166.42,9.89,0.0,156.53
2465,4419,20251010,Partner,North America,Completed,95.46,0.0,0.0,95.46
2466,3680,20251210,Convention,APAC,Completed,269.66,0.0,0.0,269.66
2467,660,20241005,Mobile,APAC,Completed,261.1,0.0,0.0,261.1
2468,126,20241025,Web,Europe,Completed,139.15,1.62,0.0,137.53
2469,5790,20231121,Partner,Europe,Completed,94.7,0.0,0.0,94.7
2470,137,20250404,Convention,Latin America,Completed,274.96,0.0,0.0,274.96
2471,1538,20230215,Mobile,Europe,Completed,171.26,18.17,0.0,153.09
2472,342,20240707,Web,Europe,Cancelled,276.67,0.0,0.0,276.67
2473,2438,20240306,Partner,Europe,Completed,212.09,0.0,0.0,212.09
2474,2627,20240121,Convention,North America,Completed,266.1,16.56,0.0,249.54
2475,3576,20250709,Mobile,APAC,Completed,320.84,0.0,0.0,320.84
2476,3999,20250311,Web,North America,Refunded,410.36,0.0,0.0,410.36
2477,4921,20241023,Partner,Latin America,Completed,185.62,18.55,0.0,167.07
2478,3121,20230208,Convention,Latin America,Completed,454.6,0.0,0.0,454.6
2479,4274,20240729,Mobile,Europe,Completed,64.17,0.0,5.96,70.13
2480,2444,20240516,Web,APAC,Completed,314.96,22.56,0.0,292.4
2481,3605,20250108,Partner,Latin America,Completed,140.74,0.0,0.0,140.74
2482,5349,20251118,Convention,Latin America,Completed,438.52,0.0,0.0,438.52
2483,220,20230804,Mobile,APAC,Completed,436.35,0.0,0.0,436.35
2484,4311,20240309,Web,North America,Completed,154.24,0.89,0.0,153.35
2485,429,20231107,Partner,Latin America,Completed,169.34,0.0,0.0,169.34
2486,809,20250102,Convention,Latin America,Completed,222.79,0.0,0.0,222.79
2487,4520,20250608,Mobile,APAC,Completed,131.53,7.69,0.0,123.84
2488,3350,20250831,Web,Europe,Completed,336.16,0.0,0.0,336.16
2489,653,20230504,Partner,Latin America,Completed,130.69,0.0,0.0,130.69
2490,4684,20240929,Convention,APAC,Completed,88.22,2.41,0.0,85.81
2491,3094,20250626,Mobile,Europe,Completed,282.17,0.0,0.0,282.17
2492,5026,20230312,Web,Europe,Completed,190.24,0.0,0.0,190.24
2493,2495,20250113,Partner,North America,Completed,302.88,29.82,0.0,273.06
2494,4763,20230527,Convention,North America,Completed,223.99,0.0,0.0,223.99
2495,1179,20241116,Mobile,North America,Cancelled,225.23,0.0,0.0,225.23
2496,340,20240715,Web,APAC,Cancelled,319.46,25.74,0.0,293.72
2497,4493,20250303,Partner,Latin America,Completed,112.19,0.0,0.0,112.19
2498,4084,20251011,Convention,APAC,Completed,352.59,0.0,0.0,352.59
2499,3810,20230411,Mobile,Europe,Completed,103.38,0.0,0.0,103.38
2500,1707,20250303,Web,North America,Completed,74.26,7.42,8.7,75.54
2501,3150,20250213,Partner,Europe,Completed,104.28,0.0,0.0,104.28
2502,4810,20251026,Convention,Europe,Refunded,154.59,0.0,0.0,154.59
2503,2025,20250219,Mobile,Latin America,Completed,288.71,16.3,0.0,272.41
2504,118,20250303,Web,Europe,Completed,334.67,0.0,0.0,334.67
2505,2518,20231116,Partner,Europe,Completed,336.16,0.0,0.0,336.16
2506,1519,20230322,Convention,North America,Completed,210.42,9.94,0.0,200.48
2507,5601,20230127,Mobile,Latin America,Completed,137.36,0.0,0.0,137.36
2508,4527,20231009,Web,North America,Completed,227.54,0.0,0.0,227.54
2509,322,20241220,Partner,Europe,Completed,285.95,31.76,0.0,254.19
2510,5781,20250730,Convention,Latin America,Completed,283.87,0.0,0.0,283.87
2511,4161,20250313,Mobile,Latin America,Completed,70.04,0.0,11.87,81.91
2512,1011,20230706,Web,North America,Completed,244.67,5.05,0.0,239.62
2513,2962,20251029,Partner,Europe,Completed,134.64,0.0,0.0,134.64
2514,2065,20250929,Convention,Latin America,Completed,222.75,0.0,0.0,222.75
2515,194,20240809,Mobile,Europe,Completed,189.06,0.0,0.0,189.06
2516,2273,20250302,Web,Latin America,Completed,180.81,4.4,0.0,176.41
2517,2053,20230918,Partner,Latin America,Completed,99.35,0.0,0.0,99.35
2518,2337,20240529,Convention,Latin America,Completed,317.3,0.0,0.0,317.3
2519,3204,20250311,Mobile,APAC,Completed,109.71,2.39,0.0,107.32
2520,237,20250426,Web,Latin America,Completed,245.63,0.0,0.0,245.63
2521,5112,20231030,Partner,APAC,Completed,262.2,0.0,0.0,262.2
2522,5910,20231017,Convention,Europe,Completed,185.43,10.96,0.0,174.47
2523,2538,20251213,Mobile,Europe,Completed,219.49,0.0,0.0,219.49
2524,5313,20230415,Web,Latin America,Completed,193.86,0.0,0.0,193.86
2525,5653,20250713,Partner,Latin America,Completed,180.16,17.73,0.0,162.43
2526,1115,20250223,Convention,North America,Completed,296.89,0.0,0.0,296.89
2527,3432,20240717,Mobile,APAC,Completed,121.47,0.0,0.0,121.47
2528,444,20230427,Web,APAC,Completed,200.14,2.0,0.0,198.14
2529,2270,20230805,Partner,Europe,Completed,35.14,0.0,11.91,47.05
2530,2685,20251007,Convention,Latin America,Completed,393.39,0.0,0.0,393.39
2531,5875,20230103,Mobile,North America,Completed,217.74,0.0,0.0,217.74
2532,3973,20240827,Web,Latin America,Completed,375.52,21.82,0.0,353.7
2533,2810,20241208,Partner,Europe,Completed,221.64,0.0,0.0,221.64
2534,5675,20250114,Convention,North America,Completed,492.26,0.0,0.0,492.26
2535,1021,20240411,Mobile,Latin America,Completed,195.02,12.69,0.0,182.33
2536,1454,20240502,Web,Europe,Cancelled,351.23,0.0,0.0,351.23
2537,2712,20240724,Partner,APAC,Completed,272.89,0.0,0.0,272.89
2538,3871,20250205,Convention,North America,Cancelled,78.92,5.91,0.0,73.01
2539,4649,20250619,Mobile,Latin America,Completed,254.71,0.0,0.0,254.71
2540,5871,20231206,Web,North America,Completed,183.06,0.0,0.0,183.06
2541,5892,20231009,Partner,APAC,Completed,286.07,12.96,0.0,273.11
2542,3452,20241207,Convention,APAC,Completed,256.93,0.0,0.0,256.93
2543,2059,20240517,Mobile,North America,Completed,93.64,0.0,0.0,93.64
2544,2386,20230103,Web,Europe,Completed,682.22,27.85,0.0,654.37
2545,2525,20230920,Partner,Latin America,Completed,139.41,0.0,0.0,139.41
2546,5418,20250116,Convention,Europe,Completed,220.16,0.0,0.0,220.16
2547,4352,20230205,Mobile,APAC,Cancelled,173.4,0.0,0.0,173.4
2548,1055,20241009,Web,North America,Completed,350.39,26.89,0.0,323.5
2549,3947,20240717,Partner,North America,Completed,208.22,0.0,0.0,208.22
2550,5255,20240410,Convention,North America,Completed,303.31,0.0,0.0,303.31
2551,466,20240726,Mobile,Europe,Completed,296.41,17.26,0.0,279.15
2552,5209,20240815,Web,Latin America,Completed,243.97,0.0,0.0,243.97
2553,2666,20230723,Partner,Europe,Completed,249.87,0.0,0.0,249.87
2554,3709,20251111,Convention,Latin America,Completed,282.11,15.38,0.0,266.73
2555,4658,20230503,Mobile,Europe,Completed,69.17,0.0,10.24,79.41
2556,2333,20250625,Web,Latin America,Completed,430.79,0.0,0.0,430.79
2557,1617,20230919,Partner,Latin America,Completed,36.36,3.83,11.2,43.73
2558,3737,20251025,Convention,Latin America,Cancelled,211.9,0.0,0.0,211.9
2559,1270,20230720,Mobile,Europe,Completed,139.41,0.0,0.0,139.41
2560,4945,20240329,Web,Latin America,Completed,266.1,13.02,0.0,253.08
2561,4907,20230303,Partner,North America,Completed,275.27,0.0,0.0,275.27
2562,3675,20240429,Convention,North America,Completed,498.48,0.0,0.0,498.48
2563,4098,20230830,Mobile,Europe,Cancelled,284.85,0.0,0.0,284.85
2564,579,20240717,Web,North America,Completed,350.8,22.04,0.0,328.76
2565,5957,20230422,Partner,Latin America,Completed,215.66,0.0,0.0,215.66
2566,566,20240524,Convention,Europe,Completed,415.2,0.0,0.0,415.2
2567,4483,20250817,Mobile,North America,Completed,157.96,10.26,0.0,147.7
2568,1806,20230208,Web,Europe,Completed,202.94,0.0,0.0,202.94
2569,5041,20250217,Partner,Latin America,Completed,123.57,0.0,0.0,123.57
2570,5376,20251102,Convention,APAC,Completed,251.17,7.75,0.0,243.42
2571,2115,20240130,Mobile,North America,Completed,110.98,0.0,0.0,110.98
2572,3359,20250315,Web,North America,Completed,308.16,0.0,0.0,308.16
2573,142,20250928,Partner,Europe,Refunded,166.1,6.7,0.0,159.4
2574,2373,20250104,Convention,Latin America,Completed,458.01,0.0,0.0,458.01
2575,865,20230604,Mobile,Latin America,Cancelled,109.64,0.0,0.0,109.64
2576,1922,20240902,Web,Europe,Completed,359.4,19.68,0.0,339.72
2577,1430,20251009,Partner,Europe,Completed,167.64,0.0,0.0,167.64
2578,455,20230108,Convention,North America,Completed,359.31,0.0,0.0,359.31
2579,818,20231028,Mobile,Europe,Completed,346.01,0.0,0.0,346.01
2580,3849,20250224,Web,Latin America,Completed,452.45,16.02,0.0,436.43
2581,1642,20251129,Partner,Europe,Completed,228.72,0.0,0.0,228.72
2582,200,20250815,Convention,APAC,Completed,186.37,0.0,0.0,186.37
2583,4841,20230202,Mobile,Latin America,Completed,207.56,18.26,0.0,189.3
2584,3572,20240430,Web,APAC,Completed,685.85,0.0,0.0,685.85
2585,1018,20230704,Partner,Europe,Completed,113.12,0.0,0.0,113.12
2586,5069,20230908,Convention,Latin America,Completed,185.83,11.86,0.0,173.97
2587,5259,20251217,Mobile,North America,Completed,193.87,0.0,0.0,193.87
2588,2856,20230205,Web,APAC,Completed,268.71,0.0,0.0,268.71
2589,1084,20250516,Partner,APAC,Cancelled,101.42,1.42,0.0,100.0
2590,2508,20240526,Convention,APAC,Completed,431.39,0.0,0.0,431.39
2591,1531,20241231,Mobile,North America,Completed,168.78,0.0,0.0,168.78
2592,1916,20230209,Web,APAC,Completed,309.83,26.47,0.0,283.36
2593,1409,20230613,Partner,Latin America,Completed,167.13,0.0,0.0,167.13
2594,2006,20240919,Convention,Europe,Completed,130.39,0.0,0.0,130.39
2595,1265,20231125,Mobile,Latin America,Completed,324.92,0.0,0.0,324.92
2596,5294,20250817,Web,Europe,Completed,391.02,18.55,0.0,372.47
2597,3892,20230908,Partner,APAC,Completed,131.19,0.0,0.0,131.19
2598,3691,20231030,Convention,North America,Completed,298.68,0.0,0.0,298.68
2599,2320,20250518,Mobile,APAC,Completed,296.34,32.08,0.0,264.26
2600,2191,20240121,Web,North America,Completed,316.48,0.0,0.0,316.48
2601,2033,20230327,Partner,Latin America,Completed,327.76,0.0,0.0,327.76
2602,4097,20240827,Convention,Latin America,Completed,536.68,28.88,0.0,507.8
2603,3714,20240824,Mobile,Europe,Completed,419.18,0.0,0.0,419.18
2604,1200,20230414,Web,APAC,Completed,275.12,0.0,0.0,275.12
2605,4159,20230331,Partner,North America,Completed,150.86,12.04,0.0,138.82
2606,3911,20230522,Convention,North America,Completed,489.66,0.0,0.0,489.66
2607,4757,20240703,Mobile,Latin America,Completed,125.54,0.0,0.0,125.54
2608,900,20241222,Web,APAC,Completed,417.83,31.61,0.0,386.22
2609,1645,20250928,Partner,Latin America,Completed,259.94,0.0,0.0,259.94
2610,5122,20230902,Convention,Europe,Completed,340.48,0.0,0.0,340.48
2611,963,20240124,Mobile,North America,Completed,330.11,0.0,0.0,330.11
2612,64,20240328,Web,APAC,Completed,260.61,18.26,0.0,242.35
2613,5620,20230419,Partner,APAC,Completed,219.45,0.0,0.0,219.45
2614,2568,20250205,Convention,APAC,Cancelled,456.29,0.0,0.0,456.29
2615,2857,20240403,Mobile,Latin America,Completed,155.95,2.58,0.0,153.37
2616,2588,20250602,Web,APAC,Completed,336.25,0.0,0.0,336.25
2617,2306,20230829,Partner,Europe,Completed,125.39,0.0,0.0,125.39
2618,5737,20251030,Convention,Latin America,Completed,462.61,24.99,0.0,437.62
2619,5443,20231111,Mobile,North America,Completed,134.98,0.0,0.0,134.98
2620,2853,20251104,Web,Latin America,Completed,333.95,0.0,0.0,333.95
2621,682,20241009,Partner,Europe,Cancelled,174.36,8.31,0.0,166.05
2622,47,20240910,Convention,North America,Completed,401.67,0.0,0.0,401.67
2623,2939,20240812,Mobile,North America,Cancelled,252.4,0.0,0.0,252.4
2624,3827,20230108,Web,North America,Completed,477.81,21.02,0.0,456.79
2625,5781,20250430,Partner,Latin America,Completed,86.9,0.0,0.0,86.9
2626,5378,20231121,Convention,Europe,Completed,242.95,0.0,0.0,242.95
2627,1167,20230120,Mobile,North America,Completed,247.61,0.0,0.0,247.61
2628,3051,20250308,Web,North America,Completed,466.36,1.62,0.0,464.74
2629,1657,20241111,Partner,Latin America,Completed,147.5,0.0,0.0,147.5
2630,3175,20250723,Convention,North America,Completed,214.92,0.0,0.0,214.92
2631,1285,20230801,Mobile,Latin America,Completed,154.62,8.64,0.0,145.98
2632,5192,20230823,Web,APAC,Completed,372.51,0.0,0.0,372.51
2633,4445,20230503,Partner,Latin America,Completed,337.26,0.0,0.0,337.26
2634,782,20250625,Convention,Europe,Completed,302.69,14.45,0.0,288.24
2635,181,20251227,Mobile,Latin America,Refunded,207.01,0.0,0.0,207.01
2636,1818,20230307,Web,Europe,Completed,320.87,0.0,0.0,320.87
2637,1165,20240519,Partner,Latin America,Completed,179.45,3.98,0.0,175.47
2638,2187,20231021,Convention,North America,Completed,419.14,0.0,0.0,419.14
2639,2330,20231112,Mobile,Europe,Completed,84.97,0.0,0.0,84.97
2640,5027,20250111,Web,North America,Completed,162.72,14.64,0.0,148.08
2641,2531,20250927,Partner,North America,Completed,438.87,0.0,0.0,438.87
2642,4942,20240323,Convention,Europe,Completed,275.24,0.0,0.0,275.24
2643,1443,20240112,Mobile,North America,Refunded,504.89,0.0,0.0,504.89
2644,4787,20240423,Web,North America,Completed,267.8,17.56,0.0,250.24
2645,1988,20250919,Partner,APAC,Completed,186.08,0.0,0.0,186.08
2646,352,20250422,Convention,APAC,Completed,256.45,0.0,0.0,256.45
2647,5428,20230708,Mobile,APAC,Completed,82.36,4.3,0.0,78.06
2648,1355,20231225,Web,North America,Completed,218.81,0.0,0.0,218.81
2649,228,20230706,Partner,APAC,Cancelled,274.47,0.0,0.0,274.47
2650,3204,20240406,Convention,APAC,Refunded,247.1,1.08,0.0,246.02
2651,1369,20250926,Mobile,Latin America,Completed,153.22,0.0,0.0,153.22
2652,1312,20241024,Web,APAC,Completed,316.27,0.0,0.0,316.27
2653,3769,20241004,Partner,Latin America,Completed,315.71,31.68,0.0,284.03
2654,1331,20250909,Convention,North America,Completed,336.77,0.0,0.0,336.77
2655,2961,20231118,Mobile,Latin America,Completed,149.98,0.0,0.0,149.98
2656,69,20230211,Web,Latin America,Completed,250.11,19.36,0.0,230.75
2657,2857,20230620,Partner,Latin America,Completed,178.38,0.0,0.0,178.38
2658,5804,20231012,Convention,APAC,Cancelled,386.75,0.0,0.0,386.75
2659,4491,20230527,Mobile,North America,Completed,229.39,0.0,0.0,229.39
2660,5567,20240107,Web,North America,Cancelled,192.68,11.09,0.0,181.59
2661,5202,20241013,Partner,Europe,Completed,178.7,0.0,0.0,178.7
2662,1810,20240215,Convention,Europe,Completed,405.14,0.0,0.0,405.14
2663,2386,20241107,Mobile,Europe,Refunded,214.82,14.62,0.0,200.2
2664,3443,20230913,Web,North America,Completed,160.42,0.0,0.0,160.42
2665,5808,20230601,Partner,APAC,Completed,249.24,0.0,0.0,249.24
2666,2733,20250320,Convention,Latin America,Completed,287.43,18.73,0.0,268.7
2667,1437,20251010,Mobile,Latin America,Completed,131.74,0.0,0.0,131.74
2668,1607,20240406,Web,North America,Completed,276.54,0.0,0.0,276.54
2669,2622,20240412,Partner,Europe,Completed,103.01,12.6,0.0,90.41
2670,1521,20241009,Convention,Latin America,Completed,215.55,0.0,0.0,215.55
2671,3117,20240229,Mobile,Latin America,Completed,196.72,0.0,0.0,196.72
2672,2112,20250317,Web,APAC,Completed,387.61,25.55,0.0,362.06
2673,2338,20240710,Partner,Europe,Completed,395.86,0.0,0.0,395.86
2674,1726,20241019,Convention,Europe,Completed,402.22,0.0,0.0,402.22
2675,5814,20230218,Mobile,Europe,Completed,166.49,0.0,0.0,166.49
2676,2055,20230828,Web,North America,Completed,222.91,10.29,0.0,212.62
2677,2202,20230526,Partner,Europe,Cancelled,122.33,0.0,0.0,122.33
2678,3134,20250110,Convention,Europe,Cancelled,217.07,0.0,0.0,217.07
2679,806,20250121,Mobile,Europe,Completed,110.52,5.17,0.0,105.35
2680,3226,20231222,Web,Europe,Completed,211.8,0.0,0.0,211.8
2681,1845,20240929,Partner,Latin America,Completed,347.48,0.0,0.0,347.48
2682,2668,20240426,Convention,APAC,Completed,277.17,14.66,0.0,262.51
2683,188,20240518,Mobile,APAC,Completed,300.32,0.0,0.0,300.32
2684,5890,20230513,Web,Europe,Cancelled,653.23,0.0,0.0,653.23
2685,975,20240224,Partner,North America,Completed,301.83,26.07,0.0,275.76
2686,4429,20250215,Convention,Latin America,Completed,493.87,0.0,0.0,493.87
2687,3750,20240920,Mobile,Europe,Completed,275.04,0.0,0.0,275.04
2688,5061,20250811,Web,Latin America,Completed,270.98,19.34,0.0,251.64
2689,924,20241224,Partner,APAC,Completed,106.3,0.0,0.0,106.3
2690,771,20250709,Convention,North America,Completed,605.74,0.0,0.0,605.74
2691,3539,20230619,Mobile,North America,Completed,365.61,0.0,0.0,365.61
2692,3292,20250829,Web,APAC,Completed,320.35,19.2,0.0,301.15
2693,1868,20230409,Partner,APAC,Completed,186.4,0.0,0.0,186.4
2694,1818,20250722,Convention,Europe,Completed,269.74,0.0,0.0,269.74
2695,5814,20250404,Mobile,Europe,Completed,422.05,30.4,0.0,391.65
2696,5390,20250622,Web,Europe,Refunded,199.66,0.0,0.0,199.66
2697,3724,20250828,Partner,APAC,Completed,179.08,0.0,0.0,179.08
2698,5979,20250916,Convention,North America,Completed,276.2,9.94,0.0,266.26
2699,5284,20250307,Mobile,APAC,Cancelled,325.63,0.0,0.0,325.63
2700,2477,20240724,Web,Latin America,Completed,219.85,0.0,0.0,219.85
2701,3474,20230625,Partner,Europe,Completed,255.75,28.36,0.0,227.39
2702,2,20250611,Convention,Europe,Completed,462.55,0.0,0.0,462.55
2703,4984,20231230,Mobile,APAC,Cancelled,362.92,0.0,0.0,362.92
2704,5519,20231111,Web,North America,Completed,262.38,14.18,0.0,248.2
2705,2806,20240619,Partner,Europe,Refunded,99.45,0.0,0.0,99.45
