impression_id,user_id,anime_id,watch_session_id,impression_date_key,ad_format,advertiser_industry,placement,completed_flag,clicked_flag,revenue_usd
22313,132,97,14834,20250610,Sponsored Card,Retail,Anime Detail,1,0,0.05
22314,4203,88,14875,20250629,Display,Food,Search,1,0,0.0246
22315,4792,148,14916,20250718,Mid-roll,Gaming,Home Feed,1,0,0.033
22316,4162,148,14957,20250806,Pre-roll,Entertainment,Player,1,0,0.0103
22317,3202,259,14998,20250825,Sponsored Card,Technology,Anime Detail,0,0,0.0121
22318,3158,233,15039,20250913,Display,Retail,Search,1,0,0.0715
22319,1610,58,15080,20251002,Mid-roll,Food,Home Feed,1,0,0.0557
22320,4016,1,,20251021,Pre-roll,Gaming,Player,1,0,0.0102
22321,,346,15162,20251109,Sponsored Card,Entertainment,Anime Detail,0,0,0.0816
22322,842,275,15203,20251128,Display,Technology,Search,1,1,0.0345
22323,2837,336,15244,20251217,Mid-roll,Retail,Home Feed,1,0,0.0726
22324,2322,274,15285,20230105,Pre-roll,Food,Player,1,0,0.0254
22325,2791,40,15326,20230124,Sponsored Card,Gaming,Anime Detail,1,0,0.0282
22326,657,98,15367,20230212,Display,Entertainment,Search,1,0,0.0037
22327,414,2,15408,20230303,Mid-roll,Technology,Home Feed,1,0,0.0656
22328,1323,30,15449,20230322,Pre-roll,Retail,Player,0,0,0.0835
22329,5731,10,,20230410,Sponsored Card,Food,Anime Detail,1,0,0.0326
22330,3438,128,15531,20230429,Display,Gaming,Search,1,0,0.0554
22331,485,209,15572,20230518,Mid-roll,Entertainment,Home Feed,0,0,0.0511
22332,5986,243,15613,20230606,Pre-roll,Technology,Player,1,0,0.0337
22333,4732,334,15654,20230625,Sponsored Card,Retail,Anime Detail,1,0,0.0767
22334,4743,196,15695,20230714,Display,Food,Search,1,0,0.005
22335,4345,225,15736,20230802,Mid-roll,Gaming,Home Feed,1,0,0.0083
22336,3250,317,15777,20230821,Pre-roll,Entertainment,Player,1,0,0.0741
22337,2544,14,15818,20230909,Sponsored Card,Technology,Anime Detail,1,0,0.0789
22338,,19,,20230928,Display,Retail,Search,1,0,0.077
22339,4867,98,15900,20231017,Mid-roll,Food,Home Feed,0,0,0.0682
22340,3088,297,15941,20231105,Pre-roll,Gaming,Player,1,0,0.0771
22341,1446,172,15982,20231124,Sponsored Card,Entertainment,Anime Detail,0,0,0.0396
22342,3393,14,16023,20231213,Display,Technology,Search,1,0,0.0512
22343,968,328,16064,20240101,Mid-roll,Retail,Home Feed,0,0,0.0417
22344,571,30,16105,20240120,Pre-roll,Food,Player,1,0,0.0451
22345,5476,79,16146,20240208,Sponsored Card,Gaming,Anime Detail,0,0,0.0382
22346,2141,38,16187,20240227,Display,Entertainment,Search,1,0,0.0393
22347,3875,28,,20240317,Mid-roll,Technology,Home Feed,1,0,0.064
22348,4626,90,16269,20240405,Pre-roll,Retail,Player,1,1,0.0566
22349,172,34,16310,20240424,Sponsored Card,Food,Anime Detail,1,0,0.0741
22350,4654,72,16351,20240513,Display,Gaming,Search,1,0,0.0523
22351,4543,212,16392,20240601,Mid-roll,Entertainment,Home Feed,0,0,0.0181
22352,1932,9,16433,20240620,Pre-roll,Technology,Player,0,0,0.0332
22353,2301,193,16474,20240709,Sponsored Card,Retail,Anime Detail,1,0,0.0265
22354,310,91,16515,20240728,Display,Food,Search,1,0,0.055
22355,,201,16556,20240816,Mid-roll,Gaming,Home Feed,1,0,0.0759
22356,4865,37,,20240904,Pre-roll,Entertainment,Player,0,0,0.0202
22357,4831,268,16638,20240923,Sponsored Card,Technology,Anime Detail,1,0,0.0429
22358,5157,333,16679,20241012,Display,Retail,Search,1,0,0.049
22359,4341,187,16720,20241031,Mid-roll,Food,Home Feed,1,0,0.0099
22360,5410,335,16761,20241119,Pre-roll,Gaming,Player,0,0,0.0126
22361,2491,277,16802,20241208,Sponsored Card,Entertainment,Anime Detail,0,0,0.0234
22362,708,289,16843,20241227,Display,Technology,Search,1,0,0.081
22363,2790,111,16884,20250115,Mid-roll,Retail,Home Feed,1,0,0.0359
22364,5584,75,16925,20250203,Pre-roll,Food,Player,0,0,0.0399
22365,5855,46,,20250222,Sponsored Card,Gaming,Anime Detail,0,0,0.052
22366,1611,355,17007,20250313,Display,Entertainment,Search,1,0,0.0393
22367,383,167,17048,20250401,Mid-roll,Technology,Home Feed,1,0,0.0185
22368,3414,24,17089,20250420,Pre-roll,Retail,Player,1,0,0.0439
22369,5315,306,17130,20250509,Sponsored Card,Food,Anime Detail,1,1,0.0392
22370,5223,187,17171,20250528,Display,Gaming,Search,1,0,0.0026
22371,2240,240,17212,20250616,Mid-roll,Entertainment,Home Feed,1,0,0.0384
22372,,144,17253,20250705,Pre-roll,Technology,Player,0,0,0.0646
22373,3316,57,17294,20250724,Sponsored Card,Retail,Anime Detail,0,0,0.0188
22374,39,55,,20250812,Display,Food,Search,1,0,0.0176
22375,1406,291,17376,20250831,Mid-roll,Gaming,Home Feed,0,0,0.0438
22376,4981,242,17417,20250919,Pre-roll,Entertainment,Player,1,0,0.0384
22377,783,60,17458,20251008,Sponsored Card,Technology,Anime Detail,1,0,0.0672
22378,4608,83,17499,20251027,Display,Retail,Search,1,0,0.0791
22379,2938,279,17540,20251115,Mid-roll,Food,Home Feed,1,0,0.0071
22380,1870,300,17581,20251204,Pre-roll,Gaming,Player,1,0,0.0352
22381,2366,206,17622,20251223,Sponsored Card,Entertainment,Anime Detail,1,0,0.0358
22382,2546,58,17663,20230111,Display,Technology,Search,1,0,0.0433
22383,5247,64,,20230130,Mid-roll,Retail,Home Feed,1,0,0.0746
22384,5834,310,17745,20230218,Pre-roll,Food,Player,1,0,0.0424
22385,1729,101,17786,20230309,Sponsored Card,Gaming,Anime Detail,0,0,0.0254
22386,2066,283,17827,20230328,Display,Entertainment,Search,1,0,0.0647
22387,1055,211,17868,20230416,Mid-roll,Technology,Home Feed,1,0,0.0188
22388,403,319,17909,20230505,Pre-roll,Retail,Player,1,0,0.0251
22389,,57,17950,20230524,Sponsored Card,Food,Anime Detail,0,0,0.0065
22390,5345,209,17991,20230612,Display,Gaming,Search,1,0,0.0821
22391,1219,258,18032,20230701,Mid-roll,Entertainment,Home Feed,1,0,0.0752
22392,1860,73,,20230720,Pre-roll,Technology,Player,1,0,0.0207
22393,556,70,18114,20230808,Sponsored Card,Retail,Anime Detail,1,0,0.005
22394,4053,314,18155,20230827,Display,Food,Search,1,0,0.0167
22395,4243,6,18196,20230915,Mid-roll,Gaming,Home Feed,1,0,0.0339
22396,1256,303,18237,20231004,Pre-roll,Entertainment,Player,1,0,0.0447
22397,634,350,18278,20231023,Sponsored Card,Technology,Anime Detail,1,0,0.0197
22398,1984,183,18319,20231111,Display,Retail,Search,1,0,0.0282
22399,5702,208,18360,20231130,Mid-roll,Food,Home Feed,0,0,0.03
22400,1245,101,18401,20231219,Pre-roll,Gaming,Player,1,0,0.0643
22401,5313,82,,20240107,Sponsored Card,Entertainment,Anime Detail,0,0,0.0245
22402,1653,348,18483,20240126,Display,Technology,Search,1,0,0.0451
22403,4847,101,18524,20240214,Mid-roll,Retail,Home Feed,1,0,0.0664
22404,5938,122,18565,20240304,Pre-roll,Food,Player,1,0,0.0644
22405,4764,261,18606,20240323,Sponsored Card,Gaming,Anime Detail,1,0,0.0102
22406,,144,18647,20240411,Display,Entertainment,Search,1,0,0.0807
22407,4892,204,18688,20240430,Mid-roll,Technology,Home Feed,1,0,0.0039
22408,1067,72,18729,20240519,Pre-roll,Retail,Player,1,0,0.0602
22409,1090,7,18770,20240607,Sponsored Card,Food,Anime Detail,0,0,0.0082
22410,917,91,,20240626,Display,Gaming,Search,1,0,0.0309
22411,5333,332,18852,20240715,Mid-roll,Entertainment,Home Feed,1,0,0.0403
22412,1535,57,18893,20240803,Pre-roll,Technology,Player,1,0,0.0361
22413,2142,302,18934,20240822,Sponsored Card,Retail,Anime Detail,1,0,0.0614
22414,4605,129,18975,20240910,Display,Food,Search,1,0,0.0834
22415,5721,52,19016,20240929,Mid-roll,Gaming,Home Feed,1,0,0.071
22416,4108,27,19057,20241018,Pre-roll,Entertainment,Player,1,0,0.0338
22417,1594,156,19098,20241106,Sponsored Card,Technology,Anime Detail,0,0,0.0334
22418,645,147,19139,20241125,Display,Retail,Search,1,0,0.0661
22419,5124,100,,20241214,Mid-roll,Food,Home Feed,1,0,0.0785
22420,2848,201,19221,20250102,Pre-roll,Gaming,Player,1,0,0.0834
22421,4145,204,19262,20250121,Sponsored Card,Entertainment,Anime Detail,1,0,0.0588
22422,2256,291,19303,20250209,Display,Technology,Search,1,0,0.0519
22423,,185,19344,20250228,Mid-roll,Retail,Home Feed,1,0,0.0831
22424,356,162,19385,20250319,Pre-roll,Food,Player,1,0,0.0452
22425,2233,173,19426,20250407,Sponsored Card,Gaming,Anime Detail,0,0,0.0104
22426,874,326,19467,20250426,Display,Entertainment,Search,1,0,0.0347
22427,3715,53,19508,20250515,Mid-roll,Technology,Home Feed,1,0,0.0062
22428,3617,109,,20250603,Pre-roll,Retail,Player,1,0,0.0257
22429,3310,251,19590,20250622,Sponsored Card,Food,Anime Detail,1,0,0.0103
22430,4721,359,19631,20250711,Display,Gaming,Search,1,0,0.0592
22431,2660,204,19672,20250730,Mid-roll,Entertainment,Home Feed,1,0,0.0207
22432,3678,62,19713,20250818,Pre-roll,Technology,Player,1,0,0.0844
22433,4973,239,19754,20250906,Sponsored Card,Retail,Anime Detail,1,0,0.084
22434,5828,139,19795,20250925,Display,Food,Search,1,0,0.0424
22435,2580,166,19836,20251014,Mid-roll,Gaming,Home Feed,1,0,0.0227
22436,1979,141,19877,20251102,Pre-roll,Entertainment,Player,1,0,0.014
22437,799,118,,20251121,Sponsored Card,Technology,Anime Detail,1,0,0.0733
22438,513,191,19959,20251210,Display,Retail,Search,1,0,0.0263
22439,2751,99,20000,20251229,Mid-roll,Food,Home Feed,1,0,0.0382
22440,,160,20041,20230117,Pre-roll,Gaming,Player,0,0,0.0736
22441,204,180,20082,20230205,Sponsored Card,Entertainment,Anime Detail,1,0,0.0669
22442,4552,64,20123,20230224,Display,Technology,Search,1,0,0.0104
22443,4,194,20164,20230315,Mid-roll,Retail,Home Feed,1,0,0.0531
22444,424,52,20205,20230403,Pre-roll,Food,Player,1,0,0.0767
22445,2190,6,20246,20230422,Sponsored Card,Gaming,Anime Detail,1,0,0.0301
22446,5987,127,,20230511,Display,Entertainment,Search,1,0,0.0349
22447,3729,281,20328,20230530,Mid-roll,Technology,Home Feed,1,0,0.0839
22448,593,67,20369,20230618,Pre-roll,Retail,Player,1,0,0.0376
22449,4950,304,20410,20230707,Sponsored Card,Food,Anime Detail,1,0,0.0355
22450,1512,335,20451,20230726,Display,Gaming,Search,1,0,0.0616
22451,689,101,20492,20230814,Mid-roll,Entertainment,Home Feed,1,0,0.018
22452,4854,185,20533,20230902,Pre-roll,Technology,Player,1,0,0.0154
22453,3719,232,20574,20230921,Sponsored Card,Retail,Anime Detail,1,0,0.0816
22454,4016,189,20615,20231010,Display,Food,Search,1,0,0.0514
22455,1443,136,,20231029,Mid-roll,Gaming,Home Feed,1,0,0.0602
22456,562,30,20697,20231117,Pre-roll,Entertainment,Player,0,0,0.0412
22457,,335,20738,20231206,Sponsored Card,Technology,Anime Detail,1,0,0.0397
22458,4711,251,20779,20231225,Display,Retail,Search,1,0,0.0731
22459,163,329,20820,20240113,Mid-roll,Food,Home Feed,1,0,0.0833
22460,2670,248,20861,20240201,Pre-roll,Gaming,Player,0,0,0.0695
22461,2375,250,20902,20240220,Sponsored Card,Entertainment,Anime Detail,1,0,0.025
22462,3907,3,20943,20240310,Display,Technology,Search,1,0,0.0709
22463,3979,279,20984,20240329,Mid-roll,Retail,Home Feed,1,0,0.0428
22464,3688,145,,20240417,Pre-roll,Food,Player,0,0,0.0226
22465,34,68,21066,20240506,Sponsored Card,Gaming,Anime Detail,1,0,0.071
22466,2273,9,21107,20240525,Display,Entertainment,Search,1,0,0.0735
22467,188,329,21148,20240613,Mid-roll,Technology,Home Feed,1,0,0.0057
22468,67,299,21189,20240702,Pre-roll,Retail,Player,0,0,0.0372
22469,5085,25,21230,20240721,Sponsored Card,Food,Anime Detail,0,0,0.0076
22470,4686,301,21271,20240809,Display,Gaming,Search,1,0,0.0075
22471,4783,347,21312,20240828,Mid-roll,Entertainment,Home Feed,1,0,0.0654
22472,4139,153,21353,20240916,Pre-roll,Technology,Player,1,0,0.0432
22473,2512,154,,20241005,Sponsored Card,Retail,Anime Detail,1,0,0.0768
22474,,351,21435,20241024,Display,Food,Search,1,0,0.0625
22475,4926,195,21476,20241112,Mid-roll,Gaming,Home Feed,1,0,0.029
22476,4995,157,21517,20241201,Pre-roll,Entertainment,Player,1,0,0.064
22477,4942,309,21558,20241220,Sponsored Card,Technology,Anime Detail,1,0,0.0068
22478,223,79,21599,20250108,Display,Retail,Search,1,0,0.0724
22479,5839,337,21640,20250127,Mid-roll,Food,Home Feed,0,0,0.0627
22480,1829,114,21681,20250215,Pre-roll,Gaming,Player,0,0,0.0104
22481,1792,132,21722,20250306,Sponsored Card,Entertainment,Anime Detail,1,0,0.0065
22482,2386,163,,20250325,Display,Technology,Search,1,0,0.0089
22483,966,201,21804,20250413,Mid-roll,Retail,Home Feed,1,0,0.0655
22484,2725,305,21845,20250502,Pre-roll,Food,Player,1,0,0.0475
22485,4740,42,21886,20250521,Sponsored Card,Gaming,Anime Detail,1,0,0.0494
22486,2275,32,21927,20250609,Display,Entertainment,Search,1,0,0.0031
22487,1337,189,21968,20250628,Mid-roll,Technology,Home Feed,1,0,0.0657
22488,5547,194,22009,20250717,Pre-roll,Retail,Player,1,0,0.007
22489,4020,356,22050,20250805,Sponsored Card,Food,Anime Detail,0,0,0.0739
22490,5012,191,22091,20250824,Display,Gaming,Search,1,0,0.0746
22491,,172,,20250912,Mid-roll,Entertainment,Home Feed,0,0,0.042
22492,2799,228,22173,20251001,Pre-roll,Technology,Player,1,0,0.0356
22493,2380,309,22214,20251020,Sponsored Card,Retail,Anime Detail,1,0,0.0435
22494,668,136,22255,20251108,Display,Food,Search,1,1,0.0743
22495,2263,91,22296,20251127,Mid-roll,Gaming,Home Feed,1,0,0.0222
22496,1948,221,22337,20251216,Pre-roll,Entertainment,Player,1,1,0.0179
22497,4929,338,22378,20230104,Sponsored Card,Technology,Anime Detail,0,0,0.0155
22498,1763,101,22419,20230123,Display,Retail,Search,1,0,0.0478
22499,1550,104,22460,20230211,Mid-roll,Food,Home Feed,1,0,0.0489
22500,4312,181,,20230302,Pre-roll,Gaming,Player,1,0,0.0725
22501,2022,196,22542,20230321,Sponsored Card,Entertainment,Anime Detail,1,0,0.0723
22502,2777,289,22583,20230409,Display,Technology,Search,1,0,0.0431
22503,4992,91,22624,20230428,Mid-roll,Retail,Home Feed,1,0,0.0633
22504,5474,335,22665,20230517,Pre-roll,Food,Player,0,0,0.0054
22505,2185,20,22706,20230605,Sponsored Card,Gaming,Anime Detail,1,0,0.0741
22506,2327,270,22747,20230624,Display,Entertainment,Search,1,0,0.0304
22507,4840,18,22788,20230713,Mid-roll,Technology,Home Feed,1,0,0.0087
22508,,224,22829,20230801,Pre-roll,Retail,Player,1,0,0.0707
22509,4801,190,,20230820,Sponsored Card,Food,Anime Detail,0,0,0.0768
22510,1743,18,22911,20230908,Display,Gaming,Search,1,0,0.0817
22511,1828,278,22952,20230927,Mid-roll,Entertainment,Home Feed,0,0,0.0397
22512,5660,346,22993,20231016,Pre-roll,Technology,Player,1,0,0.0058
22513,4438,250,23034,20231104,Sponsored Card,Retail,Anime Detail,1,0,0.0096
22514,1443,26,23075,20231123,Display,Food,Search,1,0,0.0417
22515,5900,229,23116,20231212,Mid-roll,Gaming,Home Feed,1,0,0.0317
22516,1856,14,23157,20231231,Pre-roll,Entertainment,Player,0,0,0.0624
22517,4361,272,23198,20240119,Sponsored Card,Technology,Anime Detail,1,0,0.0136
22518,4311,199,,20240207,Display,Retail,Search,1,0,0.051
22519,5909,249,23280,20240226,Mid-roll,Food,Home Feed,1,0,0.066
22520,4019,265,23321,20240316,Pre-roll,Gaming,Player,0,0,0.0209
22521,5716,307,23362,20240404,Sponsored Card,Entertainment,Anime Detail,1,0,0.0561
22522,5787,351,23403,20240423,Display,Technology,Search,1,0,0.0535
22523,3994,127,23444,20240512,Mid-roll,Retail,Home Feed,1,0,0.0461
22524,1149,76,23485,20240531,Pre-roll,Food,Player,0,0,0.0029
22525,,25,23526,20240619,Sponsored Card,Gaming,Anime Detail,1,0,0.0747
22526,2827,285,23567,20240708,Display,Entertainment,Search,1,0,0.0273
22527,2808,208,,20240727,Mid-roll,Technology,Home Feed,0,0,0.0371
22528,2814,274,23649,20240815,Pre-roll,Retail,Player,0,0,0.0833
22529,3231,102,23690,20240903,Sponsored Card,Food,Anime Detail,1,0,0.0467
22530,4728,251,23731,20240922,Display,Gaming,Search,1,0,0.0628
22531,1092,138,23772,20241011,Mid-roll,Entertainment,Home Feed,1,0,0.0645
22532,2700,114,23813,20241030,Pre-roll,Technology,Player,1,0,0.0649
22533,3585,337,23854,20241118,Sponsored Card,Retail,Anime Detail,0,0,0.0782
22534,4022,275,23895,20241207,Display,Food,Search,1,0,0.0639
22535,5655,274,23936,20241226,Mid-roll,Gaming,Home Feed,0,0,0.0828
22536,4466,217,,20250114,Pre-roll,Entertainment,Player,1,0,0.0484
22537,1848,350,24018,20250202,Sponsored Card,Technology,Anime Detail,1,0,0.0535
22538,862,295,24059,20250221,Display,Retail,Search,1,0,0.0021
22539,5864,131,24100,20250312,Mid-roll,Food,Home Feed,0,0,0.013
22540,2727,247,24141,20250331,Pre-roll,Gaming,Player,1,0,0.0158
22541,2305,60,24182,20250419,Sponsored Card,Entertainment,Anime Detail,1,0,0.0588
22542,,26,24223,20250508,Display,Technology,Search,1,0,0.0401
22543,3935,107,24264,20250527,Mid-roll,Retail,Home Feed,1,0,0.0218
22544,4806,291,24305,20250615,Pre-roll,Food,Player,1,0,0.082
22545,1195,226,,20250704,Sponsored Card,Gaming,Anime Detail,0,0,0.0298
22546,2168,73,24387,20250723,Display,Entertainment,Search,1,0,0.0256
22547,1795,40,24428,20250811,Mid-roll,Technology,Home Feed,1,0,0.0177
22548,2965,320,24469,20250830,Pre-roll,Retail,Player,1,0,0.0675
22549,747,207,24510,20250918,Sponsored Card,Food,Anime Detail,1,0,0.0296
22550,3278,162,24551,20251007,Display,Gaming,Search,1,0,0.0132
22551,2975,164,24592,20251026,Mid-roll,Entertainment,Home Feed,1,0,0.0606
22552,3647,63,24633,20251114,Pre-roll,Technology,Player,1,0,0.0127
22553,3382,297,24674,20251203,Sponsored Card,Retail,Anime Detail,1,0,0.041
22554,1716,235,,20251222,Display,Food,Search,1,0,0.0665
22555,262,236,24756,20230110,Mid-roll,Gaming,Home Feed,1,0,0.0804
22556,3643,242,24797,20230129,Pre-roll,Entertainment,Player,0,0,0.0507
22557,2251,346,24838,20230217,Sponsored Card,Technology,Anime Detail,1,0,0.0745
22558,1785,191,24879,20230308,Display,Retail,Search,1,0,0.0344
22559,,211,24920,20230327,Mid-roll,Food,Home Feed,0,0,0.0189
22560,1060,130,24961,20230415,Pre-roll,Gaming,Player,1,0,0.0667
22561,5710,281,25002,20230504,Sponsored Card,Entertainment,Anime Detail,1,0,0.0574
22562,4890,202,25043,20230523,Display,Technology,Search,1,0,0.0459
22563,576,244,,20230611,Mid-roll,Retail,Home Feed,0,0,0.0549
22564,3732,154,25125,20230630,Pre-roll,Food,Player,0,0,0.0054
22565,5940,45,25166,20230719,Sponsored Card,Gaming,Anime Detail,0,0,0.0458
22566,2348,254,25207,20230807,Display,Entertainment,Search,1,0,0.01
22567,4072,218,25248,20230826,Mid-roll,Technology,Home Feed,1,0,0.0234
22568,709,59,25289,20230914,Pre-roll,Retail,Player,1,0,0.0587
22569,4906,297,25330,20231003,Sponsored Card,Food,Anime Detail,1,0,0.06
22570,4780,126,25371,20231022,Display,Gaming,Search,1,0,0.036
22571,182,311,25412,20231110,Mid-roll,Entertainment,Home Feed,1,0,0.0608
22572,641,253,,20231129,Pre-roll,Technology,Player,0,0,0.0633
22573,190,270,25494,20231218,Sponsored Card,Retail,Anime Detail,1,0,0.0639
22574,4512,242,25535,20240106,Display,Food,Search,1,0,0.0257
22575,5527,339,25576,20240125,Mid-roll,Gaming,Home Feed,1,0,0.002
22576,,79,25617,20240213,Pre-roll,Entertainment,Player,0,0,0.0142
22577,5282,273,25658,20240303,Sponsored Card,Technology,Anime Detail,1,0,0.0196
22578,57,348,25699,20240322,Display,Retail,Search,1,0,0.0506
22579,3548,344,25740,20240410,Mid-roll,Food,Home Feed,1,1,0.0786
22580,221,38,25781,20240429,Pre-roll,Gaming,Player,1,1,0.0289
22581,1516,262,,20240518,Sponsored Card,Entertainment,Anime Detail,0,0,0.0042
22582,4030,12,25863,20240606,Display,Technology,Search,1,0,0.0779
22583,1184,1,25904,20240625,Mid-roll,Retail,Home Feed,1,0,0.0159
22584,5142,194,25945,20240714,Pre-roll,Food,Player,1,0,0.0226
22585,2398,135,25986,20240802,Sponsored Card,Gaming,Anime Detail,1,0,0.047
22586,553,151,26027,20240821,Display,Entertainment,Search,1,0,0.0678
22587,2709,89,26068,20240909,Mid-roll,Technology,Home Feed,0,0,0.0215
22588,5468,128,26109,20240928,Pre-roll,Retail,Player,1,0,0.0657
22589,3362,316,26150,20241017,Sponsored Card,Food,Anime Detail,1,0,0.0398
22590,5123,271,,20241105,Display,Gaming,Search,1,0,0.0103
22591,376,307,26232,20241124,Mid-roll,Entertainment,Home Feed,1,0,0.0258
22592,553,329,26273,20241213,Pre-roll,Technology,Player,1,0,0.0175
22593,,265,26314,20250101,Sponsored Card,Retail,Anime Detail,1,0,0.018
22594,3768,291,26355,20250120,Display,Food,Search,1,0,0.0739
22595,4641,184,26396,20250208,Mid-roll,Gaming,Home Feed,1,1,0.0394
22596,1004,100,26437,20250227,Pre-roll,Entertainment,Player,0,0,0.0162
22597,567,7,26478,20250318,Sponsored Card,Technology,Anime Detail,0,0,0.0264
22598,3292,69,26519,20250406,Display,Retail,Search,1,0,0.0037
22599,5005,280,,20250425,Mid-roll,Food,Home Feed,1,0,0.0181
22600,1363,350,26601,20250514,Pre-roll,Gaming,Player,0,0,0.0752
22601,4902,258,26642,20250602,Sponsored Card,Entertainment,Anime Detail,0,0,0.0026
22602,4083,263,26683,20250621,Display,Technology,Search,1,0,0.0824
22603,1289,58,26724,20250710,Mid-roll,Retail,Home Feed,1,0,0.0136
22604,1012,323,26765,20250729,Pre-roll,Food,Player,1,0,0.0346
22605,576,122,26806,20250817,Sponsored Card,Gaming,Anime Detail,0,0,0.0283
22606,4093,71,26847,20250905,Display,Entertainment,Search,1,0,0.0321
22607,5707,141,26888,20250924,Mid-roll,Technology,Home Feed,1,0,0.0619
22608,5038,289,,20251013,Pre-roll,Retail,Player,0,0,0.0718
22609,2484,150,26970,20251101,Sponsored Card,Food,Anime Detail,1,0,0.0679
22610,,161,27011,20251120,Display,Gaming,Search,1,0,0.0726
22611,1125,212,27052,20251209,Mid-roll,Entertainment,Home Feed,0,0,0.0143
22612,2570,329,27093,20251228,Pre-roll,Technology,Player,1,0,0.0421
22613,5700,327,27134,20230116,Sponsored Card,Retail,Anime Detail,1,0,0.0121
22614,5371,347,27175,20230204,Display,Food,Search,1,0,0.0423
22615,3677,329,27216,20230223,Mid-roll,Gaming,Home Feed,0,0,0.025
22616,3529,348,27257,20230314,Pre-roll,Entertainment,Player,1,0,0.0253
22617,2913,298,,20230402,Sponsored Card,Technology,Anime Detail,0,0,0.0121
22618,5186,75,27339,20230421,Display,Retail,Search,1,0,0.0184
22619,2874,4,27380,20230510,Mid-roll,Food,Home Feed,1,0,0.0781
22620,2810,349,27421,20230529,Pre-roll,Gaming,Player,0,0,0.0821
22621,5954,343,27462,20230617,Sponsored Card,Entertainment,Anime Detail,1,0,0.0583
22622,3995,219,27503,20230706,Display,Technology,Search,1,0,0.0446
22623,5574,229,27544,20230725,Mid-roll,Retail,Home Feed,1,0,0.044
22624,746,354,27585,20230813,Pre-roll,Food,Player,1,0,0.078
22625,620,284,27626,20230901,Sponsored Card,Gaming,Anime Detail,1,0,0.0817
22626,2863,307,,20230920,Display,Entertainment,Search,1,0,0.0162
22627,,332,27708,20231009,Mid-roll,Technology,Home Feed,1,0,0.0306
22628,4394,214,27749,20231028,Pre-roll,Retail,Player,1,0,0.0243
22629,3037,68,27790,20231116,Sponsored Card,Food,Anime Detail,0,0,0.0513
22630,1223,25,27831,20231205,Display,Gaming,Search,1,0,0.0141
22631,5170,151,27872,20231224,Mid-roll,Entertainment,Home Feed,1,0,0.0691
22632,1054,59,27913,20240112,Pre-roll,Technology,Player,0,0,0.0188
22633,4418,281,27954,20240131,Sponsored Card,Retail,Anime Detail,0,0,0.0168
22634,1431,212,27995,20240219,Display,Food,Search,1,0,0.0612
22635,1228,316,,20240309,Mid-roll,Gaming,Home Feed,1,0,0.0114
22636,4780,235,28077,20240328,Pre-roll,Entertainment,Player,1,0,0.0705
22637,5177,261,28118,20240416,Sponsored Card,Technology,Anime Detail,1,0,0.0111
22638,4455,217,28159,20240505,Display,Retail,Search,1,0,0.0784
22639,5717,163,28200,20240524,Mid-roll,Food,Home Feed,1,0,0.0468
22640,4498,39,28241,20240612,Pre-roll,Gaming,Player,1,0,0.0406
22641,4382,88,28282,20240701,Sponsored Card,Entertainment,Anime Detail,0,0,0.0284
22642,1288,308,28323,20240720,Display,Technology,Search,1,1,0.0426
22643,760,234,28364,20240808,Mid-roll,Retail,Home Feed,1,0,0.0104
22644,,325,,20240827,Pre-roll,Food,Player,1,0,0.0299
22645,1232,224,28446,20240915,Sponsored Card,Gaming,Anime Detail,0,0,0.0077
22646,962,298,28487,20241004,Display,Entertainment,Search,1,0,0.047
22647,5094,217,28528,20241023,Mid-roll,Technology,Home Feed,0,0,0.0071
22648,3246,180,28569,20241111,Pre-roll,Retail,Player,1,0,0.0689
22649,234,21,28610,20241130,Sponsored Card,Food,Anime Detail,1,0,0.0839
22650,2853,278,28651,20241219,Display,Gaming,Search,1,0,0.054
22651,3137,11,28692,20250107,Mid-roll,Entertainment,Home Feed,1,0,0.0481
22652,5751,80,28733,20250126,Pre-roll,Technology,Player,0,1,0.0696
22653,1952,334,,20250214,Sponsored Card,Retail,Anime Detail,1,0,0.0083
22654,2146,275,28815,20250305,Display,Food,Search,1,0,0.0574
22655,5416,295,28856,20250324,Mid-roll,Gaming,Home Feed,1,0,0.0193
22656,3051,287,28897,20250412,Pre-roll,Entertainment,Player,1,0,0.0219
22657,5352,41,28938,20250501,Sponsored Card,Technology,Anime Detail,0,0,0.0025
22658,5913,280,28979,20250520,Display,Retail,Search,1,0,0.0442
22659,4684,161,29020,20250608,Mid-roll,Food,Home Feed,1,1,0.0546
22660,5391,303,29061,20250627,Pre-roll,Gaming,Player,1,0,0.0317
22661,,99,29102,20250716,Sponsored Card,Entertainment,Anime Detail,0,0,0.0479
22662,1158,343,,20250804,Display,Technology,Search,1,0,0.0564
22663,4535,136,29184,20250823,Mid-roll,Retail,Home Feed,0,0,0.077
22664,2244,269,29225,20250911,Pre-roll,Food,Player,0,0,0.0533
22665,3414,189,29266,20250930,Sponsored Card,Gaming,Anime Detail,0,0,0.0668
22666,1607,243,29307,20251019,Display,Entertainment,Search,1,0,0.0285
22667,339,72,29348,20251107,Mid-roll,Technology,Home Feed,0,0,0.0052
22668,4721,37,29389,20251126,Pre-roll,Retail,Player,1,0,0.0792
22669,3529,168,29430,20251215,Sponsored Card,Food,Anime Detail,1,0,0.0048
22670,2723,239,29471,20230103,Display,Gaming,Search,1,0,0.013
22671,3707,352,,20230122,Mid-roll,Entertainment,Home Feed,1,0,0.0616
